School Code,School Name,Address,Pincode,Block Code,District Code
26054,"S P N S HIGH SCHOOL BARO, BEGUSARAI",,,1304,26
26055,"R K C HIGH SCHOOL PHULWARIA, BEGUSARAI",,,1304,26
26056,"P L KUNWER GIRLS H/S SHOKAHARA, BEGUSARAI",,,1304,26
26057,"R K G D R HIGH SCHOOL BARIBALLIA, BEGUSARAI",,,1304,26
26058,"R S A S HIGH SCHOOL BALLIA, BEGUSARAI",,,1304,26
26059,"PROJECT GIRLS HIGH SCHOOL BALLIA, BEGUSARAI",,,1304,26
26060,"GOVT HIGH SCHOOL SADANANDPUR, BEGUSARAI",,,1304,26
26061,"S S S HIGH SCHOOL BARIYARPUR, BEGUSARAI",,,1304,26
26062,"R M L HIGH SCHOOL SADIPUR DIARA, BEGUSARAI",,,1304,26
26063,"R K HIGH SCHOOL PARMANANDPUR, BEGUSARAI",,,1304,26
26064,"RAJKIYA H/S GOKHLE NAGAR BISHNUPUR, BEGUSARAI",,,1304,26
26065,"R B D HIGH SCHOOL TETARI, BEGUSARAI",,,1304,26
26066,"J L HIGH SCHOOL SAHEBPUR KAMAL, BEGUSARAI",,,1304,26
26067,"T N HIGH SCHOOL SHALIGRAMI, BEGUSARAI",,,1304,26
26068,"R HIGH SCHOOL SANHA, BEGUSARAI",,,1304,26
26069,"HIGH SCHOOL TARBANNA, BEGUSARAI",,,1304,26
26070,"PROJECT GIRLS HIGH SCHOOL SANHA PARORA, BEGUSARAI",,,1304,26
26071,"R J M HIGH SCHOOL MANJHAUL, BEGUSARAI",,,1304,26
26072,"R D P GIRLS HIGH SCHOOL MANJHAUL, BEGUSARAI",,,1304,26
26073,"R HIGH SCHOOL CHERIYA BARIYARPUR, BEGUSARAI",,,1304,26
26074,"SRI RITLAL HIGH SCHOOL SAKARAULI, BEGUSARAI",,,1304,26
26075,"DURGA HIGH SCHOOL MEGHAUL, BEGUSARAI",,,1304,26
26076,"PROJECT GIRLS HIGH SCHOOL MEGHAUL, BEGUSARAI",,,1304,26
26077,"HIGH SCHOOL CHHAURAHI MATIHANI, BEGUSARAI",,,1304,26
26078,"KISHAN HIGH SCHOOL TARABARIYARPUR, BEGUSARAI",,,1304,26
26079,"A P S HIGH SCHOOL NAOKOTHI, BEGUSARAI",,,1304,26
26080,"B S HIGH SCHOOL PAHSARA BABHANGAMA, BEGUSARAI",,,1304,26
26081,"R K S SIYALAKHAN HIGH SCHOOL SAMSA, BEGUSARAI",,,1304,26
26082,"RAJKIYA KRIT HIGH SCHOOL PARIHARA, BEGUSARAI",,,1304,26
26083,"S N PROJECT GIRLS H/S BAKHRI, BEGUSARAI",,,1304,26
26084,"S L U N HIGH SCHOOL SHAKARPURA, BEGUSARAI",,,1304,26
26085,"A R K HIGH SCHOOL KUMHARSON, BEGUSARAI",,,1304,26
26086,"RAJKIYA KRIT HIGH SCHOOL GARHPURA, BEGUSARAI",,,1304,26
26087,"PROJ R N S BALIKA+2 HIGH SCHOOL GARHPURA, BEGUSARAI",,,1304,26
26088,"DR LOHIYA HIGH SCHOOL MORTAR, BEGUSARAI",,,1304,26
26089,"L N HIGH SCHOOL MALIPUR MUSEPUR, BEGUSARAI",,,1304,26
26301,"UTKRAMIT M S FATEHA BACHWARA, BEGUSARAI",,,1304,26
26303,"UTKRAMIT M S SAKARVASA CHHERIYA BARIYARPUR, BEGUSARAI",,,1304,26
26304,"UTKRAMIT M S JAGATPURA RAMDIRI MATIHANI, BEGUSARAI",,,1304,26
26305,"UTKRAMIT M S VISHANUPUR AAHOK SAHEBPUR KAMAL, BEGUSARAI",,,1304,26
26306,"UTKRAMIT M S MASUDANPUR BHAGWANANDPUR BALIYA, BEGUSARAI",,,1304,26
26307,"UTKRAMIT M S GAURA TEGHRA, BEGUSARAI",,,1304,26
26308,"UTKRAMIT M S BATHAULI BARAUNI, BEGUSARAI",,,1304,26
26309,"UTKRAMIT M S DADUPUR, BEGUSARAI",,,1304,26
26310,"UTKRAMIT M S CHHABILAPUR SATHA, BEGUSARAI",,,1304,26
26311,"UTKRAMIT M S GUDAR, BEGUSARAI",,,1304,26
26312,"UTKRAMIT M S KATARMALA, BEGUSARAI",,,1304,26
26313,"UTKRAMIT M S GHAGHARA BAKHARI, BEGUSARAI",,,1304,26
26314,"UTKRAMIT M S BHARRA SUJA, BEGUSARAI",,,1304,26
26315,"UTKRAMIT M S BASUDEOPUR, BEGUSARAI",,,1304,26
26316,"UTKRAMIT M S PANSALLA, BEGUSARAI",,,1304,26
26317,"UTKRAMIT M S SIHAMA CHHOURAHI, BEGUSARAI",,,1304,26
26318,"UTKRAMIT M S BEGAMPUR, BEGUSARAI",,,1304,26
26319,"UTKRAMIT M S RICHIYAHI NAYARTOL, BEGUSARAI",,,1304,26
26320,"UTKRAMIT M S RAJAKPUR NAWAKOTHI, BEGUSARAI",,,1304,26
26321,"UTKRAMIT M S RAJOURA BISHUNPUR, BEGUSARAI",,,1304,26
26322,"UTKRAMIT M S HEERA TOL, BEGUSARAI",,,1304,26
26323,"UTKRAMIT M S AKAHA, BEGUSARAI",,,1304,26
26324,"UTKRAMIT M S LAUCHHE, BEGUSARAI",,,1304,26
26325,"UTKRAMIT M S MAKDAMPUR, BEGUSARAI",,,1304,26
26326,"UTKRAMIT M S KHARMAULI, BEGUSARAI",,,1304,26
26327,"UTTKRAMIT M S PARRA, BEGUSARAI",,,1304,26
26328,"UTKRAMIT M S MOKHTIYARPUR, BEGUSARAI",,,1304,26
26329,"UTKRAMIT M S KUSMAUT, BEGUSARIA, BEGUSARAI",,,1304,26
26330,"UTKRAMIT M S AKAHA RAMPUR, TEGHARA, BEGUSARAI",,,1304,26
26331,"UTKRAMIT M S CHACKMUZAFFAR, NAVKOTHI, BEGUSARAI",,,1304,26
26332,"UTKRAMIT M S OJHA TOLA, TEGHARA, BEGUSARAI",,,1304,26
26333,"UTKRAMIT MADHYAMIK SCHOOL MCHARAHA RAJOUR, GARDHPURA, BEGUSARAI",,,1304,26
26334,"UTKRAMIT M S NAYA TOLA KALYANPUR, DANDARI, BEGUSARAI",,,1304,26
26336,"UTKRAMIT M S TAJPUR, BHAGWANPUR, BEGUSARAI",,,1304,26
26337,"UTKRAMIT M S BAKHARI, BAKHARI, BEGUSARAI",,,1304,26
26338,"UTKRAMIT MADHYAMIK SCHOOL CHAKHAMID NADAIL, BEGUSARAI",,,1304,26
26339,"UTKRAMIT MADHYAMIK SCHOOL RAJOPUR, DANDARI, BEGUSARAI",,,1304,26
26340,"UTKRAMIT M S KORIYAMA, GARDHPURA, BEGUSARAI",,,1304,26
26341,"UTKRAMIT M S MIRJAPUR CHAND, BARAUNI, BEGUSARAI",,,1304,26
26342,"UTKRAMIT M S PIDHAULI, TEGHARA, BEGUSARAI",,,1304,26
26343,"UTKRAMIT M S SAADPUR, SAHEBPUR KAMAL, BEGUSARAI",,,1304,26
26344,"UTKRAMIT M S BHAWANGAMA, BARAUNI, BEGUSARAI",,,1304,26
26345,"UTKRAMIT M S SISAUNI, DANDARI, BEGUSARAI",,,1304,26
26346,"UTKRAMIT M S RAHUA, SAHEBPUR KAMAL, BEGUSARAI",,,1304,26
26347,"UTKRAMIT M S CHAKIA PUNARWAS, BARAUNI, BEGUSARAI",,,1304,26
26348,"UTKRAMIT M S MASURAJ, KHODAWANTPUR, BEGUSARAI",,,1304,26
26349,"UTKRAMIT M S MUSAHARI, KHODAWANTPUR, BEGUSARAI",,,1304,26
26350,"UTKRAMIT M S ASURARI, BARAUNI, BEGUSARAI",,,1304,26
26351,"UTKRAMIT MADHYAMIK SCHOOL PRANPUR HINDI, GARDHPURA, BEGUSARAI",,,1304,26
26352,"UTKRAMIT MADHYAMIK SCHOOL RASALPUR, SAHEBPUR KAMAL, BEGUSARAI",,,1304,26
26353,"UTKRAMIT M S DARIAPUR, MATIHANI, BEGUSARAI",,,1304,26
26354,"UTKRAMIT M S KESHAVE, BARAUNI, BEGUSARAI",,,1304,26
26355,"UTKRAMIT M S GODARGAMA, MATIHANI, BEGUSARAI",,,1304,26
26356,"UTKRAMIT M S DIHA, SAHEBPUR KAMAL, BEGUSARAI",,,1304,26
26357,"UTKRAMIT M S RAGHUNATHPUR, SAHEBPUR KAMAL, BEGUSARAI",,,1304,26
26358,"UTKRAMIT M S PAPRAUR, BARAUNI, BEGUSARAI",,,1304,26
26360,"UTKRAMIT M S AKAHA RANIAUNA, NAVAKATHI, BEGUSARAI",,,1304,26
26361,"UTKRAMIT URDU MADHYAMIK SCHOOL, NURULLAHPUR, KHODAWANDPUR, BEGUSARAI",,,1304,26
26362,"UTKRAMIT M S GAOURI DIH, CHAUDAHI, BEGUSARAI",,,1304,26
26363,"UTKRAMIT MADHYAMIK SCHOOL, BAHDARPUR, BEGUSARAI",,,1304,26
26364,"UTKRAMIT MADHYAMIK SCHOOL, EJANI, BEGUSARAI",,,1304,26
26365,"UTKRAMIT MADHYAMIK SCHOOL, MEHA, BEGUSARAI",,,1304,26
26366,"UTKRAMIT MADHYAMIK SCHOOL, KAURAY, BEGUSARAI",,,1304,26
26367,"UTKRAMIT MADHYAMIK SCHOOL, AMARPUR, BEGUSARAI",,,1304,26
26369,"UTKRAMIT MADHYAMIK SCHOOL, AMARI, BEGUSARAI",,,1304,26
26370,"UTKRAMIT MADHYAMIK SCHOOL, SHAHPUR PATLA, BEGUSARAI",,,1304,26
26371,"UTKRAMIT MADHYAMIK SCHOOL, MAHAJI, BEGUSARAI",,,1304,26
26372,"UTKRAMIT MADHYAMIK SCHOOL, DUNAHI, BEGUSARAI",,,1304,26
26373,"UTKRAMIT MADHYAMIK SCHOOL, INIYAR, BEGUSARAI",,,1304,26
26375,"UTKRMIT MADHYAMIK SCHOOL, NAIPUR BAHRAMPUR, BEGUSARAI",,,1304,26
26376,"UTKRAMIT MADHYAMIK SCHOOL, BANK, BEGUSARAI",,,1304,26
26377,"UTKRAMIT MADHYAMIK SCHOOL, SINHMA DIYARA, BEGUSARAI",,,1304,26
26379,"UTKARMIT MADHYAMIC VIDYALAYA, JAHANPUR BEGUSARAI",,,1304,26
26380,"UTKARMIT MADHYAMIC VIDYALAYA, LAKHO, BEGUSARAI",,,1304,26
26381,"UTKARMIT MADHYAMIC VIDYALAYA, PALIDIH, BEGUSARAI",,,1304,26
26382,"U.M.S CHAKIYA ,CHIRANJIVIPUR, BEGUSARAI",,,1304,26
26383,"UTKRAMIT H/S SANJAT, BEGUSARAI",,,1304,26
26501,"SHIVAM BALIKA H/S RAGHUNATHPUR, BEGUSARAI",,,1304,26
26502,"SHREE FEKAN MAHTO H/S BARBIGHI BALLIA, BEGUSARAI",,,1304,26
26503,"HARIHAR MAHTO H/S AMARI, BEGUSARAI",,,1304,26
26504,"JANTA HIGH SCHOOL SADPUR, BEGUSARAI",,,1304,26
26505,"JANTA H/S CHOUKI, BEGUSARAI",,,1304,26
26506,"SRI SARASWATI H/S KUMBHI, BEGUSARAI",,,1304,26
26507,"MAHANTH NARAYAN DAS H/S RAHATPUR, BEGUSARAI",,,1304,26
26508,"HIGH SCHOOL BIKARAMPUR, BEGUSARAI",,,1304,26
26509,"KARPURI THAKUR H/S LAKHO, BEGUSARAI",,,1304,26
26510,"C M HIGH SCHOOL CHHITRAUR, BEGUSARAI",,,1304,26
26511,"RADHA BHUNESHWARI H/S AMARI, BEGUSARAI",,,1304,26
26701,INDRA JYOTI H/S PAKTAUL KIJIHCHAK BEGUSARAI,,,1304,26
26702,"BHARTHOBHARAT M S PIPRADEWAS BARAUNI BEGUSARA, BEGUSARAI",,,1304,26
26703,GANGOTRI NARESH M S MADHURAPUR BEGUSARAI,,,1304,26
26704,"AYODHAYA KARPURICHARAN M S DHABAULI, BEGUSARAI",,,1304,26
26705,"SRI SRI 108 MAHANT RAMJIVAN DAS INTER COLLEGE, BEGUSARAI",,,1304,26
26706,S V N H/S LOHIYANAGAR BEGUSARAI,,,1304,26
26707,S D M GIRL'S H/S TEGHRA BEGUSARAI,,,1304,26
31001,ZILA SCHOOL BHAGALPUR,,,1329,31
31002,NAV STHAPIT ZILA SCHOOL BHAGALPUR,,,1329,31
31003,GOVT GIRLS HIGH SCHOOL BHAGALPUR,,,1329,31
31004,GVT SC RES H/S COMPANYBAG BHAGALPUR,,,1329,31
31005,T N B COLLEGIATE INTER SC BHAGALPUR,,,1329,31
31006,INTER MARWARI PATHSHALA BHAGALPUR,,,1329,31
31007,S S VIDYA NIKETAN BHAGALPUR,,,1329,31
31008,S H P A H/S CHANDIPATTI BHAGALPUR,,,1329,31
31009,MIRJANHAT HIGH SCHOOL BHAGALPUR,,,1329,31
31010,"S M LAL GIRLS HIGH SCHOOL MIRJANHAT, BHAGALPUR",,,1329,31
31011,J ADARSH GIRLS HIGH SCHOOL BHAGALPUR,,,1329,31
31012,MOKSHDA GIRLS INTER SCH BHAGALPUR,,,1329,31
31013,M L GIRLS H/S NAYABAZAR BHAGALPUR,,,1329,31
31014,JAGLAL H/S COMPANYBAGH BHAGALPUR,,,1329,31
31015,"S R HIGH SCHOOL NATH NAGAR, BHAGALPUR",,,1329,31
31016,"S S GIRLS HIGH SCHOOL NATH NAGAR, BHAGALPUR",,,1329,31
31017,"GURUKUL HIGH SCHOOL NATH NAGAR, BHAGALPUR",,,1329,31
31018,"R H M T B HIGH SCHOOL BARARI, BHAGALPUR",,,1329,31
31019,"L N HIGH SCHOOL JAGDISHPUR, BHAGALPUR",,,1329,31
31020,"P JHA HIGH SCHOOL BAIJANI, BHAGALPUR",,,1329,31
31021,HIGH SCHOOL SHAHKUND BHAGALPUR,,,1329,31
31022,"M N HIGH SCHOOL AMBA SHAHKUND, BHAGALPUR",,,1329,31
31023,"HIGH SCHOOL MANIKPUR, BHAGALPUR",,,1329,31
31024,"K L HIGH SCHOOL NARAYANPUR, BHAGALPUR",,,1329,31
31025,"HIGH SCHOOL RAMPURDIH, BHAGALPUR",,,1329,31
31026,"HIGH SCHOOL SAJOUR FATEHPUR, BHAGALPUR",,,1329,31
31027,"S C R HIGH SCHOOL SULTANGANJ, BHAGALPUR",,,1329,31
31028,"K N S M HIGH SCHOOL SULTANGANJ, BHAGALPUR",,,1329,31
31029,"SMT P D M GIRLS H/S SULTANGANJ, BHAGALPUR",,,1329,31
31030,"D P M HIGH SCHOOL KARHARIA, BHAGALPUR",,,1329,31
31031,HIGH SCHOOL KHERAIHIYA BHAGALPUR,,,1329,31
31032,HIGH SCHOOL KUMAITHA BHAGALPUR,,,1329,31
31033,"HIGH SCHOOL TILAKPUR, BHAGALPUR",,,1329,31
31034,"HIGH SCHOOL KHANPUR, BHAGALPUR",,,1329,31
31035,"A S HIGH SCHOOL BELARI, BHAGALPUR",,,1329,31
31036,"ADARSH HIGH SCHOOL NAYAGAON, BHAGALPUR",,,1329,31
31037,"HIGH SCHOOL KATHAHARA KUMARPUR, BHAGALPUR",,,1329,31
31038,N M HIGH SCHOOL PAIN BHAGALPUR,,,1329,31
31039,"N G A H/S DUDHAILA BAIKUNTHAPUR, BHAGALPUR",,,1329,31
31040,"HIGH SCHOOL RANNUCHAK MAKANDPUR, BHAGALPUR",,,1329,31
31041,HIGH SCHOOL SHAHPUR BHAGALPUR,,,1329,31
31042,"HIGH SCHOOL NOORPUR NATH NAGAR, BHAGALPUR",,,1329,31
31043,HIGH SCHOOL KAJRAILI BHAGALPUR,,,1329,31
31044,HIGH SCHOOL SABOUR BHAGALPUR,,,1329,31
31045,"GIRLS HIGH SCHOOL SABOUR, BHAGALPUR",,,1329,31
31046,"HIGH SCHOOL BAHADURPUR, BHAGALPUR",,,1329,31
31047,"HIGH SCHOOL MAMALKHA, BHAGALPUR",,,1329,31
31048,PRASHSTDIH SIMRO H/S BHAGALPUR,,,1329,31
31049,"GANDHI HIGH SCHOOL JAMIN MURHANHAT, BHAGALPUR",,,1329,31
31050,"BARI ADARSH HIGH SCHOOL SANHOULA, BHAGALPUR",,,1329,31
31051,HIGH SCHOOL TARAR BHAGALPUR,,,1329,31
31052,"GIRLS HIGH SCHOOL TARAR, BHAGALPUR",,,1329,31
31053,"S C M L K P H/S ARAR DHUABAI, BHAGALPUR",,,1329,31
31054,"R HIGH SCHOOL SANOKHAR HAT, BHAGALPUR",,,1329,31
31055,"PROJECT GIRLS H/S JAGDISHPUR, BHAGALPUR",,,1329,31
31056,"PROJECT GIRLS H/S SAHKUND, BHAGALPUR",,,1329,31
31057,C M S HIGH SCHOOL ADAMPUR BHAGALPUR,,,1329,31
31058,DURGACHARAN HIGH SCHOOL BHAGALPUR,,,1329,31
31059,MUSLIM HIGH SCHOOL BHAGALPUR,,,1329,31
31060,C C GIRLS HIGH SCHOOL BHAGALPUR,,,1329,31
31061,"URDU GIRLS HIGH SCHOOL ASANANDPUR, BHAGALPUR",,,1329,31
31062,GOVT OBC GIRLS RES. HIGH SCH BHAGALPUR,,,1329,31
31063,"SHARDA PATHSHALA H S KHALGHAON, BHAGALPUR",,,1329,31
31064,"GANPAT SINGH HIGH SCHOOL KAHALGAON, BHAGALPUR",,,1329,31
31065,"S S GIRLS HIGH SCHOOL KAHALGAON, BHAGALPUR",,,1329,31
31066,"HIGH SCHOOL AKBARPUR, BHAGALPUR",,,1329,31
31067,"J L HIGH SCHOOL DHANOURA, BHAGALPUR",,,1329,31
31068,HIGH SCHOOL EKCHARI BHAGALPUR,,,1329,31
31069,"SRI SANT HIGH SCHOOL GHOGHA, BHAGALPUR",,,1329,31
31070,"G M VIKRAM SHILA H/S ANTICHAK, BHAGALPUR",,,1329,31
31071,"HIGH SCHOOL BUDHUCHAK, BHAGALPUR",,,1329,31
31072,"S HIGH SCHOOL SHOBHANATHPUR, BHAGALPUR",,,1329,31
31073,HIGH SCHOOL MATHURAPUR BHAGALPUR,,,1329,31
31074,"RAM SUNDER HIGH SCHOOL RAMPUR, BHAGALPUR",,,1329,31
31075,"C K K HIGH SCHOOL KAIRIA, BHAGALPUR",,,1329,31
31076,"SHERMARI HIGH SCHOOL PIRPAINTI, BHAGALPUR",,,1329,31
31077,"HIGH SCHOOL, ISHIPUR BHAGALPUR",,,1329,31
31078,"S R HIGH SCHOOL KHAWASPUR, BHAGALPUR",,,1329,31
31079,"R D P HIGH SCHOOL DUBAULI, BHAGALPUR",,,1329,31
31080,"L N HIGH SCHOOL MALIKPUR PIRPAINTI, BHAGALPUR",,,1329,31
31081,"C D GIRLS HIGH SCHOOL SHERMARI, BHAGALPUR",,,1329,31
31082,"S D HIGH SCHOOL RAMNAGAR GOVINDPUR, BHAGALPUR",,,1329,31
31083,"ST MICHAEL'S GIRLS +2 HIGH SCHOOL GOKHLA, MIRZA CHAUKI ,BHAGALPUR",,,1329,31
31084,"INTER HIGH SCHOOL NAVGACHIYA, BHAGALPUR",,,1329,31
31085,"RUNGTA GIRLS HIGH SCHOOL NAVGACHIYA, BHAGALPUR",,,1329,31
31086,"S HIGH SCHOOL SAHUPARBATTA, BHAGALPUR",,,1329,31
31087,HIGH SCHOOL KHARIK BHAGALPUR,,,1329,31
31088,"M HIGH SCHOOL TULSHIPUR YAMUNIYA, BHAGALPUR",,,1329,31
31089,"R D HIGH SCHOOL TETRIPAKRA, BHAGALPUR",,,1329,31
31090,"M M HIGH SCHOOL ATHGAMA RAGHOPUR, BHAGALPUR",,,1329,31
31091,"HIGH SCHOOL BHAWANPURA, BHAGALPUR",,,1329,31
31092,"HIGH SCHOOL BAHATRA RAGHOPUR, BHAGALPUR",,,1329,31
31093,"ADARSH HIGH SCHOOL KADWA, BHAGALPUR",,,1329,31
31094,"NEHRU HIGH SCHOOL DHOL BAZZA, BHAGALPUR",,,1329,31
31095,"HIGH SCHOOL PUNAMA PRATAP NAGAR, BHAGALPUR",,,1329,31
31096,"N K HIGH SCHOOL NAGRAH, BHAGALPUR",,,1329,31
31097,"M S HIGH SCHOOL BIHPUR, BHAGALPUR",,,1329,31
31098,"N K HIGH SCHOOL JHANDAPUR, BHAGALPUR",,,1329,31
31099,"HIGH SCHOOL JAIRAMPUR, BHAGALPUR",,,1329,31
31100,HIGH SCHOOL BABHANGAMA BHAGALPUR,,,1329,31
31101,"S S HIGH SCHOOL MZMA GANAUL, BHAGALPUR",,,1329,31
31102,"HIGH SCHOOL NARAYANPUR, BHAGALPUR",,,1329,31
31103,"KANYA HIGH SCHOOL SONBARSA, BHAGALPUR",,,1329,31
31104,"L N M GIRLS HIGH SCHOOL BHRAMARPUR, BHAGALPUR",,,1329,31
31105,"BAPU HIGH SCHOOL DAYALPUR, BHAGALPUR",,,1329,31
31106,"HIGH SCHOOL GOURIPUR LATTIPUR, BHAGALPUR",,,1329,31
31107,"HIGH SCHOOL SAIDPUR, BHAGALPUR",,,1329,31
31108,"M S M HIGH SCHOOL CHAPARHAT, BHAGALPUR",,,1329,31
31109,"T N HIGH SCHOOL RANGRA, BHAGALPUR",,,1329,31
31110,"S B C HIGH SCHOOL LATTIPAKAR DHARHRA, BHAGALPUR",,,1329,31
31111,HIGH SCHOOL KAMLAKUND BHAGALPUR,,,1329,31
31112,"S R N D L Y H/S LATTRA NAVTOLIYA, BHAGALPUR",,,1329,31
31113,"PROJECT GIRLS HIGH SCHOOL SAIDPUR, BHAGALPUR",,,1329,31
31114,"NAGAR H/S PAHARPUR, BHAGALPUR",,,1329,31
31301,"UTKRAMIT M S DADPUR DHODHIYA DADPUR KHARIF, BHAGALPUR",,,1329,31
31302,"UTKRAMIT M S KAHARPUR HARIYO MAHESHPUR BIHPUR, BHAGALPUR",,,1329,31
31303,"UTKRAMIT M S LAXMIPUR NARAYANPUR ISHMAIELPUR, BHAGALPUR",,,1329,31
31304,"UTKRAMIT M S MADARGANJ SANHAULI, BHAGALPUR",,,1329,31
31305,"UTKRAMIT M S PANNUCHAK, BHAGALPUR",,,1329,31
31306,"UTKRAMIT M S GADHAUTIYA TAGARPUR GORADIH, BHAGALPUR",,,1329,31
31307,"U M S AJMERI B RATIPUR BAIRIYA NATHNAGAR, BHAGALPUR",,,1329,31
31308,"U M S MUHAMMADPUR P TOLA SONUCHAK JAGDISHPUR, BHAGALPUR",,,1329,31
31309,"UTKRAMIT M S SHIVAYDIH SABOUR, BHAGALPUR",,,1329,31
31310,"UTKRAMIT M S DILAURI SRIMATPUR HUJURNAGAR, BHAGALPUR",,,1329,31
31311,"UTKRAMIT M S DINDAYALPUR SHAHKUND, BHAGALPUR",,,1329,31
31312,"UTKRAMIT M S UDHADIH BHIRKHUND SULTANGANJ, BHAGALPUR",,,1329,31
31313,"UTKRAMIT M S MURLIRANGRA CHOWK, BHAGALPUR",,,1329,31
31314,"U M S KALENDI NAGAR DUMARIYA CHAPARGHAT, BHAGALPUR",,,1329,31
31315,"U M S BASUDEVPUR BHALUYA KERIYA KHALGAWN, BHAGALPUR",,,1329,31
31316,"UTKRAMIT M S MAHESHAMUNDA KAHALGAON, BHAGALPUR",,,1329,31
31317,"UTKRAMIT M S EKDARA KHALGAWN, BHAGALPUR",,,1329,31
31318,"UTKRAMIT M S BIRNOUDH GAURADIH GORADIH, BHAGALPUR",,,1329,31
31319,"UTKRAMIT M S AGARPUR MANJHIPUR GORADIH, BHAGALPUR",,,1329,31
31320,"UTKRAMIT M S DANDA BAZAR SARATH GORADIH, BHAGALPUR",,,1329,31
31321,"UTKRAMIT M S SAUR KERIYA KHALGAON, BHAGALPUR",,,1329,31
31322,"UTKRAMIT M S FATHEHPUR BHUWALPUR NATHNAGAR, BHAGALPUR",,,1329,31
31323,"GOVT UTKRAMIT M S KURPAT BAIJALPUR SABAUR, BHAGALPUR",,,1329,31
31324,"UTKRAMIT M S MAHUADHIH RAJAGAON PIRPAITI, BHAGALPUR",,,1329,31
31325,"UTKRAMIT M S MAULTOLA SRIMATPUR GOPALICHAK, BHAGALPUR",,,1329,31
31326,"UTKRAMIT M S MAHADEV TIKAR SIKARPUR SIMANPUR, BHAGALPUR",,,1329,31
31327,"UTKRAMIT M S EKCHARI DIYARA PIRPAITI, BHAGALPUR",,,1329,31
31328,"UTKRAMIT M S LAXMIPUR BANDHUJAYRAM PIRPAINTI, BHAGALPUR",,,1329,31
31329,"UTKRAMIT M S BAKCHAPAR SARAUNI SHAHKUND, BHAGALPUR",,,1329,31
31330,"UTKRAMIT M S KHAIRA SHAHKUND, BHAGALPUR",,,1329,31
31331,"UTKRAMIT M S ABHARATANPUR KHANPUR SULTANGANJ, BHAGALPUR",,,1329,31
31332,"UTKRAMIT M S KIRANPUR KARHARIYA SULTANGANJ, BHAGALPUR",,,1329,31
31333,UTKRAMIT M S KISHANPUR BHAGALPUR,,,1329,31
31334,UTKRAMIT M S POTHIYA BHAGALPUR,,,1329,31
31335,UTKRAMIT M S GHANSHYAMCHAK BHAGALPUR,,,1329,31
31336,UTKRAMIT M S KALGIGANJ BHAGALPUR,,,1329,31
31337,UTKRAMIT M S DAYALPUR BHAGALPUR,,,1329,31
31338,UTKRAMIT SK M S SIYAN BHAGALPUR,,,1329,31
31339,UTKRAMIT M S TARCHHA BHAGALPUR,,,1329,31
31340,UTKRAMIT M S KISHUNICHAK BHAGALPUR,,,1329,31
31341,"UTKRAMIT MADHYAMIK SCHOOL ASIACHAK, BHAGALPUR",,,1329,31
31342,"UTKRAMIT MADHYAMIK SCHOOL BABUPUR, PIRPAITI, BHAGALPUR",,,1329,31
31343,"UTKRAMIT MADHYAMIK SCHOOL MAKANDPUR, GOPALPUR, BHAGALPUR",,,1329,31
31344,"UTKRAMIT M S VISHANPUR, NATHNAGAR, BHAGALPUR",,,1329,31
31345,"UTKRAMIT M S VISHANPUR JICHCHO, GORADIH, BHAGALPUR",,,1329,31
31346,"UTKRAMIT MADHYAMIK SCHOOL RAYPUR, NARAYANPUR, BHAGALPUR",,,1329,31
31347,"UTKRAMIT MADHYAMIK SCHOOL SONUDIH, GORADIH, BHAGALPUR",,,1329,31
31348,"UTKRAMIT MADHYAMIK SCHOOL JAGATPUR, NAVGACHIA, BHAGALPUR",,,1329,31
31349,"UTKRAMIT M S BHAWANIPUR TOLA, RANGARA CHOUCK, BHAGALPUR",,,1329,31
31350,"UTKRAMIT MADHYAMIK SCHOOL MOHANPUR, GORADIH, BHAGALPUR",,,1329,31
31351,"UTKRAMIT UCHCHA M S BANIA,RANGARA CHOWK, BHAGALPUR",,,1329,31
31352,"UTKRAMIT MADHYAMIK SCHOOL ALALPUR, KHRIK, BHAGALPUR",,,1329,31
31353,"UTKRAMIT M S PACHGACHIA, GOPALPUR, BHAGALPUR",,,1329,31
31354,"UTKRAMIT M S TELAOUNDHA, SANHAULA, BHAGALPUR",,,1329,31
31355,"UTKRAMIT MADHYAMIK SCHOOL KATORIA, KAHALGAOAN, BHAGALPUR",,,1329,31
31356,"UTKRAMIT M S GANGAKARHARIA, GORADIH, BHAGALPUR",,,1329,31
31357,"UTKRAMIT MADHYAMIK SCHOOL BASANTPUR,PIRPAINTI, BHAGALPUR",,,1329,31
31358,"UTKRAMIT M S BASUDEVPUR, SAHKUNAD, BHAGALPUR",,,1329,31
31359,"UTKRAMIT MADHYAMIK SCHOOL KHERPUR, NAVGACHIA, BHAGALPUR",,,1329,31
31361,"UTKRAMIT M S BAIJNATHPUR , SABAOUR, BHAGALPUR",,,1329,31
31362,"UTKRAMIT MADHYAMIK SCHOOL THRWA, PIRPATI, BHAGALPUR",,,1329,31
31363,"UTKRAMIT M S BHAWANIPUR, NARAYANPUR, BHAGALPUR",,,1329,31
31364,"UTKRAMIT MADHYAMIK SCHOOL BAGARI, KHARIK, BHAGALPUR",,,1329,31
31365,"GIRLS UTKRAMIT M S MADHURAPUR, NARAYANPUR, BHAGALPUR",,,1329,31
31366,"UTKRAMIT M S BHANDARWAN, SAHKUNAD, BHAGALPUR",,,1329,31
