School Code,School Name,Address,Pincode,Block Code,District Code
55505,"CHANDRAWATI BALIKA H/S NONEYA, EAST CHAMPARAN",,,1031,55
55506,"MAHANT RAMCHARITRA DAS H/S MARPA MOHAN, EAST CHAMPARAN",,,1031,55
55507,"GANGA SARYU KUNDAL DAS H/S JAGAPAKAR, EAST CHAMPARAN",,,1031,55
55508,"HIGH SCHOOL JAGIRAHA, EAST CHAMPARAN",,,1031,55
55509,"MADAN SINGH H/S KAMAL PIPRA, EAST CHAMPARAN",,,1031,55
55510,"HIGH SCHOOL JITAURA, EAST CHAMPARAN",,,1031,55
55511,"DR JAKIR HUSSAIN URDU H/S SISWANIYA, EAST CHAMPARAN",,,1031,55
55512,"ADARSH H/S BHARTHUHIA, EAST CHAMPARAN",,,1031,55
55513,"LAL BABU SINGH H/S TINKONI, EAST CHAMPARAN",,,1031,55
55514,"GIRL'S H/S DHEKAHA, EAST CHAMPARAN",,,1031,55
55515,"SHRI KRISHNA DIWAKAR H/S DUBEY TOLA MADHUBANI, EAST CHAMPARAN",,,1031,55
55516,"SRI R S PANDEY KALIKA PRASAD H/S BHATAWALIYA, EAST CHAMPARAN",,,1031,55
55517,"ADARSH HIGH SCHOOL PHULWARIA, EAST CHAMPARAN",,,1031,55
55518,"NIRMALA PANDEY H/S MADHUBANI TIWARI TOLA, EAST CHAMPARAN",,,1031,55
55519,"HIGH SCHOOL BHAWANARI, EAST CHAMPARAN",,,1031,55
55520,"DROUPADI RAM SAKHI GIRL'S H/S PARSWANI KAPOOR, EAST CHAMPARAN",,,1031,55
55521,"R P SINGH MANGAL PRASAD H/S SHREEPUR KAWAIYA, EAST CHAMPARAN",,,1031,55
55522,"S R D GIRL'S H/S CHIRAIYA ISHTHITA MIRPUR, EAST CHAMPARAN",,,1031,55
55523,"LAKHAMAN HARIHAR H/S PAKAHI, EAST CHAMPARAN",,,1031,55
55524,"SHIV SHANKER H/S MIRJAPUR, EAST CHAMPARAN",,,1031,55
55525,"JANTA JANKI H/S MADAN SIRSIYA, EAST CHAMPARAN",,,1031,55
55526,"RAJ BAHADUR RAJKALI GIRL'S H S BANKATWA EAST, EAST CHAMPARAN",,,1031,55
55527,"HIGH SCHOOL RAMGARH MAHUAWA, EAST CHAMPARAN",,,1031,55
55528,"HIRA SAH HIGH SCHOOL SAREYA, EAST CHAMPARAN",,,1031,55
55529,"RIJHAN RAM CHARITRA H/S DULMA, EAST CHAMPARAN",,,1031,55
55530,"SHREE VESHESWAR GIRL'S H/S BOKANE KALAN, EAST CHAMPARAN",,,1031,55
55531,"INDIRA GANDHI GIRL'S H/S PAKARI DAYAL, EAST CHAMPARAN",,,1031,55
55532,"HIGH SCHOOL LUATHAHA, EAST CHAMPARAN",,,1031,55
55533,"SITA RAM GIRL'S SHCOOL CHAINPUR, EAST CHAMPARAN",,,1031,55
55534,"R C PRASAD MAHESH PRASAD GIRL'S H S PIPRA, EAST CHAMPARAN",,,1031,55
55535,"SRI KURKUT RAY H/S BHATKARJA MATHIYA, EAST CHAMPARAN",,,1031,55
55537,"SHREE SHYAM SUNDRA H/S NARKATIYA E CHAMPARAN, EAST CHAMPARAN",,,1031,55
55538,"RAM SAGAR DEVI GIRL'S H/S RUPHARA E CHAMPARAN, EAST CHAMPARAN",,,1031,55
55701,"T P KANYA H/S FATAHPUR PARSAUNIYA E CHAMPARAN, EAST CHAMPARAN",,,1031,55
56001,"SRI RAMDEO HIGH SCHOOL ADAURI, SHEOHAR",,,1058,56
56002,PROJECT GIRLS HIGH SCHOOL SHEOHAR,,,1058,56
56003,"PROJECT GIRLS HIGH SCHOOL PIPRAHI, SHEOHAR",,,1058,56
56004,"KALAWATI JIYALAL H S AMBAKALA, SHEOHAR",,,1058,56
56005,"HIGH SCHOOL SONAUL SULTAN, SHEOHAR",,,1058,56
56006,SRI NAWAB HIGH SCHOOL SHEOHAR,,,1058,56
56007,"S R L R C HIGH SCHOOL LALGARH, SHEOHAR",,,1058,56
56008,"T R N R HIGH SCHOOL FATEHPUR, SHEOHAR",,,1058,56
56009,"R S G J HIGH SCHOOL NARWARA, SHEOHAR",,,1058,56
56010,"S R K J HIGH SCHOOL KUSHAHAR, SHEOHAR",,,1058,56
56011,"S R J S HIGH SCHOOL TARIYANI CHAPRA, SHEOHAR",,,1058,56
56012,"S Y HIGH SCHOOL NAYAGAON, SHEOHAR",,,1058,56
56013,"RAJKIYA AMBEDAKAR AAVASHIYA BALIKA UCHCH VIDYALAYA, SHEOHAR",,,1058,56
56301,"UTKRAMIT M S GANGA DHARAMPUR,KUMHARAR,TARIYAN, SHEOHAR",,,1058,56
56302,"UTKRAMIT M S BASANT JAGJIVAN,PURANHIYA, SHEOHAR",,,1058,56
56303,"UTKRAMIT M S PHULKAHA,DUMRI KATSARI, SHEOHAR",,,1058,56
56304,"UTTKRAMIT M S KHAIRBADURP, SHEOHAR",,,1058,56
56305,"UTTKRAMIT M S NARAYANPUR, SHEOHAR",,,1058,56
56306,"UTTKRAMIT M S DHANKAUL, SHEOHAR",,,1058,56
56307,"UTTKRAMIT MADHYAMIK SCHOOL, SHYAMPUR, SHEOHAR",,,1058,56
56308,"UTTKRAMIT MADHYAMIK SCHOOL, KATSARI SHEOHAR",,,1058,56
56309,"UTTKRAMIT MADHYAMIK SCHOOL, AOURA TARIYANI, SHEOHAR",,,1058,56
56310,UTTKRAMIT M S SUNDERPUR KHARAUNA SHEOHAR,,,1058,56
56311,"UTTKRAMIT M S MUSAHARI TARIYANI, SHEOHAR",,,1058,56
56312,"UTTKRAMIT M S CHATAUNI TARIYANI, SHEOHAR",,,1058,56
56313,"UTTKRAMIT M S MAGURAHA TARIYANI, SHEOHAR",,,1058,56
56314,"UTKRAMIT MADHYAMIK SCHOOL BHATAHAN, SHEOHAR",,,1058,56
56315,"UTKRAMIT MADHYAMIK SCHOOL, PACHRA LAXMIPUR, TARIYANI, SHEOHAR",,,1058,56
56316,"UTKRAMIT MADHYAMIK SCHOOL, JAGDISHIPUR KOTHIYAN, TARIYANI, SHEOHAR",,,1058,56
56317,"UTKRAMIT MADHYAMIK SCHOOL, MADHOPUR CHHATA, TARIYANI, SHEOHAR",,,1058,56
56318,"UTKRAMIT MADHYAMIK SCHOOL, JAHANGIRPUR, DUMRI KATSARI, SHEOHAR",,,1058,56
56319,"SHRI BHUPNARAYAN MEENA UCHCH MADHYAMIK SCHOOL, TARIYANI , SHEOHAR",,,1058,56
56320,UMS SURGAHI SHEOHAR,,,1058,56
56321,"RASOOLAN SANAULLAH UMS MAHUAWA URDU, SHEOHAR",,,1058,56
56322,UMS GAJIPUR SHEOHAR,,,1058,56
56323,GANGA DIGPAL SIYA SONFI UMS MAJHAURA SHEOHAR,,,1058,56
56501,"RAMDEO RAMBHAJAN HIGH SCHOOL MATH MASULI, SHEOHAR",,,1058,56
61001,B K D GOVT BOYS H S DARBHANGA,,,1181,61
61002,RAJ HIGH SCHOOL DARBHANGA,,,1181,61
61003,"R N M GOVT GIRLS +2 S LAHERIASARAI, DARBHANGA",,,1181,61
61004,"SHAFI MUSLIM H S LAHERIASARAI, DARBHANGA",,,1181,61
61005,+2 MARWARI HIGH SCHOOL DARBHANGA,,,1181,61
61006,SARVODAY H S GANGASAGAR DARBHANGA,,,1181,61
61007,"PURVANCHAL H/S R S TANK LAHERIASARAI, DARBHANGA",,,1181,61
61008,DESHRATNA DR R P GIRLS H S DARBHANGA,,,1181,61
61009,"M K P VIDYAPATI H S LAHERIASARAI, DARBHANGA",,,1181,61
61010,+2 M L ACADEMY LAHERIASARAI DARBHANGA,,,1181,61
61011,M A R MAHILA VIDYALAY DARBHANGA,,,1181,61
61012,H B SOGHRA H M URDU GIRLS SCHOOL DARBHANGA,,,1181,61
61013,SRI K P P HOME GOVT BLIND H S DARBHANGA,,,1181,61
61014,HIGH SCHOOL PINDARUCH DARBHANGA,,,1181,61
61015,"BAPPU SMARAK HIGH SCHOOL KUSOTHAR, DARBHANGA",,,1181,61
61016,"M K J HIGH SCHOOL HAYAGHAT, DARBHANGA",,,1181,61
61017,S N HIGH SCHOOL BAHERI DARBHANGA,,,1181,61
61018,"RAM SHRINGARI GIRLS H S KAMTAUL, DARBHANGA",,,1181,61
61019,HIGH SCHOOL NEHRA DARBHANGA,,,1181,61
61020,"VIDEH HIGH SCHOOL UGHRA, DARBHANGA",,,1181,61
61021,"SRI SAHDEO YADAV H S BHACHHI UJJAINA, DARBHANGA",,,1181,61
61022,"HIGH SCHOOL KUMAR RANJIT, DARBHANGA",,,1181,61
61023,"NATHUSINGH HIGH SCHOOL BHARWARI, DARBHANGA",,,1181,61
61024,"JANTA HIGH SCHOOL JIWACHHGHAT, DARBHANGA",,,1181,61
61025,ADARSH HIGH SCHOOL ATIHAR DARBHANGA,,,1181,61
61026,"MITHILA HIGH SCHOOL BALAUR, DARBHANGA",,,1181,61
61027,"HIGH SCHOOL MAUNBEHAT, DARBHANGA",,,1181,61
61028,U N S K H/S POKHARBHINDA DARBHANGA,,,1181,61
61029,"GOVT HIGH SCHOOL KOLHANTA PATORI, DARBHANGA",,,1181,61
61030,"SUNDERPUR HIGH SCHOOL BELA, DARBHANGA",,,1181,61
61031,"C K N HIGH SCHOOL SINGHWARA, DARBHANGA",,,1181,61
61032,S R P HIGH SCHOOL JOGIARA DARBHANGA,,,1181,61
61033,"MITHILA HIGH SCHOOL ASTHUA, DARBHANGA",,,1181,61
61034,"BASUDEO MISHRA HIGH SCHOOL SIMRI, DARBHANGA",,,1181,61
61035,"G L J L S HIGH SCHOOL KHIRMA PATHRA, DARBHANGA",,,1181,61
61036,"T B S HIGH SCHOOL BRAHAMPUR, DARBHANGA",,,1181,61
61037,"J M HIGH SCHOOL KAMTAUL, DARBHANGA",,,1181,61
61038,"R S G HIGH SCHOOL KEOTI BANWARI, DARBHANGA",,,1181,61
61039,"PATEL HIGH SCHOOL NARAYANPUR, DARBHANGA",,,1181,61
61040,"HIGH SCHOOL KAMALPUR KATWASA, DARBHANGA",,,1181,61
61041,R C M H S RAIYAM FACTORY DARBHANGA,,,1181,61
61042,"R C HIGH SCHOOL KHARARI, DARBHANGA",,,1181,61
61043,"RASMANI HIGH SCHOOL NIMAITHI, DARBHANGA",,,1181,61
61044,"D N HIGH SCHOOL PANCHOBH, DARBHANGA",,,1181,61
61045,"L M HIGH SCHOOL ANANDPUR, DARBHANGA",,,1181,61
61046,"PROJECT GIRLS HIGH SCHOOL RAMPURA, DARBHANGA",,,1181,61
61047,"DR N JHA PROJECT GIRLS H S BAGHANT, DARBHANGA",,,1181,61
61048,"RAMJULUM HIGH SCHOOL KEOTI BANWARI, DARBHANGA",,,1181,61
61049,"PROJECT GIRLS HIGH SCHOOL ANANDPUR, DARBHANGA",,,1181,61
61050,"PROJECT GIRLS HIGH SCHOOL NEHRA, DARBHANGA",,,1181,61
61051,"PROJECT GIRLS HIGH SCHOOL DULARPUR, DARBHANGA",,,1181,61
61052,"PROJECT GIRLS HIGH SCHOOL DARHAR, DARBHANGA",,,1181,61
61053,"J K THAKUR G B H S LAHERIASARAI, DARBHANGA",,,1181,61
61054,"M C HIGH SCHOOL KADIRABAD, DARBHANGA",,,1181,61
61055,GOVT OBC GIRLS RESI H S DARBHANGA,,,1181,61
61056,"JAYANAND HIGH SCHOOL BAHERA, DARBHANGA",,,1181,61
61057,"J N J V HIGH SCHOOL NAWADA, DARBHANGA",,,1181,61
61058,"PROJECT GIRLS HIGH SCHOOL BENIPUR, DARBHANGA",,,1181,61
61059,"S B HIGH SCHOOL SAJHUAR, DARBHANGA",,,1181,61
61060,"HIGH SCHOOL MAHINAM POHADDI, DARBHANGA",,,1181,61
61061,"SINALAL HIGH SCHOOL NADIYAMI, DARBHANGA",,,1181,61
61062,"A C HIGH SCHOOL KURSON, DARBHANGA",,,1181,61
61063,"RAJKIYA KRIT HIGH SCHOOL TARWARA, DARBHANGA",,,1181,61
61064,"A P HIGH SCHOOL SUGHRAIN, DARBHANGA",,,1181,61
61065,RAJKIYAKRIT H S ASI DARBHANGA,,,1181,61
61066,"R K HIGH SCHOOL GORAMANSINGH, DARBHANGA",,,1181,61
61067,"R K KAMLA HIGH SCHOOL POKHRAM, DARBHANGA",,,1181,61
61068,"G K P V RASIYARI, DARBHANGA",,,1181,61
61069,"R K K HIGH SCHOOL LAXMIPUR, DARBHANGA",,,1181,61
61070,"B D Y HIGH SCHOOL POHADDIBELA, DARBHANGA",,,1181,61
61071,"S K HIGH SCHOOL KUSHESHWARASTHAN, DARBHANGA",,,1181,61
61072,"G P HIGH SCHOOL BHADAHAR, DARBHANGA",,,1181,61
61073,"JWALA MUKHI HIGH SCHOOL KASHRAUR, DARBHANGA",,,1181,61
61074,"ONKAR HIGH SCHOOL SUPAUL BAZAR, DARBHANGA",,,1181,61
61075,"SATI HIGH SCHOOL PARARI, DARBHANGA",,,1181,61
61076,"JANTA HIGH SCHOOL SHIVNAGARGHAT, DARBHANGA",,,1181,61
61077,"N K HIGH SCHOOL SATIGHATHIRANI, DARBHANGA",,,1181,61
61078,"HIGH SCHOOL BANDA, DARBHANGA",,,1181,61
61079,"PROJECT GIRLS HIGH SCHOOL KORTHU, DARBHANGA",,,1181,61
61080,"PROJECT GIRLS HIGH SCHOOL HIRANI, DARBHANGA",,,1181,61
61081,"PROJECT GIRLS HIGH SCHOOL BAIRAMPUR, DARBHANGA",,,1181,61
61082,PROJECT GIRLS HIGH SCHOOL THATHOPUR DARBHANGA,,,1181,61
61083,"GOVT. AMBEDKAR RESI. GIRLS H/S, DARBHANGA",,,1181,61
61301,"UTKRAMIT MADHYAMIK SCHOOL TUMAUL, DARBHANGA",,,1181,61
61302,"UTKRAMIT MADHYAMIK SCHOOL TARDIH (GHOT), DARBHANGA",,,1181,61
61303,"UTKRAMIT M S THALWARA HANUMAN NAGAR, DARBHANGA",,,1181,61
61304,"UTKRAMIT M S KAMRAULI BAHADURPUR, DARBHANGA",,,1181,61
61305,"UTKRAMIT M S RADHIYAM BATHO BENIPUR, DARBHANGA",,,1181,61
61306,"UTKRAMIT M S RAGHOPUR DAYODHI MANIGACHI, DARBHANGA",,,1181,61
61307,"UTKRAMIT M S BALAHA DARBHANGA GRAMIN, DARBHANGA",,,1181,61
61308,"UTKRAMIT M S BIJULIYA DHAVIDIH SOUTH BAHERI, DARBHANGA",,,1181,61
61309,"UTKRAMIT M S MADHUPUR TEKTAR SINGHWADRA, DARBHANGA",,,1181,61
61310,"UTKRAMIT M S KOYALA ASTHAN KEWATI, DARBHANGA",,,1181,61
61311,"UTKRAMIT M S PATANIA VIRAUL, DARBHANGA",,,1181,61
61312,"UTKRAMIT M S MAHADEV MATH KUSHESHWAR ASTHAN, DARBHANGA",,,1181,61
61313,"UTKRAMIT M S MADHUBAN DINMO KUSHESHWAR, DARBHANGA",,,1181,61
61314,"MAHANT BANSHIDAS JAGDISH DAS UTKRAMIT M S, DARBHANGA",,,1181,61
61315,"UTKRAMIT M S DAING BHADURPUR, DARBHANGA",,,1181,61
61316,"UTKRAMIT M S KOILA MAJHIGAMA KEWATI, DARBHANGA",,,1181,61
61317,"UTKRAMIT M S KOILAJAN KAMAR KALLA BIRAUL, DARBHANGA",,,1181,61
61318,"UTKRAMIT M S PADHARI PADHARI BAHERI, DARBHANGA",,,1181,61
61319,"UTKRAMIT M S SANHAPUR SANEHPUR BUJURG, DARBHANGA",,,1181,61
61320,"UTKRAMIT M S TARALAHI GODHIYARI HANUMAN, DARBHANGA",,,1181,61
61321,"UPGRADED M S BALHA POKHRAI SOUTH BIRAUL, DARBHANGA",,,1181,61
61323,"UPGRADED M S DAHAURA RAGHOPUR NORTH, DARBHANGA",,,1181,61
61324,"UPGRADED M S GARAUL CHAKKA GARAUL ALINAGAR, DARBHANGA",,,1181,61
61325,"U M S JAYANTIPUR HARSINGHPUR ALINAGAR, DARBHANGA",,,1181,61
61326,"UPGRADED M S KATKA SINGHWARA, DARBHANGA",,,1181,61
61327,"UPGRADED M S RAMOULI BENIPUR, DARBHANGA",,,1181,61
61328,"UPGRADED M S RAMPUR UDAY ADHLOAM ALINAGAR, DARBHANGA",,,1181,61
61329,"U M S SIHARIYA,VISHAHRIYA MOHAN,K STHAN WEST, DARBHANGA",,,1181,61
61330,"NAV UTTKRAMIT M S KAMALPUR (E) BIRAUL, DARBHANGA",,,1181,61
61331,"NAV UTTKRAMIT M S RAHIPUR (KUSHESHWAR STHAN), DARBHANGA",,,1181,61
61332,UTTKRAMIT M S DHANOULI BAHERI DARBHANGA,,,1181,61
61333,"UTTKRAMIT M S TILKESHWAR KUSHESHWARASTHAN, DARBHANGA",,,1181,61
61334,"UTTKRAMIT M S BARNIYAN KUSHESHWARSTHAN EAST, DARBHANGA",,,1181,61
61335,UTTKRAMIT M S RAJAKHARWAR TARDIH DARBHANGA,,,1181,61
61336,"NAV UTTKRAMIT MADHYAMIK VIDYALAYA LOAM HINDI, DARBHANGA",,,1181,61
61337,"UTTKRAMIT MADHYAMIK SCHOOL KANAKPUR, DARBHANGA",,,1181,61
61338,"UTTKRAMIT MADHYAMIK SCHOOL GHOSRAMA, DARBHANGA",,,1181,61
61339,"UTTKRAMIT MADHYAMIK SCHOOL BSATPUR, DARBHANGA",,,1181,61
61340,"UTTKRAMIT MADHYAMIK SCHOOL DAGARSAM, DARBHANGA",,,1181,61
61342,"UTTKRAMIT MADHYAMIK SCHOOL KAHUAA, DARBHANGA",,,1181,61
61343,"UTTKRAMIT MADHYAMIK SCHOOL GANAUN, DARBHANGA",,,1181,61
61344,"UTTKRAMIT MADHYAMIK SCHOOL BASANT, DARBHANGA",,,1181,61
61345,"UTTKRAMIT MADHYAMIK SCHOOL KAJI BAHERA, DARBHANGA",,,1181,61
61346,"UTTKRAMIT MADHYAMIK SCHOOL KATHRA, DARBHANGA",,,1181,61
61348,"UTTKRAMIT MADHYAMIK SCHOOL BASUARA, DARBHANGA",,,1181,61
61350,"UTTKRAMIT MADHYAMIK SCHOOL KOTHRAM, DARBHANGA",,,1181,61
61351,"UTTKRAMIT M S THAKURNIYA, DARBHANGA",,,1181,61
61352,"UTTKRAMIT M S KANSI, DARBHANGA SADAR, DARBHANGA",,,1181,61
61353,"UTTKRAMIT M S CHACK CHINTAMANIPUR, MANIGACHI, DARBHANGA",,,1181,61
61354,"URDU UTKRAMIT M S ALI NAGAR, ALI NAGAR, DARBHANGA",,,1181,61
61355,"UTTKRAMIT MADHYAMIK SCHOOL JAHAGIR TOLA,, DARBHANGA",,,1181,61
61356,"UTTKRAMIT MADHYAMIK SCHOOL AHIYARI GOAT,, DARBHANGA",,,1181,61
61357,"UTTKRAMIT MADHYAMIK SCHOOL RAJO, SINGHWARA, DARBHANGA",,,1181,61
61358,"UTTKRAMIT MADHYAMIK SCHOOL BAHUARA,, DARBHANGA",,,1181,61
61359,"UTTKRAMIT M S GAURINATH BRAHMPUR, SINGHWARA, DARBHANGA",,,1181,61
61360,"UTTKRAMIT MADHYAMIK SCHOOL BARHI, KEWATI, DARBHANGA",,,1181,61
61361,"UTTKRAMIT MADHYAMIK SCHOOL LALGANJ,, DARBHANGA",,,1181,61
61362,"UTTKRAMIT MADHYAMIK SCHOOL KIRATPUR, KIRATPUR, DARBHANGA",,,1181,61
61363,"UTTKRAMIT M S BAOURAM, GAURABAOURAM, DARBHANGA",,,1181,61
61364,"UTTKRAMIT MADHYAMIK SCHOOL TATUAAR,, DARBHANGA",,,1181,61
61365,"UTTKRAMIT M S BIRAUL AKBARPUR, BIRAUL, DARBHANGA",,,1181,61
61366,"UTTKRAMIT M S SONPUR PAGHARI, BIRAUL, DARBHANGA",,,1181,61
61367,"UTTKRAMIT MADHYAMIK SCHOOL JAIDEVPATTI, GHANSHYAMPUR, DARBHANGA",,,1181,61
61368,"UTTKRAMIT MADHYAMIK SCHOOL MURAITHA, JALE, DARBHANGA",,,1181,61
61369,"UTTKRAMIT MADHYAMIK SCHOOL USARI, KUSTHAN, DARBHANGA",,,1181,61
61370,"UTTKRAMIT MADHYAMIK SCHOOL HARAOULI, KUSTHAN, DARBHANGA",,,1181,61
61371,"UTTKRAMIT MADHYAMIK SCHOOL SHIVNAGAR, BIRAUL, DARBHANGA",,,1181,61
61372,"UTTKRAMIT MADHYAMIK SCHOOL AOURAHI,, DARBHANGA",,,1181,61
61373,"UTTKRAMIT MADHYAMIK SCHOOL HARINAGAR, KUSTHAN, DARBHANGA",,,1181,61
61374,"UTTKRAMIT MADHYAMIK SCHOOL GHORDAOUR, KUSTHAN, DARBHANGA",,,1181,61
61375,"UTTKRAMIT M S RAMPUR, HANUMAN NAGAR, DARBHANGA",,,1181,61
61376,"UTTKRAMIT M S AMBABIJULIA, BIRAUL, DARBHANGA",,,1181,61
61377,"UTTKRAMIT MADHYAMIK SCHOOL LADAHO, BIRAUL, DARBHANGA",,,1181,61
61378,"UTTKRAMIT MADHYAMIK SCHOOL SAHO, BIRAUL, DARBHANGA",,,1181,61
61379,"UTTKRAMIT M S GHANSHYAMPUR, GHANSHYAMPUR, DARBHANGA",,,1181,61
61380,"UTTKRAMIT MADHYAMIK SCHOOL BARGAOAN, KUSTHAN, DARBHANGA",,,1181,61
61381,"UTKRAMIT MADHYAMIK SCHOOL, BHALPATTI, DARBHANGA",,,1181,61
61382,"UPGRADED HIGH SCHOOL MAHMADPUR PANTA,DARBHANGA",,,1181,61
61383,"UTKRAMIT MADHYAMIK SCHOOL, BARUARA, DARBHANGA",,,1181,61
61384,"UTKRAMIT MADHYAMIK SCHOOL, KHAIRA, DARBHANGA",,,1181,61
61385,"UTKRAMIT MADHYAMIK SCHOOL, SARHWARA, DARBHANGA",,,1181,61
61386,"UTKRAMIT MADHYAMIK SCHOOL, KORA SINGHWARA, DARBHANGA",,,1181,61
61387,"UTKRAMIT MADHYAMIK SCHOOL, HARIHARPUR, DARBHANGA",,,1181,61
61388,"UTKRAMIT MADHYAMIK SCHOOL, VISHANPUR, DARBHANGA",,,1181,61
61389,"UTKRAMIT MADHYAMIK SCHOOL, BALIA, DARBHANGA",,,1181,61
61390,"UTKRAMIT MADHYAMIK SCHOOL, MAHMUDA, DARBHANGA",,,1181,61
61391,"UTKRAMIT MADHYAMIK SCHOOL, SAJJANPURA, DARBHANGA",,,1181,61
61392,"UTKRAMIT MADHYAMIK SCHOOL, MAYAPUR, BENIPUR, DARBHANGA",,,1181,61
61393,"UTKRAMIT MADHYAMIK SCHOOL, GUJRAULI, DARBHANGA",,,1181,61
61394,"UTKRAMIT MADHYAMIK SCHOOL, MADHUBAN, BAHERI, DARBHANGA",,,1181,61
61395,"UTKRAMIT MADHYAMIK SCHOOL, HAWIDIH, DARBHANGA",,,1181,61
61396,"UTKRAMIT MADHYAMIK SCHOOL, SAMADHPURA, DARBHANGA",,,1181,61
61397,"UTKRAMIT MADHYAMIK SCHOOL, CHHATWAN, DARBHANGA",,,1181,61
61398,"UTKRAMIT MADHYAMIK SCHOOL, MADHOPATTI, DARBHANGA",,,1181,61
61399,"UTKRAMIT MADHYAMIK SCHOOL, KARJAPATTI, KEOTI, DARBHANGA",,,1181,61
61400,"UTKRAMIT MADHYAMIK SCHOOL, BANDHAULI, DARBHANGA",,,1181,61
61401,"UTKRAMIT MADHYAMIK SCHOOL, CHAMPAPATTI, RAJWARA, DARBHANGA",,,1181,61
61402,"UTKRAMIT MADHYAMIK SCHOOL, NAJRA URDU, DARBHANGA",,,1181,61
61403,"UTKRAMIT MADHYAMIK SCHOOL, BRAHMPURA, DARBHANGA",,,1181,61
61404,"UTKRAMIT MADHYAMIK SCHOOL, FATEHPUR URDU, MANIGACHHI, DARBHANGA",,,1181,61
61405,"UTKARMIT MADHYAMIK SCHOOL, LAGMA, TARDIH, DARBHANGA",,,1181,61
61406,"UTKRAMIT MADHYAMIK SCHOOL, LAGMA, DARBHANGA",,,1181,61
61407,"UTKRAMIT MADHYAMIK SCHOOL, AHIRAIN, DARBHANGA",,,1181,61
61408,"UTKRAMIT MADHYAMIK SCHOOL, BERI, KUSHESHWAR STHAN, DARBHANGA",,,1181,61
61409,"UTKRAMIT MADHYAMIK SCHOOL, ADALPUR KUSHESHWAR EAST, DARBHANGA",,,1181,61
61410,"UTKRAMIT MADHYAMIK SCHOOL, KEWATGAMA, DARBHANGA",,,1181,61
61411,"UTKRAMIT MADHYAMIK SCHOOL, MANSARA, DARBHANGA",,,1181,61
61412,"UTKRAMIT MADHYAMIK SCHOOL, BELWARA, GOURA BOURAM, DARBHANGA",,,1181,61
61413,"UTKRAMIT MADHYAMIK SCHOOL, NARMA, DARBHANGA",,,1181,61
61414,"UTKRAMIT MADHYAMIK SCHOOL, ANTAUR, ALINAGAR, DARBHANGA",,,1181,61
61415,"UHS HANUMANAGAR, DARBHANGA",,,1181,61
61416,UTKRAMIT MADHYAMIK SCHOOL NEYAM HANUMAN NAGAR DARBHANGA,,,1181,61
61417,"UTKRAMIT MADHYAMIK SCHOOL, KAPCHHAHI, BAHADURPUR, DARBHANGA",,,1181,61
61424,"UTKARMIT VIDAYALAYA CHAKKA  PIRRI BAHADURPUR , DARBHANGA",,,1181,61
61425,"UTKRAMIT UCHCH MADHYAMIK VIDYALAY YADUPIPRA, BAHERI, DARBHANGA",,,1181,61
61426,UTKARMIT MADHYAMIK VIDYALAYA RUPNAGAR NEURI BIROOL DARBHANGA ,,,1181,61
61427,UTKARMIT MADHYAMIK VIDYALAYA DHUSI URDU NEHRA PASCHIM DARBHANGA ,,,1181,61
61428,"UPGRADED H/S PARSARMA, MADAI, GAURABAURAM, DARBHANGA",,,1181,61
61429,UTKARMIT MADHYAMIK VIDYALAYA DEVIPUR KATMA BAHUARWA MANIGAKSHI  DARBHANGA ,,,1181,61
61430,"UTKARMIT MADHYAMIK VIDYALAY MITUNIYA, RAJ MITUNIYA, BAHERI, DARBHANGA",,,1181,61
61431,"UTKRAMIT MADHYAMIK VIDYALAY PATOR, HAYAGHAT, DARBHANGA",,,1181,61
61432,"UPGRADED H/S MIRJAPUR, MASSA, JALE, DARBHANGA",,,1181,61
61433,UTKARMIT MADHYAMIK VIDYALAYA GANJ BHANDARISAN MANIGAKSHI DARBHANGA ,,,1181,61
61434,UTKARMIT MADHYAMIK VIDHYALAYA NAROTTAMPUR BRAHAMPUR MANIGAKSHI DARBHANGA ,,,1181,61
61435,UTKARMIT MADHYAMIK VIDYALAYA BANOLI SINGHWADA DARBHANGA ,,,1181,61
61436,UTKARMIT MADHYAMIK VIDYALAYA DEWARI SADAR DARBHANGA ,,,1181,61
61437,"UPGRADED H/S KARVA URDU, JALE, DARBHANGA",,,1181,61
61438,UTKARMIT MADHYAMIK VIDYALAYA PIRRI URDU BAHADURPUR DARBHANGA ,,,1181,61
61441,U.M.S.BIJULISADAN,,,1181,61
61442,U.M.S.CHANOUR,,,1181,61
61443,U.M.S.TIKATOLA,,,1181,61
61444,"U.M.S.ATHI,BHEDI",,,1181,61
61445,U.M.S NAVTOL BAHERI,,,1181,61
61446,"U.M.S.PAITHAN KABAI,MANIGAJHI",,,1181,61
61447,U.M.S.MAJHEGAWA,,,1181,61
61448,"U.M.S.SOHANHAN,SADAN",,,1181,61
61449,"U.M.S.DASOT,HANUMANNAGAR",,,1181,61
61452,"U.M.S.GOKUL BALAK,SARJAPUR",,,1181,61
61454,"UPGRADED H/S KADWARA, KIRATPUR, DARBHANGA",,,1181,61
61501,"TAPESHWAR SINGH JANTA H/S KHANGARAITHA, DARBHANGA",,,1181,61
61502,"SRI BHAILAL BHARAT JANTA H/S LATRAHA DOGHRA, DARBHANGA",,,1181,61
61503,"HIGH SCHOOL SHANKAR ROHAR BITHOULI, DARBHANGA",,,1181,61
61504,"MILLAT URDU HIGH SCHOOL RUPASPUR, DARBHANGA",,,1181,61
