District Name,School Code,School Name
SAHARSA,41032,"B HIGH SCHOOL RAKIYA, SAHARSA"
SAHARSA,41033,"HIGH SCHOOL GANDAUL, SAHARSA"
SAHARSA,41034,"K A HIGH SCHOOL MAHISARHO BALUAHA, SAHARSA"
SAHARSA,41035,"HIGH SCHOOL SAHSAUL, SAHARSA"
SAHARSA,41036,V K S S HIGH SCHOOL GANJALA SAHARSA
SAHARSA,41037,"P G HIGH SCHOOL NOWAHATTA, SAHARSA"
SAHARSA,41038,"P G HIGH SCHOOL MAHISHI, SAHARSA"
SAHARSA,41039,"PROJECT G HIGH SCHOOL CHANDAUR, SAHARSA"
SAHARSA,41040,GOVT GIRLS H/S PURAB BAZAR SAHARSA
SAHARSA,41041,"HIGH SCHOOL SIMRI BAKHTIYARPUR, SAHARSA"
SAHARSA,41042,"A HIGH SCHOOL BALWAHAT, SAHARSA"
SAHARSA,41043,"M N D HIGH SCHOOL CHAKBHARO, SAHARSA"
SAHARSA,41044,"M M D HIGH SCHOOL SALKHUA, SAHARSA"
SAHARSA,41045,"R P R HIGH SCHOOL BAGHWA, SAHARSA"
SAHARSA,41046,"ISLAMIA H/S SIMRI BAKHTIYARPUR, SAHARSA"
SAHARSA,41047,"D D HIGH SCHOOL SARDIHA, SAHARSA"
SAHARSA,41048,"KOSHI HIGH SCHOOL KABIRA DHAP, SAHARSA"
SAHARSA,41049,"PG HIGH SCHOOL SALKHUA, SAHARSA"
SAHARSA,41050,"P G HIGH SCHOOL SIMRI BAKHTIYARPUR, SAHARSA"
SAHARSA,41051,O B C KANYA H S SAHARSA
SAHARSA,41301,"UTKRAMIT M S KEDALIPATTI KEDALI NAVHATTA, SAHARSA"
SAHARSA,41302,"UTKRAMIT M S JHARA MAHISI, SAHARSA"
SAHARSA,41303,"UTKRAMIT M S KHAJURI SAOUR BAZAR, SAHARSA"
SAHARSA,41304,"UTKRAMIT M S PIPARA WAGEWA GAURDAHA SALKHUA, SAHARSA"
SAHARSA,41305,"UTKRAMIT M S GHOGHASAM SIMARI BAKHATIYARPUR, SAHARSA"
SAHARSA,41306,"UTKRAMIT M S PANCHLAKH MEKAMA SONBARSA, SAHARSA"
SAHARSA,41307,"MAHAVIR UTKRAMIT M S DHAMSENA SAOURBAZAR, SAHARSA"
SAHARSA,41308,"UTKRAMIT M S ITHARI BANMA ITHARI, SAHARSA"
SAHARSA,41309,"V M VIDAIYA BHAGWANPUR,BANMA ITAHARI, SAHARSA"
SAHARSA,41310,"UTKRAMIT MADHYAMIK SCHOOL DHANUPRA, SAHARSA"
SAHARSA,41311,"UTKRAMIT MADHYAMIK SCHOOL SAMHAR, SAHARSA"
SAHARSA,41312,"UTKRAMIT MADHYAMIK SCHOOL PARTAHA BARHARA, SAHARSA"
SAHARSA,41313,"UTKRAMIT MADHYAMIK SCHOOL KANDAHA, MAHISI, SAHARSA"
SAHARSA,41314,"UTKRAMIT MADHYAMIK SCHOOL THANWAR, MAHISI, SAHARSA"
SAHARSA,41315,"UTKRAMIT MADHYAMIK SCHOOL ALANI, SALKHUA, SAHARSA"
SAHARSA,41316,"UTKRAMIT M S KHOCHARDEVA, SALKHUA, SAHARSA"
SAHARSA,41317,"UTKRAMIT M S PARASBANNI, BANMA ITAHARI, SAHARSA"
SAHARSA,41318,"UTKRAMIT M S KISHANPUR, PATARGHAT, SAHARSA"
SAHARSA,41319,"UTKRAMIT MADHYAMIK SCHOOL GONDRAM,SONBARSA, SAHARSA"
SAHARSA,41320,"UTKRAMIT MADHYAMIK SCHOOL KOPA, SONBARSA, SAHARSA"
SAHARSA,41321,"UTKRAMIT MADHYAMIK SCHOOL KHAJURAHA, SONBERSA, SAHARSA"
SAHARSA,41322,"UTKRAMIT MADHYAMIK SCHOOL ARSI, SONBARSA, SAHARSA"
SAHARSA,41323,"UTKRAMIT MADHYAMIK SCHOOL BELWARA, SIMARI, SAHARSA"
SAHARSA,41324,"UTKRAMIT MADHYAMIK SCHOOL TELHAR, MAHISI, SAHARSA"
SAHARSA,41325,"GIRLS UTKRAMIT M S KASIMPUR, NAVHATTA, SAHARSA"
SAHARSA,41326,"UTKRAMIT MADHYAMIK SCHOOL SULINDABAD, KAHARA, SAHARSA"
SAHARSA,41327,"UTKRAMIT M S KATHDUMAR, SIMARI BAKHTYARPUR, SAHARSA"
SAHARSA,41328,"UTKRAMIT MADHYAMIK SCHOOL PASTPAR, PATARGHAT, SAHARSA"
SAHARSA,41329,"UTKRAMIT MADHYAMIK SCHOOL MANGRAUNI, MAHISI, SAHARSA"
SAHARSA,41330,"UTKRAMIT MADHYAMIK SCH BIHRA, SATTAR KATAIYA, SAHARSA"
SAHARSA,41331,"UTKRAMIT MADHYAMIK SCHOOL, RAMPUR, SAUR BAZAR, SAHARSA"
SAHARSA,41332,"UTKRAMIT MADHYAMIK SCHOOL, RUPAULI, SAUR BAZAR, SAHARSA"
SAHARSA,41333,"UTKRAMIT MADHYAMIK SCHOOL, VIJALPUR, SATTARKATAIYA, SAHARSA"
SAHARSA,41334,"UTKRAMIT MADHYAMIK SCHOOL, GOSPUR, SALKHUA,SAHARSA"
SAHARSA,41335,"UTKRAMIT MADHYAMIK SCHOOL, BASUDEVA, KAHRA, SAHARSA"
SAHARSA,41336,"UTKRAMIT ANNANPURNA MADHYAMIK SCHOOL, BARAHI, NAVHATTA, SAHARSA"
SAHARSA,41337,"UTKRAMIT UCHCH MADHYAMIK SCHOOL, PATARGHAT, SAHARSA"
SAHARSA,41338,"UTKRAMIT MADHYAMIK SCHOOL, NONAITI, SONBARSHA, SAHARSA"
SAHARSA,41339,"UTKRAMIT MADHYAMIK SCHOOL, DHANCHOHA, SAURBAZAR, SAHARSA"
SAHARSA,41340,"UTKRAMIT MADHYAMIK SCHOOL, MAHESHPUR, SAURBAZAR, SAHARSA"
SAHARSA,41341,"UTKRAMIT MADHYAMIK SCHOOL, KAMALJARI, PATARGHAT, SAHARSA"
SAHARSA,41342,"UTKRAMIT MAUNI UCHH MADHYAMIK SCHOOL, KAHRA, PATARGHAT, SAHARSA"
SAHARSA,41343,"UTKRAMIT UCHH MADHYAMIK SCHOOL SIMRI, SIMRI BAKHTIYARPUR, SAHARSA"
SAHARSA,41344,"UTKRAMIT UCHH MADHYAMIK SCHOOL, MAHPURA, MAHISHI, SAHARSA"
SAHARSA,41345,"UTKRAMIT UCHH MADHYAMIK SCHOOL, ORIYA RAMAUTI, NAVHATTA SAHARSA"
SAHARSA,41346,"UTKRAMIT UCHH MADHYAMIK SCHOOL MURLI BASANTPUR SATTARKATIAH, SAHARSA"
SAHARSA,41347,"UTKRAMIT UCHH MADHYAMIK VIDYALYA BALETHA RAMPUR, SAHARSA"
SAHARSA,41348,"UTKRAMIT UCHH MADHYAMIK VIDYALYA ENI, SAHARSA"
SAHARSA,41349,"UTKRAMIT UCHCH MADHYAMIK VIDYALAYA UTESHRA, SALKHUA, SAHARSA"
SAHARSA,41350,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, MANGWAR , SONVARSHA , SAHARASA"
SAHARSA,41351,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, TAMKULHA, SONVARSHA , SAHARASA"
SAHARSA,41352,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, RAIPURA BHORHA , SAHARASA"
SAHARSA,41353,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, TARIYAMA , SAHARASA"
SAHARSA,41354,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, MAHARASH , SAHARASA"
SAHARSA,41355,"UTKARMIT UCHCH MADHYAMIC VIDYALAYA, KHAJURI , SAHARASA"
SAHARSA,41356,"UTKRAMIT UCHCH MADHYAMIK VIDYALAY SATTAUR, NAUHATTA, SAHARSA"
SAHARSA,41357,"UTKRAMIT UCHCH MADHYAMIK VIDYALAY, NADO, SOURBAZAR, SAHARSA"
SAHARSA,41358,UCHCH MADHYMIK VIDHALAY PAMA
SAHARSA,41359,UCHHA MADHYAMIK VIDYALAY SONBARSA HINDI
SAHARSA,41360,UCHCH MADHYAMIK VIDDHYALAY DEHAD
SAHARSA,41361,UCHCH MADHYAMIK VIDYALAY BARSAM
SAHARSA,41362,HIGHER SECONDARY SCHOOL BAITHMUSHAHRI BASNAHI
SAHARSA,41363,UCHCH MADHYAMIK VIDDHYALAY SARAUNI MADHEPURA
SAHARSA,41364,UCHCH MADHYMIK VIDDHYALAY SHAHPUR
SAHARSA,41365,UCHCH MADHYAMIK VIDYALAYA SAHURIYA
SAHARSA,41366,UCHCH MADHYAMIK VIDYALAY SARBELA BANMA ITHARI SAHARSA
SAHARSA,41367,UCHCHA MADHYAMIK VIDYALAY RASALPUR
SAHARSA,41368,UCHCHA MADHYAMIK VIDYALAYA SHAHPUR
SAHARSA,41369,"UCHCH MADHYAMIK VIDYALAY, MOHANPUR, NAVHATTA"
SAHARSA,41370,UCH MADHYAMIK VIDYALAYA CHANDRAYAN
SAHARSA,41371,UCHCH MADHYAMIK VIDYALAY NAUHATTA  PASHCHIMI
SAHARSA,41372,UCHCH MADHYAMIK VIDYALAYA NAULA SAHARSA
SAHARSA,41373,UCHCH MADHMIK VADHIYALAY BAKUNIYA
SAHARSA,41374,NAV UTKRAMIT UCHCH MADHYAMIK SCHOOL KOPARIA
SAHARSA,41375,UCHCH MADHYAMIK VIDYALAY SITUAHA SALKHUA SAHARSA
SAHARSA,41376,UCHCH MADHYAMIK VIDYALAY MOBARAKPUR
SAHARSA,41377,UCHCH MADHYAMIK VIDYALAY BANGAON SOUTH
SAHARSA,41378,HIGHER SECONDARY SCHOOL BANGAON EAST
SAHARSA,41379,HIGHER SECONDARY SCHOOL NARIYAR
SAHARSA,41380,HIGHER SECONDARY SCHOOL BARIYAHI
SAHARSA,41381,UTKRAMIT MADHYAMIK SCHOOL PATUAHA KAHRA SAHARSA
SAHARSA,41382,UCHCH MADHYAMIK VIDYALAYA SIRADEYPATTI
SAHARSA,41383,UCHCH MADHYAMIK VIDYALYA MOHANPUR
SAHARSA,41384,UCHCH MADHYAMIK VIDYALAYA RAMPUR SOUR BAZAR SAHARSA
SAHARSA,41385,UCHCH MADHYAMIK BIDYALAYA RAUTA KHEM
SAHARSA,41386,HIGHER SECONDARY SCHOOL AJGAIWA
SAHARSA,41387,UCHCH MADHYAMIK VIDYALAY KANP PACHIMI
SAHARSA,41388,UCHCH MADHYAMIK VIDYALAY KANP EAST
SAHARSA,41389,UCHH MADHYAMIK SCHOOL SUHATH
SAHARSA,41390,UCCH MADHYAMIK VIDYALAYA AUKAHI
SAHARSA,41391,SENIOR SECONDARY SCHOOL BARA
SAHARSA,41392,HIGHER SECONDARY SCHOOL BHELWA
SAHARSA,41393,H.S.S.PANCHGACHIA
SAHARSA,41394,HIGHER SECONDARY SCHOOL PURIKH
SAHARSA,41395,UCCH MADHAYMIK VIDYALAY TELWA PURVI MAHISHI SAHARSA
SAHARSA,41396,U H S MANOWAR
SAHARSA,41397,HIGHER SECONDARY SCHOOL BIRGAON MAHISHI
SAHARSA,41398,UCHCH MADHYAMIK VIDYALAYA SIRWAR BIRWAR
SAHARSA,41399,UCHCH MADHYAMIK VIDYALAY GHONGHEPUR
SAHARSA,41400,UCHH MADHYMIK VIDYALAY KUNDAH
SAHARSA,41401,HIGH SECONDARY SCHOOL BHELAHI MAHISHI SAHARSA
SAHARSA,41402,UHS BHATAUNI
SAHARSA,41403,UCHCH MADHYAMIK VIDYALAYA SONPURA
SAHARSA,41404,UCHCH MADHYAMIC VIDYALAYA MAHKHAR SAHARSA
SAHARSA,41405,UCHCH MADHYAMIK VIDYALAY MOHANPUR S B PUR SAHARSA
SAHARSA,41406,UCHCH MADHYAMIK VIDYALAY KHAMHAUTI S B PUR SAHARSA
SAHARSA,41407,SENIOR SECONDARY SCHOOL SITANABAD SOUTH
SAHARSA,41408,UCHCH MADHYAMIK VIDYALAYA
SAHARSA,41409,"UCHCH MADHYAMIK VIDYALAY, BALHAPATTI"
SAHARSA,41410,HIGHER SECONDARY SCHOOL DIWARI
SAHARSA,41411,HIGHER SECONDARY SCHOOL SAMANI
SAHARSA,41412,UCHCH MADHYAMIK VIDYALAY RAJANPUR
SAHARSA,41413,"UCHCH MADHYAMIK VIDYALAY, SAROJA, SIMRI BAKHTIYARPUR"
SAHARSA,41414,UCHCH MADHYAMIK VIDYALAY KADHIYA
SAHARSA,41415,HIGHER SECONDARY SCHOOL BARAHSHER SATTARKATAIYA SAHARSA
SAHARSA,41416,HIGHER SECONDARY SCHOOL BISHANPUR
SAHARSA,41417,UCHCH MADHYAMIC VIDYALAYA KABIRA SAHARSA
SAHARSA,41418,UTKRAMIT UCHCH MADHYAMIK VIDYALAY KUMEDAN TOLA SIMRI BAKHTIYARPUR
SAHARSA,41419,UTTKARMIT UCHCH MADHYAMIK SCHOOL GHOGHANPATTI
SAHARSA,41501,"SIDDIQUA GIRL'S H/S PAHLAM, SAHARSA"
SAHARSA,41502,SHOBHA RAMBAHADUR H/S RAJANPUR SAHARSA
SAHARSA,41503,"SUMITRA DEVI GIRL'S H/S BARGAON, SAHARSA"
SAHARSA,41504,"JANTA H/S KACHRA KADHAIYA, SAHARSA"
SAHARSA,41505,"BANWARI SINGH H/S RAMPUR, SAHARSA"
SAHARSA,41506,"MAHANTH DAHAUR DAS KABIR H/S TELWA MAHISHI, SAHARSA"
SAHARSA,41507,"VINAY PRABHA GIRL'S H/S CHAKBHARO, SAHARSA"
SAHARSA,41508,"MAHADEV MANDAL RAMKRISHAN DAS H/S BALHA, SAHARSA"
SAHARSA,41509,"HIGH SCHOOL BHAROULI DHAKJARI, SAHARSA"
SAHARSA,41510,"MANKU MANDH HIGH SCHOOL SATTAR KATAIYA, SAHARSA"
SAHARSA,41511,"ARUN BISHWANATH HIGH SCHOOL ARAN, SAHARSA"
SAHARSA,41512,"SHITAL KOSHI HIGH SCHOOL BARAHSHER, SAHARSA"
SAHARSA,41513,KOSHI HIGH SCHOOL KOSHI COLONY SAHARSA
SUPAUL,42001,WILLIAMS HIGH SCHOOL SUPAUL
SUPAUL,42002,R B B GIRLS HIGH SCHOOL SUPAUL
SUPAUL,42003,T C H/SH CHAKLA NIRMALI SUPAUL
SUPAUL,42004,"HAZARI HIGH SCHOOL GHURAB GARH, SUPAUL"
SUPAUL,42005,"TEJENDRA HIGH SCHOOL BARUARY, SUPAUL"
SUPAUL,42006,"J K HIGH SCHOOL RATAULI JARAULI, SUPAUL"
SUPAUL,42007,"HARIJAN HIGH SCHOOL SIHE, SUPAUL"
SUPAUL,42008,"J P L HIGH SCHOOL BASAHA, SUPAUL"
SUPAUL,42009,"L K P H S BANAINIAN BALTHARWA, SUPAUL"
SUPAUL,42010,"M L K HIGH SCHOOL CHAUGHARA, SUPAUL"
SUPAUL,42011,"GANDHI HIGH SCHOOL RAJPUR, SUPAUL"
SUPAUL,42012,"BHAGI RATH HIGH SCHOOL NIRMALI, SUPAUL"
SUPAUL,42013,"MAHADEO HIGH SCHOOL NOWA BAKHAR, SUPAUL"
SUPAUL,42014,"S D SKB HIGH SCHOOL HARDI CHAUGHARA, SUPAUL"
SUPAUL,42015,"HIGH SCHOOL BINA BABHANGAMA ANDOULI, SUPAUL"
SUPAUL,42016,"S W HIGH SCHOOL MOUJAHA, SUPAUL"
SUPAUL,42017,"HIGH SCHOOL KISHANPUR, SUPAUL"
SUPAUL,42018,"HIGH SCHOOL SUKHPUR, SUPAUL"
SUPAUL,42019,"S D HIGH SCHOOL PIPRA BAZAR, SUPAUL"
SUPAUL,42020,"B G HIGH SCHOOL BHAPTIYAHI, SUPAUL"
SUPAUL,42022,"PROJECT GIRLS H S PIPRA BAZAR, SUPAUL"
SUPAUL,42023,"GOVT HIGH SCHOOL BIRPUR, SUPAUL"
SUPAUL,42024,"L K A HIGH SCHOOL BIRPUR, SUPAUL"
SUPAUL,42025,"L S HIGH SCHOOL SIMRAHI BAZAR, SUPAUL"
SUPAUL,42026,"G HIGH SCHOOL BARMOTRA, SUPAUL"
SUPAUL,42027,"J B M A HIGH SCHOOL KARJAIN, SUPAUL"
SUPAUL,42028,"P L N HIGH SCHOOL RATANPUR, SUPAUL"
SUPAUL,42029,"L V V GIRLS GANPATGANJ, SUPAUL"
SUPAUL,42030,"PUBLIC HIGH SCHOOL PRATAPGANJ, SUPAUL"
SUPAUL,42031,"S V K GIRLS PRATAPGANJ, SUPAUL"
SUPAUL,42032,"S S H R HIGH SCHOOL GANPATGANJ, SUPAUL"
SUPAUL,42033,"M L HIGH SCHOOL DAULATPUR, SUPAUL"
SUPAUL,42034,"HAZI NAJIBULLAH H/S SURJAPUR, SUPAUL"
SUPAUL,42035,"HIGH SCHOOL TRIBENIGANJ, SUPAUL"
SUPAUL,42036,"HIGH SCHOOL KORIAPATTI, SUPAUL"
SUPAUL,42037,"R K B A HIGH SCHOOL TRIBENIGANJ, SUPAUL"
SUPAUL,42038,"HIGH SCHOOL JADIA, SUPAUL"
SUPAUL,42039,"L N L N P H S TRIBENIGANJ, SUPAUL"
SUPAUL,42040,"K K HIGH SCHOOL HARIHARPUR, SUPAUL"
SUPAUL,42041,"R S L N VIDYAMANDIR BALUA BAZAR, SUPAUL"
SUPAUL,42042,"S S HIGH SCHOOL SURPATGANJ, SUPAUL"
SUPAUL,42043,"S S HIGH SCHOOL CHARNE, SUPAUL"
SUPAUL,42044,"HIGH SCHOOL NIRMALI, SUPAUL"
SUPAUL,42045,"S M H/S BARHARA MANOHARPATTI, SUPAUL"
SUPAUL,42046,"LALESHWAR NATH HIGH SCHOOL MARAUNA, SUPAUL"
SUPAUL,42047,"SRI ANANT H S GANAURA PARSAUNI, SUPAUL"
SUPAUL,42048,"NATHU KOSHI HIGH SCHOOL DAGMARA, SUPAUL"
SUPAUL,42049,"JAGESHWAR HIGH SCHOOL KUNAULI, SUPAUL"
SUPAUL,42050,"PROJECT GIRLS HIGH SCHOOL BELHI, SUPAUL"
SUPAUL,42051,"PROJECT GIRLS HIGH SCHOOL NIRMALI, SUPAUL"
SUPAUL,42052,"PRASTAWIT PAVITRA HRIDAY H S LATAUNA, SUPAUL"
SUPAUL,42053,"DR. AMBEDKAR H/S DAPARKHA TRIVENIGANJ, SUPAUL"
SUPAUL,42301,"UTKRAMIT M S BALBHADRAPUR BASANTPUR, SUPAUL"
SUPAUL,42302,"UTKRAMIT M S MADHUBANI CHATAPUR, SUPAUL"
SUPAUL,42303,"LAKHICHAND SAHU UTKRAMIT M S HARRAHA RAGHOPUR, SUPAUL"
SUPAUL,42304,"UTKRAMIT M S PHUWARIYA ANDAULI KISHANPUR, SUPAUL"
SUPAUL,42305,"MIDDLE SCHOOL RAMNAGAR PIPRA, SUPAUL"
SUPAUL,42306,UTKRAMIT M S KARIHO SUPAUL
SUPAUL,42307,"UTKRAMIT M S PARIKOCH MARAUNA, SUPAUL"
SUPAUL,42308,"UTKRAMIT M S KUMMARI KUMYAHI SIMARIYA, SUPAUL"
SUPAUL,42309,UTKRAMIT MADHYAMIK SCHOOL BASBITTI SUPAUL
SUPAUL,42310,"UTKRAMIT MADHYAMIK SCHOOL KALIGANJ, SUPAUL"
SUPAUL,42311,"UTKRAMIT MADHYAMIK SCHOOL SISAUNI, SARIGARDH, SUPAUL"
SUPAUL,42312,"UTKRAMIT M SCH SUKHASHAN, SARIGARDH, SUPAUL"
SUPAUL,42314,"UTKRAMIT MADHYAMIK SCHOOL RASUAAR, MARAUNA, SUPAUL"
SUPAUL,42315,"UTKRAMIT MADHYAMIK SCHOOL HARARI, MARAUNA SUPAUL"
SUPAUL,42317,"UTKRAMIT M SCH PARSA GARHI, TRIBENIGANJ, SUPAUL"
SUPAUL,42320,"UTKRAMIT MADHYAMIK SCHOOL PARMANANDPUR, BASANTPUR, SUPAUL"
SUPAUL,42321,"UTKRAMIT M SCH BHIMPUR, TRIVENIGANJ, SUPAUL"
SUPAUL,42322,"UTKRAMIT M SCH BELA TOLA DOMUHAN, NIRMALI, SUPAUL"
SUPAUL,42323," LATE PURAN SINGH U M S MALAHNI, SUPAUL"
SUPAUL,42324,"J P M U M S BAISA, SARAIGARH BHAPTIYAHI, SUPAUL"
SUPAUL,42325,"UTKRAMIT MADHYAMIK SCHOOL MURLI, SUPAUL"
SUPAUL,42326,"UTKRAMIT MADHYAMIK SCHOOL MARAUNA,SUPAUL"
SUPAUL,42327,"UTKRAMIT H SCHOOL SAROJA BELA, MARAUNA SUPAUL"
SUPAUL,42328,"UTKRAMIT M SCH TULAPATTI, KISHANPUR, SUPAUL"
SUPAUL,42329,"UTKRAMIT MADHYAMIK SCHOOL LAUKAHA, SUPAUL"
SUPAUL,42330,"UTKRAMIT M SCH BRAHAMBULAK DUBIYAHI, KISHANPUR, SUPAUL"
SUPAUL,42332,"UTKRAMIT M SCH RATANSAAR, CHHATA PUR, SUPAUL"
SUPAUL,42333,"U M SCH PIPARA KHURD,SARAIGARH BHAPTIYAHI, SUPAUL"
SUPAUL,42334,"UTKRAMIT MADHYAMIK SCHOOL GOANHA, TRIVENIGANJ, SUPAUL"
SUPAUL,42335,"UTKRAMIT MADHYAMIK SCHOOL KATAHI, CHHATAPUR, SUPAUL"
SUPAUL,42336,"UTKRAMIT M SCH BANEILIPATTI, BASANTPUR, SUPAUL"
SUPAUL,42337,"UTKRAMIT M SCH GIRDHARPATTI, CHHATAPUR, SUPAUL"
SUPAUL,42338,"UTKRAMIT MADHYAMIK SCHOOL BAIRO, SUPAUL"
SUPAUL,42339,"UTKRAMIT MADHYAMIK SCHOOL BASULI, BASANTPUR, SUPAUL"
SUPAUL,42340,"UTKRAMIT M SCH PARSAHI HAT TRIVENIGANJ, SUPAUL"
SUPAUL,42341,"UTKRAMIT M SCH PANDEYPATTI, TRIVENIGANJ, SUPAUL"
SUPAUL,42342,"UTKRAMIT GIRLS M SCH BARA,SUPAUL"
SUPAUL,42343,"UPGRADED KANYA H S RAMPUR, SUPAUL"
SUPAUL,42344,"UTKRAMIT M SCH MAHADDIPUR, CHHATAPUR, SUPAUL"
SUPAUL,42345,"UTKRAMIT MADHYAMIK SCHOOL SAMDA, SUPAUL"
SUPAUL,42346,"UTKRAMIT M SCH MIRJAWA, TRIVENIGANJ, SUPAUL"
SUPAUL,42347,"UTKRAMIT MADHYAMIK SCHOOL MAUN,TRIVENIGANJ, SUPAUL"
SUPAUL,42348,"UTKRAMIT MADHYAMIK SCHOOL NIRMALI,BASANTPUR, SUPAUL"
SUPAUL,42349,"UTKRAMIT MADHYAMIK SCHOOL DHADHA, BASANTPUR, SUPAUL"
SUPAUL,42350,"UTKRAMIT MADHYAMIK SCHOOL TEKUNA, PRATAPGANJ, SUPAUL"
SUPAUL,42351,"U H S KAMALDAHA,KISHANPUR, SUPAUL"
SUPAUL,42352,"UTKRAMIT MADHYAMIK SCHOOL HIRDAYNAGAR, SUPAUL"
SUPAUL,42353,"UTKRAMIT MADHYAMIK SCHOOL KORIYAPATTI DEVIPUR, SUPAUL"
SUPAUL,42354,"UTKRAMIT MADHYAMIK SCHOOL HULAS, SUPAUL"
SUPAUL,42355,"UTKRAMIT MADHYAMIK SCHOOL SHEKHTOLA LAXMINIA, SUPAUL"
SUPAUL,42356,"UTKRAMIT MADHYAMIK SCHOOL PATERWA, SUPAUL"
SUPAUL,42357,"UTKRAMIT MADHYAMIK SCHOOL PARSA URDU, SUPAUL"
SUPAUL,42358,"UTKRAMIT MURLI MANOHAR MADHYAMIK SCHOOL BARAIL, SUPAUL"
SUPAUL,42359,"UTKRAMIT MADHYAMIK SCHOOL BAURAHA HINDI, SUPAUL"
SUPAUL,42360,"UTKRAMIT MADHYAMIK SCHOOL MOTIPUR, SUPAUL"
SUPAUL,42361,"UTKRAMIT MADHYAMIK SCHOOL JHALLA DUMARI, SUPAUL"
SUPAUL,42362,"UTKRAMIT MADHYAMIK SCHOOL VISHANPUR CHOUDHARY, SUPAUL"
SUPAUL,42363,"RAMNATH UTKRAMIT MADHYAMIK SCHOOL GAOUSPUR, SUPAUL"
SUPAUL,42364,"UTKRAMIT MADHYAMIK SCHOOL LALGANJ, SUPAUL"
SUPAUL,42365,UTKRAMIT UCHH MADHYAMIK SCHOOL LALGANJ TILATHI CHHATAPUR SUPAUL
SUPAUL,42366,UKRAMIT UCHH MADHYAMIK SCHOOL PILUWAHA TRIVENIGANJ SUPAUL
SUPAUL,42367,PALAT UTKRAMIT UCHH MADHYAMIK SCHOOL MAHESHUA TRIVENIGANJ SUPAUL
SUPAUL,42368,"UTKRAMIT UCHH MADHYAMIK SCHOOL BHAGWANPUR HARIHARPATTI TRIVENIGANJ SUAPUL, SUPAUL"
SUPAUL,42369,UTKRAMIT UCHH MADHYAMIK SCHOOL NANHI TOLA RAMPUR CHHATAPUR SUPAUL
SUPAUL,42370,UTKRAMIT UCHH MADHYAMIK SCHOOL CHAKLA DAGRIYA CHHATAPUR SUPAUL
SUPAUL,42371,UTKRAMIT UCHH MADHYAMIK SCHOOL KATHARA KHATWETOLA KATHARA CHHATAPUR SUPAUL
SUPAUL,42372,UTKRAMIT UCHH MADHYAMIK SCHOOL LAXMIPUR WEST LAXMIPURKHUTI CHHATAPUR SUPAUL
SUPAUL,42373,MAUJI UTKRAMIT UCHH MADHYAMIK SCHOOL DIWANGANJ CHILAUNI DAKSHIN PRATAPGANJ SUPAUL
SUPAUL,42374,UTKRAMIT UCHH MADHYAMIK SCHOOL CHANDAPIPAR SARAYGARH BHAPTIYAHI SUPAUL
SUPAUL,42375,BINOVA UTKRAMIT UCHH MADHYAMIK SCHOOL JARAILA THALHA GADHIYA UTTAR TRIVENIGANJ SUPAUL
SUPAUL,42376,UTKRAMIT UCHH MADHYAMIK SCHOOL PARASARMA PARSARMA PARSAUNI SUPAUL
SUPAUL,42377,UTKRAMIT UCHH MADHYAMIK SCHOOL LAUDH SUPAUL
SUPAUL,42378,UTKRAMIT UCHH MADHYAMIK SCHOOL DABHARI BERIYA SUPAUL
SUPAUL,42379,UTKRAMIT UCHH MADHYAMIK SCHOOL DHAURE KATAIYA BALHA SUPAUL
SUPAUL,42380,UTKRAMIT UCHH MADHYAMIK SCHOOL SIMRI CHHITAHI HANUMAN NAGAR SARAYGARH BHAPTIYAHI SUPAUL
SUPAUL,42381,UTKRAMIT UCHH MADHYAMIK SCHOOL GIRIPATTI RAGHOPUR SUPAUL
SUPAUL,42382,UTKRAMIT UCHH MADHYAMIK SCHOOL BYASI RAGHOPUR SUPAUL
SUPAUL,42383,KHUBLAL UTKRAMIT UCHH MADHYAMIK SCHOOL RAMVISHANPUR RAGHOPUR SUPAUL
SUPAUL,42384,ADARSH UTKRAMIT UCHH MADHYAMIK SCHOOL ABHUAR HARHEYA KISHANPUR SUPAUL
SUPAUL,42385,UTKRAMIT UCHH MADHYAMIK SCHOOL SISAUNI MARAUNA SUPAUL
SUPAUL,42386,U.H.S.CHAINPUR
SUPAUL,42387,UHS GHIVAHA
SUPAUL,42388,U.H.S.KESTA 
SUPAUL,42389,U.H.S.RAJESWARI 
SUPAUL,42390,U.H.S JIWACHHPUR
SUPAUL,42391,"UTKRAMIT URDU UCHCH VIDYALAY KADAMPURA, SUPAUL"
SUPAUL,42392,U.H.S BHWANIPTI
SUPAUL,42393,U.H.S. PATHRA
SUPAUL,42394,U.H.S.GOVINDPUR
SUPAUL,42395,U.H.S.VISANPUR
SUPAUL,42396,"UTKRAMIT UCHCH MADHYAMIK VIDYALAYA TULAPATTI, SUPAUL"
SUPAUL,42397,U.H.S. BASHA
SUPAUL,42398,UTKRAMIT UCHCH MADHYAMIK VIDYALAYA KATAIYA GOTH
SUPAUL,42399,AADRSH.U.H.S.RAJGAWO
SUPAUL,42400,U.H.S NRHI
SUPAUL,42401,U.H.S.MACHA
SUPAUL,42402,U.H.S.BATAHWA
