S. No.,School Code,School Name,Address,Pincode,Block ID,District ID,District Name,Block Name
1651,31510,VISHWA VIDYALAYA BAL NIKETAN BHAGALPUR,,,1329,31,BHAGALPUR,NARAYANPUR
1652,31511,"PRABHU NARAYAN RABINDRA H/S AVARASIDPUR, BHAGALPUR",,,1329,31,BHAGALPUR,NARAYANPUR
1653,31514,"KANYA UCHCH VIDYALAYA MANOHARPUR NATHNAGAR, BHAGALPUR",,,1329,31,BHAGALPUR,NARAYANPUR
1654,31515,"SINGHU MANDAL GIRL'S H/S GHOGHA, BHAGALPUR",,,1329,31,BHAGALPUR,NARAYANPUR
1655,31516,"SANT VINOBA H/S TINTANGA DIARA, BHAGALPUR",,,1329,31,BHAGALPUR,NARAYANPUR
1656,31518,"SATYA NARAYAN H/S POTHIA, BHAGALPUR",,,1329,31,BHAGALPUR,NARAYANPUR
1657,31519,"BALIKA HIGH SCHOOL TELGHI, BHAGALPUR",,,1329,31,BHAGALPUR,NARAYANPUR
1658,32001,GOVT HIGH SCHOOL JETHOUR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1659,32002,"G N HIGH SCHOOL PIPRABHAG WATCHAK, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1660,32003,"HIGH SCHOOL DOMOKUMARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1661,32004,"PROJECT GIRLS HIGH SCHOOL CHANDAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1662,32005,"S N J N HIGH SCHOOL BELHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1663,32006,HIGH SCHOOL ABHYUDAY NAGAR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1664,32007,"S S S K HIGH SCHOOL KURMADIH, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1665,32008,HIGH SCHOOL ATHMAHA BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1666,32010,"HIGH SCHOOL BATSAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1667,32011,"R R HIGH SCHOOL PRATAPPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1668,32012,"HIGH SCHOOL DHORAIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1669,32013,"ANAND MARGA HIGH SCHOOL ANANDPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1670,32014,HIGH SCHOOL SINGHNAN BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1671,32015,"HIGH SCHOOL AMHARA KOTWALI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1672,32016,"HIGH SCHOOL LAUGAIN AMARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1673,32017,"R B R HIGH SCHOOL PATHRA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1674,32018,"HIGH SCHOOL BABHANGAMA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1675,32019,"ANGYAVIDYA BHAWAN HIGH SCHOOL KASBA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1676,32020,"NIRMALA GIRLS HIGH SCHOOL HARIMOHRA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1677,32021,M D N HIGH SCHOOL DUMRAMA BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1678,32022,"AZAD HIGH SCHOOL BISHANPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1679,32023,"S G G HIGH SCHOOL BISHWASPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1680,32024,"S S B S M G H/S SUIYAGHUTHIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1681,32025,HIGH SCHOOL BHARKO BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1682,32026,"MADITA VIDYARTHI H/S BHARATSHILA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1683,32027,ADARSH H/S PONKARIGARHI BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1684,32028,M R D HIGH SCHOOL BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1685,32029,C N D HIGH SCHOOL BOUNSI BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1686,32030,"S L G P A H/S PATWA SRIPATHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1687,32031,S N S HIGH SCHOOL MOHANPUR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1688,32032,"GIRLS HIGH SCHOOL KADRACHAK, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1689,32033,B N JHA HIGH SCHOOL KAMALPUR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1690,32034,"RAJPUR HIGH SCHOOL RAJPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1691,32035,ADARSH BALIKA H/S AMARPUR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1692,32036,"HIGH SCHOOL BELDIHA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1693,32037,"J P S HIGH SCHOOL GURUDWAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1694,32038,"S C C HIGH SCHOOL JABRA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1695,32039,"DR HARIHAR CHOUDHARY HIGH SCHOOL BARAHAT, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1696,32040,"S S HIGH SCHOOL PANJWARA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1697,32041,"H/S BALADEO ITAHARI FULLIDUMAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1698,32042,"CHANVE HIGH SCHOOL MANIYARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1699,32043,"HIGH SCHOOL MAHADEOPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1700,32044,"A S S PROJECT GIRLS H/S KHARHARA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1701,32045,R M K INTER SCHOOL BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1702,32046,"RASHTRIYA HIGH SCHOOL DHOUNI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1703,32047,"HIGH SCHOOL SAHABGANJ, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1704,32048,"HIGH SCHOOL UPRAMA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1705,32049,"A K HIGH SCHOOL PARARIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1706,32050,"L M C K HIGH SCHOOL KHAIRA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1707,32052,HIGH SCHOOL KHESAR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1708,32053,"SHRI DURGA HIGH SCHOOL SHAKTI NAGAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1709,32055,HIGH SCHOOL SALEMPUR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1710,32056,"C M S HIGH SCHOOL SHAHPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1711,32057,S U V SARVODAY NAGAR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1712,32058,"RAJAT JAYANTI HIGH SCHOOL JOTHA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1713,32059,"MLM NLM H/S CHANGERI MIRZAPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1714,32060,"D A A HIGH SCHOOL SHAMBHUGANJ, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1715,32061,KAILASH MISHRA H/S JAIPUR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1716,32062,"HIGH SCHOOL KATORIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1717,32063,"PROJECT GIRLS HIGH SCHOOL KATORIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1718,32064,S G HIGH SCHOOL SABALPUR BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1719,32065,LARAN H/S KATHBANGAON BABURA BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1720,32066,"HIGH SCHOOL MARHIANATH, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1721,32067,"THAKUR RUDRESHWARI PD S H/S KAKWARA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1722,32068,"SARVODAY HIGH SCHOOL GULNI KUSHAHA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1723,32069,"ANUP DEVI GIRLS H/S KASBA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1724,32070,S S GIRLS HIGH SCHOOL BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1725,32071,M M K G HIGH SCHOOL CHANDAN BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1726,32072,"TRIBHUWAN ACADEMY LAHORIAPAIR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1727,32073,"HIGH SCHOOL NAWADA BAZAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1728,32074,"L N D BALIKA H S BAUNSI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1729,32075,"PORJ BALIKA H S LAKHPURA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1730,32076,GOVT AMBEDKAR GIRLS RES HIGH SCHOOL BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1731,32301,"UTKRAMIT H S BHADARIA AMARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1732,32302,"UTKRAMIT H S RAJGHAT PARMANANDPUR SHAMBHUGANJ, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1733,32303,"UTKRAMIT M S SAHARNA BHURNA BARAHAAT, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1734,32304,"UTKRAMIT M S ASUDHA MUKUNDA CHANDAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1735,32305,"UTKRAMIT M S NAGEL BAHORANA BELHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1736,32306,"UTKRAMIT M S BHATUACHAK SIJHAT BALIYAS, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1737,32307,"UTKRAMIT M S MANJHAGAON MANJHAGAONDARPA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1738,32308,"UTKRAMIT M S VISHANPUR SANGA BAUSI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1739,32309,"UTKRAMIT M S BHORSAR BHELVA KARORIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1740,32310,"UTKRAMIT M S SURIHARI AMARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1741,32311,"UPGRAEDED M S KUSUMJORI CHANDAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1742,32312,"UTKRAMIT M S HATIYADADHA BELHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1743,32313,"UPGRAEDED M S JHARKHA DHORAIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1744,32314,"NAV UTTKRAMIT H S CHAKMUNIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1745,32315,"NAV UTTKRAMIT H S KAIRI BAUNSI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1746,32316,"NAV UTTKRAMIT H S BANK, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1747,32317,"NAV UTTKRAMIT H S PATHADDA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1748,32318,"UTKRAMIT MADHYAMIK SCHOOL HASIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1749,32319,"UTKRAMIT MADHYAMIK SCHOOL BHAVAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1750,32320,"UTKRAMIT MADHYAMIK SCHOOL KORIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1751,32321,"UTKRAMIT MADHYAMIK SCHOOL KENDWAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1752,32322,"UTKRAMIT MADHYAMIK SCHOOL PHAGA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1753,32323,"UTKRAMIT MADHYAMIK SCHOOL MADARI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1754,32324,"UTKRAMIT MADHYAMIK SCHOOL MOCHANMA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1755,32325,"UTKRAMIT MADHYAMIK SCHOOL JAMDAHA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1756,32326,"UTKRAMIT MADHYAMIK SCHOOL UPAR CHAK MARHDIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1757,32327,"UTKRAMIT MADHYAMIK SCHOOL DHEVERMOH, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1758,32328,"UTKRAMIT MADHYAMIK SCHOOL LILA WARAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1759,32329,"UTKRAMIT MADHYAMIK SCHOOL KERWAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1760,32330,"UTKRAMIT MADHYAMIK SCHOOL BURHAWA BATHAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1761,32331,"UTKRAMIT MADHYAMIK SCHOOL DARSHNIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1762,32332,"UTKRAMIT MADHYAMIK SCHOOL BOUNKA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1763,32333,"UTKRAMIT MADHYAMIK SCHOOL CHARIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1764,32334,"UTKRAMIT MADHYAMIK SCHOOL AMJORA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1765,32335,"UTKRAMIT MADHYAMIK SCHOOL FULHARA, CHANDAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1766,32336,"UTKRAMIT M S BHORA BAZAR, CHANDAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1767,32337,"UTKRAMIT MADHYAMIK SCHOOL TENGARA, BELHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1768,32338,"UTKRAMIT M S BELA BIJHARA, BELHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1769,32339,"PROJ UTKRAMIT M S MAHUWA, BARAHAAT, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1770,32340,"UTKRAMIT H S KEDIA INARAWARAN, FULLIDUMAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1771,32341,"PROJ UTKRAMIT MADHYAMIK SCHOOL DHAWA KANYA, FULLIDUMAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1772,32342,"PROJ UTKRAMIT MADHYAMIK SCHOOL BABHANGAMA, BAUSI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1773,32343,"PROJ UTKRAMIT M S ALIPUR DHANIA, RAJAUN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1774,32344,"PROJ UTKRAMIT MADHYAMIK SCHOOL AMARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1775,32345,"UTKRAMIT MADHYAMIK SCHOOL LASKARI, RAJAUN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1776,32346,"UTKRAMIT MADHYAMIK SCHOOL SRINAGAR, BELHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1777,32347,"PROJ UTKRAMIT M S SAADPUR, FULLIDUMAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1778,32348,"PROJ UTKRAMIT M S MAINMA, AMARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1779,32349,"UTKRAMIT M SCH ASSI MAKAITA,DHORAIYA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1780,32350,"UTKRAMIT M S DHANKUDIA, FULLIDUMAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1781,32351,"UTKRAMIT MADHYAMIK SCHOOL CHANDADIH, DHIRIEA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1782,32352,"UTKRAMIT MADHYAMIK SCHOOL INARAWRAN, KATORIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1783,32353,"UTKRAMIT M S GARAIBPUR (URDU), AMARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1784,32354,"PROJ UTKRAMIT M S JHAPANIA, BAUSI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1785,32355,"NEW UPGRADED HIGH SCHOOL CHHATAKURUM,KATORIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1786,32356,"UTKRAMIT MADHYAMIK SCHOOL MATHURAPUR, DHOURIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1787,32357,"UTKRAMIT MADHYAMIK SCHOOL AHIRO, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1788,32358,"UTKRAMIT MADHYAMIK SCHOOL CHALNA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1789,32359,"UTKRAMIT MADHYAMIK SCHOOL TAHIRPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1790,32360,"UTKRAMIT MADHYAMIK SCHOOL KURMA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1791,32361,"UTKRAMIT MADHYAMIK SCHOOL SAGUNIA (URDU), BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1792,32362,"UTKRAMIT MADHYAMIK SCHOOL LILAVARAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1793,32363,"UTKRAMIT MADHYAMIK SCHOOL GOKULA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1794,32364,"UTKRAMIT MADHYAMIK SCHOOL FATIAPATHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1795,32365,"UTKRAM1T MADHYAMIK SCHOOL KOLBUGURG, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1796,32366,"UTKRAMIT MADHYAMIK SCHOOL DHAYHARNA MAHGAMA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1797,32367,"UTKRAMIT MADHYAMIK SCHOOL MORAMA BANGAON, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1798,32368,"UTKRAMIT MADHYAM1K SCHOOL S1LJORI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1799,32369,"UTKRAMIT MADHYAMIK SCHOOL BASBERWA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1800,32370,"UTKRAMIT MADHYAMIK SCHOOL VARSABAD, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1801,32371,"UTKRAMIT MADHYAMIK SCHOOL TAPPADIH, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1802,32501,"BALIKA UCHCHA VIDYALAYA KHESAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1803,32502,"SHRI BISHNUDEO KAPRI HIGH SCHOOL KHAJURI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1804,32503,KANYA UCHHA VIDYALAYA DUMRAMA BANKA,,,1345,32,BANKA,SHAMBHUGANJ
1805,32504,"B D B H T G H/S DARPA DAMODARPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1806,32505,"S B M HIGH SCHOOL BAMDEO BAZAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1807,32506,"GIRL'S HIGH SCHOOL RANYODHA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1808,32507,"GULABI MAHAT HIGH SCHOOL BALIA MAHARA KHAJUA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1809,32508,"SRI G P JHA GIRL'S HIGH SCHOOL SINGHNAN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1810,32509,"GURU DUKH MOCHAN JANARDAN MANDAL H/S TELIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1811,32510,"CHANDRA SHEKHAR SINGH ADIWASI H/S SAHU POKHAR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1812,32511,"P N S HIGH SCHOOL TELIA LOUGAIN, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1813,32512,"ABADH BIHARI PANDIT HIGH SCHOOL JILEBIA MORE, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1814,32513,"HARIJAN ADIWASI HIGH SCHOOL GORA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1815,32514,"HIGH SCHOOL SIKANDARPUR SHYAMBAZAR BOUSHI, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1816,32701,"C S SARASWATI VIDYA MANDIR JAGATPUR, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1817,32702,"N.D.S. SARASWATI VIDYAMANDIR PUNASIA, BANKA",,,1345,32,BANKA,SHAMBHUGANJ
1818,41001,ZILA SCHOOL SAHARSA,,,1171,41,SAHARSA,NAUHATTA
1819,41002,GOVT GIRLS HIGH SCHOOL SAHARSA,,,1171,41,SAHARSA,NAUHATTA
1820,41003,MANOHAR HIGH SCHOOL SAHARSA,,,1171,41,SAHARSA,NAUHATTA
1821,41004,A N S S HIGH SCHOOL SAHARSA,,,1171,41,SAHARSA,NAUHATTA
1822,41005,"MANOHAR HIGH SCHOOL BAIJNATHPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1823,41006,"G S HIGH SCHOOL SCURBAZAR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1824,41007,"HIGH SCHOOL SCURBAZAR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1825,41008,"S HARIBALLABH INST SONBARSA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1826,41009,"S C H/S CHANDISTHAN BIRATPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1827,41010,"M M D HIGH SCHOOL AMARPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1828,41011,"GOVT RES HIGH SCHOOL AMARPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1829,41012,"S S HIGH SCHOOL NAWAHATTA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1830,41013,"KALAWATI HIGH SCHOOL BANGAON, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1831,41014,"FUL DAI GIRLS HIGH SCHOOL BANGAON, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1832,41015,"HIGH SCHOOL CHAINPUR PARARI, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1833,41016,"GIRLS HIGH SCHOOL PARARI CHAINPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1834,41017,"A D P J HIGH SCHOOL MAHISHI, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1835,41018,"M S D HIGH SCHOOL MENHA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1836,41019,"S N K HIGH SCHOOL LAGMA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1837,41020,"S D HIGH SCHOOL GOLMA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1838,41021,"R J HIGH SCHOOL PIPRA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1839,41022,"T HIGH SCHOOL JAMHARA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1840,41023,"S HIGH SCHOOL SABAILA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1841,41024,"K D HIGH SCHOOL DHARAHRA MURADPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1842,41025,"HIGH SCHOOL DHABOULI, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1843,41026,"P HIGH SCHOOL PANCHAGACHIYA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1844,41027,"GANGA HIGH SCHOOL MAINA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1845,41028,"M L B HIGH SCHOOL KASHNAGAR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1846,41029,"S D HIGH SCHOOL SIHAUL, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1847,41030,"HIGH SCHOOL BARGOAN, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1848,41031,"R D HIGH SCHOOL BHADDI, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1849,41032,"B HIGH SCHOOL RAKIYA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1850,41033,"HIGH SCHOOL GANDAUL, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1851,41034,"K A HIGH SCHOOL MAHISARHO BALUAHA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1852,41035,"HIGH SCHOOL SAHSAUL, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1853,41036,V K S S HIGH SCHOOL GANJALA SAHARSA,,,1171,41,SAHARSA,NAUHATTA
1854,41037,"P G HIGH SCHOOL NOWAHATTA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1855,41038,"P G HIGH SCHOOL MAHISHI, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1856,41039,"PROJECT G HIGH SCHOOL CHANDAUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1857,41040,GOVT GIRLS H/S PURAB BAZAR SAHARSA,,,1171,41,SAHARSA,NAUHATTA
1858,41041,"HIGH SCHOOL SIMRI BAKHTIYARPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1859,41042,"A HIGH SCHOOL BALWAHAT, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1860,41043,"M N D HIGH SCHOOL CHAKBHARO, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1861,41044,"M M D HIGH SCHOOL SALKHUA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1862,41045,"R P R HIGH SCHOOL BAGHWA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1863,41046,"ISLAMIA H/S SIMRI BAKHTIYARPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1864,41047,"D D HIGH SCHOOL SARDIHA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1865,41048,"KOSHI HIGH SCHOOL KABIRA DHAP, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1866,41049,"PG HIGH SCHOOL SALKHUA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1867,41050,"P G HIGH SCHOOL SIMRI BAKHTIYARPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1868,41051,O B C KANYA H S SAHARSA,,,1171,41,SAHARSA,NAUHATTA
1869,41301,"UTKRAMIT M S KEDALIPATTI KEDALI NAVHATTA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1870,41302,"UTKRAMIT M S JHARA MAHISI, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1871,41303,"UTKRAMIT M S KHAJURI SAOUR BAZAR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1872,41304,"UTKRAMIT M S PIPARA WAGEWA GAURDAHA SALKHUA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1873,41305,"UTKRAMIT M S GHOGHASAM SIMARI BAKHATIYARPUR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1874,41306,"UTKRAMIT M S PANCHLAKH MEKAMA SONBARSA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1875,41307,"MAHAVIR UTKRAMIT M S DHAMSENA SAOURBAZAR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1876,41308,"UTKRAMIT M S ITHARI BANMA ITHARI, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1877,41309,"V M VIDAIYA BHAGWANPUR,BANMA ITAHARI, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1878,41310,"UTKRAMIT MADHYAMIK SCHOOL DHANUPRA, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
1879,41311,"UTKRAMIT MADHYAMIK SCHOOL SAMHAR, SAHARSA",,,1171,41,SAHARSA,NAUHATTA
