S. No.,School Code,School Name,Address,Pincode,Block ID,District ID,District Name,Block Name
3591,61353,"UTTKRAMIT M S CHACK CHINTAMANIPUR, MANIGACHI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3592,61354,"URDU UTKRAMIT M S ALI NAGAR, ALI NAGAR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3593,61355,"UTTKRAMIT MADHYAMIK SCHOOL JAHAGIR TOLA,, DARBHANGA",,,1181,61,DARBHANGA,JALE
3594,61356,"UTTKRAMIT MADHYAMIK SCHOOL AHIYARI GOAT,, DARBHANGA",,,1181,61,DARBHANGA,JALE
3595,61357,"UTTKRAMIT MADHYAMIK SCHOOL RAJO, SINGHWARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3596,61358,"UTTKRAMIT MADHYAMIK SCHOOL BAHUARA,, DARBHANGA",,,1181,61,DARBHANGA,JALE
3597,61359,"UTTKRAMIT M S GAURINATH BRAHMPUR, SINGHWARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3598,61360,"UTTKRAMIT MADHYAMIK SCHOOL BARHI, KEWATI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3599,61361,"UTTKRAMIT MADHYAMIK SCHOOL LALGANJ,, DARBHANGA",,,1181,61,DARBHANGA,JALE
3600,61362,"UTTKRAMIT MADHYAMIK SCHOOL KIRATPUR, KIRATPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3601,61363,"UTTKRAMIT M S BAOURAM, GAURABAOURAM, DARBHANGA",,,1181,61,DARBHANGA,JALE
3602,61364,"UTTKRAMIT MADHYAMIK SCHOOL TATUAAR,, DARBHANGA",,,1181,61,DARBHANGA,JALE
3603,61365,"UTTKRAMIT M S BIRAUL AKBARPUR, BIRAUL, DARBHANGA",,,1181,61,DARBHANGA,JALE
3604,61366,"UTTKRAMIT M S SONPUR PAGHARI, BIRAUL, DARBHANGA",,,1181,61,DARBHANGA,JALE
3605,61367,"UTTKRAMIT MADHYAMIK SCHOOL JAIDEVPATTI, GHANSHYAMPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3606,61368,"UTTKRAMIT MADHYAMIK SCHOOL MURAITHA, JALE, DARBHANGA",,,1181,61,DARBHANGA,JALE
3607,61369,"UTTKRAMIT MADHYAMIK SCHOOL USARI, KUSTHAN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3608,61370,"UTTKRAMIT MADHYAMIK SCHOOL HARAOULI, KUSTHAN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3609,61371,"UTTKRAMIT MADHYAMIK SCHOOL SHIVNAGAR, BIRAUL, DARBHANGA",,,1181,61,DARBHANGA,JALE
3610,61372,"UTTKRAMIT MADHYAMIK SCHOOL AOURAHI,, DARBHANGA",,,1181,61,DARBHANGA,JALE
3611,61373,"UTTKRAMIT MADHYAMIK SCHOOL HARINAGAR, KUSTHAN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3612,61374,"UTTKRAMIT MADHYAMIK SCHOOL GHORDAOUR, KUSTHAN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3613,61375,"UTTKRAMIT M S RAMPUR, HANUMAN NAGAR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3614,61376,"UTTKRAMIT M S AMBABIJULIA, BIRAUL, DARBHANGA",,,1181,61,DARBHANGA,JALE
3615,61377,"UTTKRAMIT MADHYAMIK SCHOOL LADAHO, BIRAUL, DARBHANGA",,,1181,61,DARBHANGA,JALE
3616,61378,"UTTKRAMIT MADHYAMIK SCHOOL SAHO, BIRAUL, DARBHANGA",,,1181,61,DARBHANGA,JALE
3617,61379,"UTTKRAMIT M S GHANSHYAMPUR, GHANSHYAMPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3618,61380,"UTTKRAMIT MADHYAMIK SCHOOL BARGAOAN, KUSTHAN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3619,61381,"UTKRAMIT MADHYAMIK SCHOOL, BHALPATTI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3620,61382,"UPGRADED HIGH SCHOOL MAHMADPUR PANTA,DARBHANGA",,,1181,61,DARBHANGA,JALE
3621,61383,"UTKRAMIT MADHYAMIK SCHOOL, BARUARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3622,61384,"UTKRAMIT MADHYAMIK SCHOOL, KHAIRA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3623,61385,"UTKRAMIT MADHYAMIK SCHOOL, SARHWARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3624,61386,"UTKRAMIT MADHYAMIK SCHOOL, KORA SINGHWARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3625,61387,"UTKRAMIT MADHYAMIK SCHOOL, HARIHARPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3626,61388,"UTKRAMIT MADHYAMIK SCHOOL, VISHANPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3627,61389,"UTKRAMIT MADHYAMIK SCHOOL, BALIA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3628,61390,"UTKRAMIT MADHYAMIK SCHOOL, MAHMUDA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3629,61391,"UTKRAMIT MADHYAMIK SCHOOL, SAJJANPURA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3630,61392,"UTKRAMIT MADHYAMIK SCHOOL, MAYAPUR, BENIPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3631,61393,"UTKRAMIT MADHYAMIK SCHOOL, GUJRAULI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3632,61394,"UTKRAMIT MADHYAMIK SCHOOL, MADHUBAN, BAHERI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3633,61395,"UTKRAMIT MADHYAMIK SCHOOL, HAWIDIH, DARBHANGA",,,1181,61,DARBHANGA,JALE
3634,61396,"UTKRAMIT MADHYAMIK SCHOOL, SAMADHPURA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3635,61397,"UTKRAMIT MADHYAMIK SCHOOL, CHHATWAN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3636,61398,"UTKRAMIT MADHYAMIK SCHOOL, MADHOPATTI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3637,61399,"UTKRAMIT MADHYAMIK SCHOOL, KARJAPATTI, KEOTI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3638,61400,"UTKRAMIT MADHYAMIK SCHOOL, BANDHAULI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3639,61401,"UTKRAMIT MADHYAMIK SCHOOL, CHAMPAPATTI, RAJWARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3640,61402,"UTKRAMIT MADHYAMIK SCHOOL, NAJRA URDU, DARBHANGA",,,1181,61,DARBHANGA,JALE
3641,61403,"UTKRAMIT MADHYAMIK SCHOOL, BRAHMPURA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3642,61404,"UTKRAMIT MADHYAMIK SCHOOL, FATEHPUR URDU, MANIGACHHI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3643,61405,"UTKARMIT MADHYAMIK SCHOOL, LAGMA, TARDIH, DARBHANGA",,,1181,61,DARBHANGA,JALE
3644,61406,"UTKRAMIT MADHYAMIK SCHOOL, LAGMA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3645,61407,"UTKRAMIT MADHYAMIK SCHOOL, AHIRAIN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3646,61408,"UTKRAMIT MADHYAMIK SCHOOL, BERI, KUSHESHWAR STHAN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3647,61409,"UTKRAMIT MADHYAMIK SCHOOL, ADALPUR KUSHESHWAR EAST, DARBHANGA",,,1181,61,DARBHANGA,JALE
3648,61410,"UTKRAMIT MADHYAMIK SCHOOL, KEWATGAMA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3649,61411,"UTKRAMIT MADHYAMIK SCHOOL, MANSARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3650,61412,"UTKRAMIT MADHYAMIK SCHOOL, BELWARA, GOURA BOURAM, DARBHANGA",,,1181,61,DARBHANGA,JALE
3651,61413,"UTKRAMIT MADHYAMIK SCHOOL, NARMA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3652,61414,"UTKRAMIT MADHYAMIK SCHOOL, ANTAUR, ALINAGAR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3653,61415,"UHS HANUMANAGAR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3654,61416,UTKRAMIT MADHYAMIK SCHOOL NEYAM HANUMAN NAGAR DARBHANGA,,,1181,61,DARBHANGA,JALE
3655,61417,"UTKRAMIT MADHYAMIK SCHOOL, KAPCHHAHI, BAHADURPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3656,61424,"UTKARMIT VIDAYALAYA CHAKKA  PIRRI BAHADURPUR , DARBHANGA",,,1181,61,DARBHANGA,JALE
3657,61425,"UTKRAMIT UCHCH MADHYAMIK VIDYALAY YADUPIPRA, BAHERI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3658,61426,UTKARMIT MADHYAMIK VIDYALAYA RUPNAGAR NEURI BIROOL DARBHANGA ,,,1181,61,DARBHANGA,JALE
3659,61427,UTKARMIT MADHYAMIK VIDYALAYA DHUSI URDU NEHRA PASCHIM DARBHANGA ,,,1181,61,DARBHANGA,JALE
3660,61428,"UPGRADED H/S PARSARMA, MADAI, GAURABAURAM, DARBHANGA",,,1181,61,DARBHANGA,JALE
3661,61429,UTKARMIT MADHYAMIK VIDYALAYA DEVIPUR KATMA BAHUARWA MANIGAKSHI  DARBHANGA ,,,1181,61,DARBHANGA,JALE
3662,61430,"UTKARMIT MADHYAMIK VIDYALAY MITUNIYA, RAJ MITUNIYA, BAHERI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3663,61431,"UTKRAMIT MADHYAMIK VIDYALAY PATOR, HAYAGHAT, DARBHANGA",,,1181,61,DARBHANGA,JALE
3664,61432,"UPGRADED H/S MIRJAPUR, MASSA, JALE, DARBHANGA",,,1181,61,DARBHANGA,JALE
3665,61433,UTKARMIT MADHYAMIK VIDYALAYA GANJ BHANDARISAN MANIGAKSHI DARBHANGA ,,,1181,61,DARBHANGA,JALE
3666,61434,UTKARMIT MADHYAMIK VIDHYALAYA NAROTTAMPUR BRAHAMPUR MANIGAKSHI DARBHANGA ,,,1181,61,DARBHANGA,JALE
3667,61435,UTKARMIT MADHYAMIK VIDYALAYA BANOLI SINGHWADA DARBHANGA ,,,1181,61,DARBHANGA,JALE
3668,61436,UTKARMIT MADHYAMIK VIDYALAYA DEWARI SADAR DARBHANGA ,,,1181,61,DARBHANGA,JALE
3669,61437,"UPGRADED H/S KARVA URDU, JALE, DARBHANGA",,,1181,61,DARBHANGA,JALE
3670,61438,UTKARMIT MADHYAMIK VIDYALAYA PIRRI URDU BAHADURPUR DARBHANGA ,,,1181,61,DARBHANGA,JALE
3671,61441,U.M.S.BIJULISADAN,,,1181,61,DARBHANGA,JALE
3672,61442,U.M.S.CHANOUR,,,1181,61,DARBHANGA,JALE
3673,61443,U.M.S.TIKATOLA,,,1181,61,DARBHANGA,JALE
3674,61444,"U.M.S.ATHI,BHEDI",,,1181,61,DARBHANGA,JALE
3675,61445,U.M.S NAVTOL BAHERI,,,1181,61,DARBHANGA,JALE
3676,61446,"U.M.S.PAITHAN KABAI,MANIGAJHI",,,1181,61,DARBHANGA,JALE
3677,61447,U.M.S.MAJHEGAWA,,,1181,61,DARBHANGA,JALE
3678,61448,"U.M.S.SOHANHAN,SADAN",,,1181,61,DARBHANGA,JALE
3679,61449,"U.M.S.DASOT,HANUMANNAGAR",,,1181,61,DARBHANGA,JALE
3680,61452,"U.M.S.GOKUL BALAK,SARJAPUR",,,1181,61,DARBHANGA,JALE
3681,61454,"UPGRADED H/S KADWARA, KIRATPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3682,61501,"TAPESHWAR SINGH JANTA H/S KHANGARAITHA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3683,61502,"SRI BHAILAL BHARAT JANTA H/S LATRAHA DOGHRA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3684,61503,"HIGH SCHOOL SHANKAR ROHAR BITHOULI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3685,61504,"MILLAT URDU HIGH SCHOOL RUPASPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3686,61505,"JANTA HIGH SCHOOL BAJITPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3687,61506,"CHOUDHARY KALI PRASAD H/S HABIBHOUAR BENIPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3688,61507,"BIHARI DAS KABIR H/S JAMALPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3689,61508,"SAMTA HIGH SCHOOL GAUSAGHAT, DARBHANGA",,,1181,61,DARBHANGA,JALE
3690,61509,"JALLEY HIGH SCHOOL JALLEY, DARBHANGA",,,1181,61,DARBHANGA,JALE
3691,61510,"ADARSH H/S MORO GODHWAR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3692,61511,"ADARSH HIGH SCHOOL MADHUPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3693,61512,"HIGH SCHOOL JHAJHARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3694,61513,"JANTA H/S GANAURA SONADIH, DARBHANGA",,,1181,61,DARBHANGA,JALE
3695,61514,"HIGH SCHOOL UJAN, DARBHANGA",,,1181,61,DARBHANGA,JALE
3696,61515,"MITHILA HIGH SCHOOL MAKHNAHI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3697,61516,"PASCHIMI KAMLA BALAN TATBANDH H/S BATH, DARBHANGA",,,1181,61,DARBHANGA,JALE
3698,61517,"HIGH SCHOOL SINUARA, DARBHANGA",,,1181,61,DARBHANGA,JALE
3699,61518,"HUKUMDEO NARAYAN YADAV H/S SONKI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3700,61519,"MUSLIM GIRL'S H/S IMAMBARI LAHERIASARAI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3701,61520,"HIGH SCHOOL PUTAI, DARBHANGA",,,1181,61,DARBHANGA,JALE
3702,61521,"RAM JANKI HIGH SCHOOL ADHARPUR, DARBHANGA",,,1181,61,DARBHANGA,JALE
3703,61701,"SRI DRAWESHWAR NATH COLLEGE DEOKULDHAM, DARBHANGA",,,1181,61,DARBHANGA,JALE
3704,62001,S N S D N G HIGH SCHOOL MADHUBANI,,,1080,62,MADHUBANI,MADHWAPUR
3705,62002,G M S S HIGH SCHOOL MADHUBANI,,,1080,62,MADHUBANI,MADHWAPUR
3706,62003,SHIV GANGA GIRLS HIGH SCHOOL MADHUBANI,,,1080,62,MADHUBANI,MADHWAPUR
3707,62004,"GOVT AMB RESIDENTIAL HIGH SCHOOL RAMNAGAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3708,62005,"AMARNATH HIGH SCHOOL SHANKARPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3709,62006,"RAMESHWAR HIGH SCHOOL RAJNAGAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3710,62007,"M G S HIGH SCHOOL KHAJAULI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3711,62008,"B S J GIRLS HIGH SCHOOL KHAJAULI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3712,62009,"M Y N HIGH SCHOOL SHAMBHUAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3713,62010,"HIGH SCHOOL RAHIKA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3714,62011,"S B L Y HIGH SCHOOL EKDARA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3715,62012,"LAKSHMISHWAR ACADEMY SARISAB, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3716,62013,"J B N S HIGH SCHOOL MADNESHWARSTHAN, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3717,62014,"J N HIGH SCHOOL BABUBARHI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3718,62015,"MANMOHAN HIGH SCHOOL RAMPATTI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3719,62016,"SAMAJ HIGH SCHOOL GHONGHOUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3720,62017,"HIGH SCHOOL KOILAKH, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3721,62018,"GOVT AMB RES HIGH SCHOOL BALIRAJPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3722,62019,"T N HIGH SCHOOL KALUAHI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3723,62020,"JANTA HIGH SCHOOL BELHWAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3724,62021,"R P D J HIGH SCHOOL JITWARPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3725,62022,"V S B HIGH SCHOOL BELAHI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3726,62023,"TEK NATH H S KAPILESHWAR STHAN, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3727,62024,"L S HIGH SCHOOL BHALNI KAPARIYA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3728,62025,"V S M HIGH SCHOOL NARAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3729,62026,"RAJDEO JANTA HIGH SCHOOL NAVNAGAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3730,62028,"ANUPLAL PRO GIRLS HIGH SCHOOL BRAHMOTTRA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3731,62029,"S B J M PRO GIRLS HIGH SCHOOL BHUPATTI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3732,62030,GOVT AMB RES GIRLS HIGH SCHOOL MADHUBANI,,,1080,62,MADHUBANI,MADHWAPUR
3733,62031,"NAGENDRA JHA GIRLS HIGH SCHOOL BALAT, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3734,62032,"L N G R S PRO GIRLS HIGH SCHOOL RAJNAGAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3735,62033,"M P T HIGH SCHOOL JHANJHARPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3736,62034,"KEJARIWAL HIGH SCHOOL JHANJHARPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3737,62035,"P L K HIGH SCHOOL JHANJHARPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3738,62036,"S K HIGH SCHOOL PANDAUL, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3739,62037,"V G HIGH SCHOOL BHITH BHAGWANPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3740,62038,"JAWAHAR HIGH SCHOOL MADHEPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3741,62039,"CHANDESHWAR HIGH SCHOOL HARARI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3742,62040,"SONELAL MAHTO HIGH SCHOOL JORLA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3743,62041,"B D A HIGH SCHOOL NANAUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3744,62042,"S K HIGH SCHOOL KALIKAPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3745,62043,"M R G HIGH SCHOOL ANDHARATHARHI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3746,62044,"ANANT HIGH SCHOOL KAITHAHI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3747,62045,"G C S H S JAYANTIGRAM SANTNAGAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3748,62046,"ANOOP HIGH SCHOOL BHATSIMARI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3749,62047,"S N HIGH SCHOOL NARPATINAGAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3750,62048,"GOPAL NARAYAN HIGH SCHOOL KOTHIA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3751,62049,"DAYARAM HIGH SCHOOL BHEJA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3752,62050,"K S HIGH SCHOOL RAMAULI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3753,62051,"M S R C D HIGH SCHOOL CHANOURAGANJ, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3754,62052,"DHARAWATI HIGH SCHOOL LAKHNAUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3755,62053,"D N P HIGH SCHOOL BHARAM, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3756,62054,"B J HIGH SCHOOL DALDAL KHAJURI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3757,62055,"G S J HIGH SCHOOL TIRHUTA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3758,62056,"B Y J H S PAHARAJ ASTHAN KHAIRA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3759,62057,"J H D HIGH SCHOOL GOURGAMA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3760,62058,"SHISHUPAL HIGH SCHOOL EKAMMA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3761,62059,"MUKTESHWAR JANTA HIGH SCHOOL DEOHAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3762,62060,"J D S HIGH SCHOOL BARIARBA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3763,62061,"PROJECT GIRLS HIGH SCHOOL LAKHNOUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3764,62062,"B S P S K P PRO GIRLS HIGH SCHOOL MANSAPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3765,62063,"PROJECT GIRLS H S ANDHRA THARHI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3766,62064,"SRI LILADHAR HIGH SCHOOL BENIPATTI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3767,62065,"S L M L HIGH SCHOOL GANDHI NAGAR SIMARI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3768,62066,"HIGH SCHOOL KHIRHAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3769,62067,"HIGH SCHOOL UTTARA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3770,62068,"J S C S H S PARSAUNI MURLIYACHAK, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3771,62069,"SRI JAGDISH HIGH SCHOOL DHAKAJARI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3772,62070,"SARYUG ANANT HIGH SCHOOL JAFRA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3773,62071,"PALTU LORIK HIGH SCHOOL TISIYAHI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3774,62072,"N M HIGH SCHOOL GANGAUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3775,62073,"HIGH SCHOOL SONAI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3776,62074,"HIGH SCHOOL NAHAS KHANGRAITHA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3777,62075,"B J J HIGH SCHOOL ARER, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3778,62076,"V HIGH SCHOOL BISFI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3779,62077,"M S C HIGH SCHOOL LOHA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3780,62078,"SARVODAY HIGH SCHOOL BAINGRA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3781,62079,"S J HIGH SCHOOL BANESHWARSTHAN, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3782,62080,"HIGH SCHOOL EKTARA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3783,62081,"S M HIGH SCHOOL BASAITH, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3784,62082,"SARVODAY HIGH SCHOOL SHAHPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3785,62083,"DIN DAYAL HIGH SCHOOL UMGAON, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3786,62084,"S L J HIGH SCHOOL MADHWAPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3787,62085,"PROJECT GIRLS HIGH SCHOOL UMGAON, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3788,62086,"PROJECT KASTURBA GIRLS H S MADHWAPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3789,62087,"PROJECT GIRLS HIGH SCHOOL BENIPATTI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3790,62088,"DR R M L HIGH SCHOOL LOMA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3791,62089,"HIGH SCHOOL JAYNAGAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3792,62090,"J R GIRLS HIGH SCHOOL JAYNAGAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3793,62091,"KABIR HIGH SCHOOL SELRA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3794,62092,"P R HIGH SCHOOL KORAHIA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3795,62093,"I S HIGH SCHOOL BASOPATTI, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3796,62094,"K S HIGH SCHOOL CHACHARAHA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3797,62095,"KESHAV HIGH SCHOOL VIRATPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3798,62096,"B K S HIGH SCHOOL JATULIYA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3799,62097,"HIGH SCHOOL LAUTHWA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3800,62098,"J C K L HIGH SCHOOL KHAJEDIH, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3801,62099,"J U S R S P HIGH SCHOOL PADMA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3802,62100,"M S R N G J HIGH SCHOOL GARHA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3803,62101,"HIGH SCHOOL MAHATHA LADANIA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3804,62102,"R S S J HIGH SCHOOL CHHAURAHI DALOKHAR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3805,62103,"M R R P HIGH SCHOOL BHATCHAURA, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3806,62104,"J K JHA PROJECT GIRLS HIGH SCHOOL KHAJEDIH, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3807,62105,"T R B PROJECT GIRLS HIGH SCHOOL MAHINATHPUR, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3808,62106,"S T S Y HIGH SCHOOL MANMOHAN, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3809,62107,"J J R P Y H S KHAIRATOL, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
3810,62108,"S K Y HIGH SCHOOL BARAHI PHULPARAS, MADHUBANI",,,1080,62,MADHUBANI,MADHWAPUR
