Class Name,Subject Name,Chapter Name English,Chapter Name Hindi
10th (Matric),Hindi,Labor Department and Caste System,"श्रम, विभाग, जातिव्यवस्था"
10th (Matric),Hindi,what we learn from india,हम भारत से क्या सीखते हैं
10th (Matric),Hindi,nails,नाखून
10th (Matric),Hindi,queen,रानी
10th (Matric),Hindi,brave king,बहादुर राजा
