School Code,School Name,District Name,Block Name
83306,"UTKRAMIT M S PARARIYA SENI NAVINAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83307,"UTKRAMIT M S JAMUAWAN SANSA D NAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83308,"UTKRAMIT M S SHANKARPUR SARSAULI OVARA, AURANGABAD",AURANGABAD,DAUDNAGAR
83309,"UTKRAMIT M S CHAURI DAUDNAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83310,"UTKRAMIT M S KHAROKHAR BALIGAON, AURANGABAD",AURANGABAD,DAUDNAGAR
83311,"UTKRAMIT M S PIDAWA MADANPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83312,"UTKRAMIT M S PIRU HASPURA, AURANGABAD",AURANGABAD,DAUDNAGAR
83313,"U M S SRI BANBHATT BANDHU BIGHA HASPURA, AURANGABAD",AURANGABAD,DAUDNAGAR
83314,"UTKRAMIT M S MAHSU DUMRI KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83315,"UTKRAMIT M S CHINTAMAN BIGHA JAGDISHPUR KUTUM, AURANGABAD",AURANGABAD,DAUDNAGAR
83316,"UTKRAMIT M S DARMI, KARMABASANTPUR, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83317,"UTKRAMIT M S JHAKRI PARTA KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83318,"UTKRAMIT M S TAHAL, AMBA, MEH, BARUN, AURANGABAD",AURANGABAD,DAUDNAGAR
83319,"UTKRAMIT M S RATWAR SONHOULI OBRA, AURANGABAD",AURANGABAD,DAUDNAGAR
83320,"UTKRAMIT M S TEJPURA OBRA, AURANGABAD",AURANGABAD,DAUDNAGAR
83321,"UTKRAMIT M S KARSAWAN OBRA, AURANGABAD",AURANGABAD,DAUDNAGAR
83322,"UTKRAMIT M S BELWAN DAUDNAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83323,"UTKRAMIT M S BADOPUR CHARKAWAN RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83324,"UTKRAMIT H S POGAR RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83325,"UTKRAMIT M S JURAHI MADANPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83326,"UTKRAMIT MADHYAMIK SCHOOL SALAIYA MADANPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83327,"UTKRAMIT M S DANAI BOAR RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83328,"UTKRAMIT M S VIJOULI KHARKANI DEO, AURANGABAD",AURANGABAD,DAUDNAGAR
83329,"UTTKRAMIT M S SONBARSA HASPURA, AURANGABAD",AURANGABAD,DAUDNAGAR
83330,"UTTKRAMIT M S CHAURAHI HASPURA, AURANGABAD",AURANGABAD,DAUDNAGAR
83331,"UTTKRAMIT M S SONDIH MADANPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83332,"UTTKRAMIT M S RASALPUR MADANPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83333,"UTKRAMIT M S DARWAN GOH, AURANGABAD",AURANGABAD,DAUDNAGAR
83334,"UTTKRAMIT M S GAMHARIA RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83335,"UTTKRAMIT M S TAMOLI BARUN, AURANGABAD",AURANGABAD,DAUDNAGAR
83336,"UTTKRAMIT M S KUSUMBASDIHA KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83337,"UTTKRAMIT M S PANDU NAVEENAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83338,"UTKRAMIT MADHYAMIK SCHOOL BANDEYA, GOAH, AURANGABAD",AURANGABAD,DAUDNAGAR
83339,"UTKRAMIT MADHYAMIK SCHOOL BENI KAITHI, GOH, AURANGABAD",AURANGABAD,DAUDNAGAR
83340,"UTKRAMIT MADHYAMIK SCHOOL AHIYAPUR, HASPURA, AURANGABAD",AURANGABAD,DAUDNAGAR
83342,"UTKRAMIT MADHYAMIK SCHOOL THENGO, NAVINAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83343,"UTKRAMIT MADHYAMIK SCHOOL KANDI, NAVINAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83345,"UTKRAMIT M S CHALIDOHAR, MADANPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83346,"UTKRAMIT MADHYAMIK SCHOOL LOHARA, RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83347,"UTKRAMIT MADHYAMIK SCHOOL MAHDINPUR, GOAH, AURANGABAD",AURANGABAD,DAUDNAGAR
83348,"UTKRAMIT MADHYAMIK SCHOOL CHAUKHARA, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83349,"UTKRAMIT MADHYAMIK SCHOOL NARAYANPUR, DEV, AURANGABAD",AURANGABAD,DAUDNAGAR
83350,"UTKRAMIT MADHYAMIK SCHOOL SARAWAK, RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83351,"UTKRAMIT MADHYAMIK SCHOOL KISHUNPUR, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83352,"UTKRAMIT M S BAIJA BIGHA, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83353,"UTKRAMIT M S RAMNAGAR, NAVI NAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83354,"UTKRAMIT MADHYAMIK SCHOOL BAIRAW, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83355,"UTKRAMIT MADHYAMIK SCHOOL BARANDA RAMPUR, DEV, AURANGABAD",AURANGABAD,DAUDNAGAR
83356,"UTKRAMIT M S BABHANDI, AURANGABAD",AURANGABAD,DAUDNAGAR
83357,"UTKRAMIT M S MAJHIAOW, NAVI NAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83358,"UTKRAMIT MADHYAMIK SCHOOL KATEIA, DEV, AURANGABAD",AURANGABAD,DAUDNAGAR
83359,"UTKRAMIT MADHYAMIK SCHOOL KADOKHARI, BARUN, AURANGABAD",AURANGABAD,DAUDNAGAR
83360,"UTKRAMIT MADHYAMIK SCHOOL GHANTO,GOH, AURANGABAD",AURANGABAD,DAUDNAGAR
83361,"UTKRAMIT MADHYAMIK SCHOOL GHEOURA, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83362,"UTKRAMIT M S POLA GOARDIHA, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83363,"UTKRAMIT MADHYAMIK SCHOOL PITHNUWA, BARUN, AURANGABAD",AURANGABAD,DAUDNAGAR
83364,"UTKRAMIT M S PIPRA BAGAHI, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83365,"UTKRAMIT MADHYAMIK SCHOOL KANKER, NAVI NAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83366,"UTKRAMIT MADHYAMIK SCHOOL BELAI, NAVI NAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83367,"UTKRAMIT MADHYAMIK SCHOOL BELA, DEV, AURANGABAD",AURANGABAD,DAUDNAGAR
83368,"UTKRAMIT MADHYAMIK SCHOOL PAKHNAOUR, RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83369,"UTKRAMIT UCHCH MADHYAMIK SCH SHEKHPURA, GOH, AURANGABAD",AURANGABAD,DAUDNAGAR
83370,"UTKRAMIT MADHYAMIK SCHOOL TURTA, AURANGABAD",AURANGABAD,DAUDNAGAR
83371,"UTKRAMIT HIGH SCHOOL MEH, BARUN, AURANGABAD",AURANGABAD,DAUDNAGAR
83372,"UTKRAMIT HIGH SCHOOL ORA, AURANGABAD",AURANGABAD,DAUDNAGAR
83376,"UTAKARMIT HIGH SCHOOL,MOHARKARMA",AURANGABAD,DAUDNAGAR
83377,"UTAKARMIT HIGH SCHOOL,SHIVSAGAR",AURANGABAD,DAUDNAGAR
83378,"UTAKARMIT HIGH SCHOOL,BAGAHI",AURANGABAD,DAUDNAGAR
83382,"UTAKARMIT HIGH SCHOOL,RAWAL BIGHA",AURANGABAD,DAUDNAGAR
83386,"UTAKARMIT HIGH SCHOOL,SONBARSHA",AURANGABAD,DAUDNAGAR
83387,"UTAKARMIT HIGH SCHOOL,WAJITPUR",AURANGABAD,DAUDNAGAR
83388,"UTKRAMIT UCHCH VIDYALAYA, PADRAWAN, AURANGABAD",AURANGABAD,DAUDNAGAR
83389,"UTAKARMIT HIGH SCHOOL,GHATRAINE",AURANGABAD,DAUDNAGAR
83390,"UTAKARMIT HIGH SCHOOL, PIPROR",AURANGABAD,DAUDNAGAR
83391,"UTAKARMIT HIGH SCHOOL,NEGA BIGHA",AURANGABAD,DAUDNAGAR
83392,"UTAKARMIT HIGH SCHOOL,TANDWA",AURANGABAD,DAUDNAGAR
83393,"UTAKARMIT HIGH SCHOOL,MANGI",AURANGABAD,DAUDNAGAR
83395,"UTAKARMIT HIGH SCHOOL,BRUNAA",AURANGABAD,DAUDNAGAR
83396,"UPGRADED H/S NIMACHATURBHUJ, RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83397,"UTKRAMIT UCHCH VIDYALAYA, KHAIRA JIVABIGAHA, KUTUMBA, AURANGABAD",AURANGABAD,DAUDNAGAR
83501,"GIRJA GIRL'S H/S MADANPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83502,"ANUGRAH THAKUR Y K S H/S POIWAN, AURANGABAD",AURANGABAD,DAUDNAGAR
83503,"GIRL'S HIGH SCHOOL BHADWA, AURANGABAD",AURANGABAD,DAUDNAGAR
83504,"MAHATMA GANDHI H/S BARWAN BASANTPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83505,"GIRL'S H/S JAKHIM RAFIGANJ, AURANGABAD",AURANGABAD,DAUDNAGAR
83506,"GIRL'S H/S PATHARKATTI DAUDNAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83507,"LOHIYA SMARAK H/S GOH, AURANGABAD",AURANGABAD,DAUDNAGAR
83508,"HIGH SCHOOL TETARIUA, AURANGABAD",AURANGABAD,DAUDNAGAR
83509,"SHRI RAMJANKI H/S DADHAPI, AURANGABAD",AURANGABAD,DAUDNAGAR
83510,L B S SMARAK H/S GAINI AURANGABAD,AURANGABAD,DAUDNAGAR
83511,"Y S SMARK GIRLS H/S REPURA DAUDNAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83512,MAHARANA PRATAP H/S BELSARA AURANGABAD,AURANGABAD,DAUDNAGAR
83513,"ANUGRAH NARAYAN GIRL'S H/S KALAPAHAR TENDUA, AURANGABAD",AURANGABAD,DAUDNAGAR
83514,"BRIJ MOHAN H/S CHEIN MADANPUR, AURANGABAD",AURANGABAD,DAUDNAGAR
83515,MUNDRIKA H/S BIJOI AURANGABAD,AURANGABAD,DAUDNAGAR
83517,BALIKA H/S RAMNAGAR AURANGABAD,AURANGABAD,DAUDNAGAR
83519,"BHAGWAN SRI KRISHNA H S GORARI HASPURA, AURANGABAD",AURANGABAD,DAUDNAGAR
83522,RAM RAKSHYA H S BAGAIYA AURANGABAD,AURANGABAD,DAUDNAGAR
83701,"BANWARI JANATA MADAN H/S KERA DAUD NAGAR, AURANGABAD",AURANGABAD,DAUDNAGAR
83702,"KAMLA PRASAD SINGH S S SCHOOL BABU AMOUNA, AURANGABAD",AURANGABAD,DAUDNAGAR
83703,"MAHILA S.S. SCHOOL, OBRA, AURANGABAD",AURANGABAD,DAUDNAGAR
84001,"DRZAMEER AHSAN HIGH SCHOOL DHORHA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84002,"M K D HIGH SCHOOL BHARTHU, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84003,"S T HIGH SCHOOL PITAMBERPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84004,"S P HIGH SCHOL NAWAWGANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84005,"HIGH SCHOOL UMTADHARNAI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84006,"SUKHDEV PRASAD VERMA +2 HIGH SCHOOL TEHTA, JEHANABAD ",JEHANABAD,RATNI FARIDPUR
84007,"HIGH SCHOOL SONWAN, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84008,"S B M P V MANDIL, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84009,"G B HIGH SCHOOL DAYALBAG NEHALPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84010,"PROJECT GIRLS HIGH SCHOOL KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84011,"HIGH SCHOOL GHOSI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84012,"HIGH SCHOOL MAKHDUMPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84013,S S GIRLS HIGH SCHOOL JEHANABAD,JEHANABAD,RATNI FARIDPUR
84014,MURLIDHAR HIGH SCHOOL JEHANABAD,JEHANABAD,RATNI FARIDPUR
84015,"HIGH SCHOOL HULAS GANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84016,"ADARSH HIGH SCHOOL BAURI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84017,"S A S HIGH SCHOOL PALI BAZAR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84018,"HIGH SCHOOL IKKIL, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84019,"HIGH SCHOOL MURGAON, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84020,"R C S H/S IBRAHIMPUR SRIBIGHA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84021,"HIGH SCHOOL OKARI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84022,"VIMAL HIGH SCHOOL SHAISTABAD, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84023,"HIGH SCHOOL HATI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84024,"HIGH SCHOOL LAKHAWAR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84025,GAUTAM BUDH HIGH SCHOOL JEHANABAD,JEHANABAD,RATNI FARIDPUR
84026,"SARTA HIGH SCHOOL SARTA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84027,"GANDHI HIGH SCHOOL PRABHAT NAGAR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84028,"S S S GIRLS HIGH SCHOOL BASANTPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84029,"KISAN H/S BHAWANICHAK SURANGA PUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84030,"G P V KRISHNA SHRAM SIKARIYA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84031,"O P V KESHARBAG KHAIRA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84032,"S R K HIGH SCHOOL PANDOOI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84033,"HIGH SCHOOL DAUDPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84034,"HIGH SCHOOL MACHHIL, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84035,"HIGH SCHOOL KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84036,"HIGH SCHOOL RAKASIYA DAYAL CHAK, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84037,"R P VIDYALAY NOAWAN, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84038,"R N S S PROJECT GIRL H/S OKARI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84039,"PROJECT KANYA HIGH SCHOOL MAKHDUMPU, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84040,"G M HIGH SCHOOL SAGARPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84041,"KAMESHWAR HIGH SCHOOL ALIGANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84042,"HIGH SCHOOL BARHAUNA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84043,"D N HIGH SCHOOL BANDHUGANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84044,P V SHAKURABAD JEHANABAD,JEHANABAD,RATNI FARIDPUR
84045,G M INTER SCHOOL JEHANABAD,JEHANABAD,RATNI FARIDPUR
84046,"B.S.DR.B.R.A SC RES BALIKA VIDYALAYA,D.KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84301,"UTKRAMIT M S BHADSARA BARAWA KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84302,"UTKRAMIT M S AMAIN JAHANABAD, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84303,"UTKRAMIT M S LAKHAPUR RATNIFARIDPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84304,"UTKRAMIT M S KOHARA MAKHDUMPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84305,"UTKRAMIT M S KAJISARAI AMTHUA KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84306,"UTKRAMIT MADHYAMIK SCHOOL DEDHSAIYA, KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84307,"UTKRAMIT M S PINZOUR KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84308,"UTKRAMIT M S JALALPUR VISHUNPUR OKARI MODANGA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84309,"UTKRAMIT M S VIRA TIRA HULASGANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84310,"UTKRAMIT M S AKBARPUR DAKRA MAKHDUMPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84311,UPGRADED M S BAZARTALI KALPA JEHANABAD,JEHANABAD,RATNI FARIDPUR
84312,"UTKRAMIT M S AHIYASA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84313,"UTKRAMIT M S SEWNON, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84314,"UTKRAMIT M S DEORA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84315,"UTKRAMIT MADHYAMIK SCHOOL GANGAPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84316,"UTKRAMIT MADHYAMIK SCHOOL KEUR, HULASGANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84317,"UTKRAMIT M S URDU MALATHI, MUKHDUMPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84318,"UTKRAMIT MADHYAMIK SCHOOL GHEJAN, RATANI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84319,"UTKRAMIT MADHYAMIK SCHOOL DEVDHARA, KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84320,"UTKRAMIT MADHYAMIK SCHOOL PANDAUL, RATANI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84321,"UTKRAMIT MADHYAMIK SCHOOL UTTARSERTHU, KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84322,"UTKRAMIT MADHYAMIK SCHOOL JAHAGIRPUR, RATANI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84324,"UTKRAMIT MADHYAMIK SCHOOL DHURIA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84326,"UTKRAMIT MADHYAMIK SCHOOL, KURTHDIH, MAKHDUMPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84327,"UTKRAMIT MADHYAMIK SCHOOL, CHADH MAKHDUMPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84328,"UTKRAMIT MADHYAMIK SCHOOL, NARAMA, HULASHGANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84329,"UTKRAMIT MADHYAMIK SCHOOL, KUNDILA, RATANI, PHARIDPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84330,"UTKRAMIT MADHYAMIK SCHOOL, DHARAUT, MAKHDUMPUR, JAHANABAD",JEHANABAD,RATNI FARIDPUR
84331,"UTKRAMIT MADHYAMIK SCHOOL, RAMGANJ, GHOSHI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84332,"UTKRAMIT MADHYAMIK SCHOOL, MANIYAWA, KAKO, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84333,"UTKRAMIT MADHYAMIK SCHOOL, UTTARAPATTI, RATNI FARIDPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84336,U.H.S  ABGILLA,JEHANABAD,RATNI FARIDPUR
84337,U.H.S BAIRAMSARAI,JEHANABAD,RATNI FARIDPUR
84501,MAA TARA BALIKA HIGH SCHOOL JEHANABAD,JEHANABAD,RATNI FARIDPUR
84502,"K L S ADARSH HIGH SCHOOL MAKHDUMPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84503,"HIGH SCHOOL MOKAR DAULATPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84504,"SRI BABA RAMDAS H S NAWGARH LODIPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84505,"LOK MANYA H S SEWA ASHRAM KACHANAWAN MAKHDUMP, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84506,"KISHUNCHAND DANGI GIRL'S H S DHANGAWAN, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84507,"GIRL'S HIGH SCHOOL DHANADIHARI, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84508,"GIRL'S HIGH SCHOOL HULASGANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84509,"GIRL'S HIGH SCHOOL BIRRA BHAGWANPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84510,"KULDEEP NARAYAN SINGH H S TIMALPUR, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84511,"KISAN MAJDUR H S MODANGANJ, JEHANABAD",JEHANABAD,RATNI FARIDPUR
84512,"SHIV RATAN H S JAROO BANWARIA, JEHANABAD",JEHANABAD,RATNI FARIDPUR
85001,"SARVODAY HIGH SCHOOL LARI, ARWAL",ARWAL,ARWAL
85002,"B M HIGH SCHOOL PINJRAWAN, ARWAL",ARWAL,ARWAL
85003,"HIGH SCHOOL KURTHA, ARWAL",ARWAL,ARWAL
85004,"F A M HIGH SCHOOL PAKHARPUR, ARWAL",ARWAL,ARWAL
85005,"B P HIGH SCHOOL AIYARA, ARWAL",ARWAL,ARWAL
85006,"HIGH SCHOOL BANSHI KALYANPUR, ARWAL",ARWAL,ARWAL
85007,BALIKA HIGH SCHOOL ARWAL,ARWAL,ARWAL
85008,"J B K HIGH SCHOOL KAMTA, ARWAL",ARWAL,ARWAL
85009,"HIGH SCHOOL INJORE, ARWAL",ARWAL,ARWAL
85010,"HIGH SCHOOL KORIAM, ARWAL",ARWAL,ARWAL
85011,"S R HIGH SCHOOL ANANDPUR, ARWAL",ARWAL,ARWAL
85012,"S G M HIGH SCHOOL JAIPUR, ARWAL",ARWAL,ARWAL
85013,"HIGH SCHOOL JONHABAGHRA, ARWAL",ARWAL,ARWAL
85014,"S HIGH SCHOOL SEMBHUA, ARWAL",ARWAL,ARWAL
85015,"N N HIGH SCHOOL NIRANJAN PUR, ARWAL",ARWAL,ARWAL
85016,UMAIRABAD HIGH SCHOOL ARWAL,ARWAL,ARWAL
85017,"R N S HIGH SCHOOL JAMUHARI, ARWAL",ARWAL,ARWAL
85018,"SARVODAY HIGH SCHOOL MALI RAMGARH, ARWAL",ARWAL,ARWAL
85019,"HIGH SCHOOL MIRZAPUR, ARWAL",ARWAL,ARWAL
85020,"S K HIGH SCHOOL CHANDA, ARWAL",ARWAL,ARWAL
85021,"R R HIGH SCHOOL SACHAI, ARWAL",ARWAL,ARWAL
85022,"S J S HIGH SCHOOL MANGA BIGHA, ARWAL",ARWAL,ARWAL
85023,"SV HIGH SCHOOL DANIYALA, ARWAL",ARWAL,ARWAL
85024,HIGH SCHOOL KINJER ARWAL,ARWAL,ARWAL
85025,G A HIGH SCHOOL ARWAL,ARWAL,ARWAL
85026,"S D D HIGH SCHOOL PURAN, ARWAL",ARWAL,ARWAL
85027,"B HIGH SCHOOL SHAHAR TELPA, ARWAL",ARWAL,ARWAL
85028,"HIGH SCHOOL FATEHPUR SANDA, ARWAL",ARWAL,ARWAL
85029,"S R K HIGH SCHOOL KALER, ARWAL",ARWAL,ARWAL
85030,"R K HIGH SCHOOL ROHAI, ARWAL",ARWAL,ARWAL
85031,"HIGH SCHOOL AGANOOR, ARWAL",ARWAL,ARWAL
85032,"HIGH SCHOOL KARPI, ARWAL",ARWAL,ARWAL
85033,"S D HIGH SCHOOL SOHASA, ARWAL",ARWAL,ARWAL
85034,"S N S H/S BAKHTARI MANJHOPUR, ARWAL",ARWAL,ARWAL
85035,"S P GUPTA HIGH SCHOOL TAKEYA, ARWAL",ARWAL,ARWAL
85036,"S M HIGH SCHOOL KHATANGI, ARWAL",ARWAL,ARWAL
85037,"RAMESHWAR HIGH SCHOOL BAMBHAI, ARWAL",ARWAL,ARWAL
85038,"MAHAVIR HIGH SCHOOL JHUNATHI, ARWAL",ARWAL,ARWAL
85039,"S P HIGH SCHOOL NADI, ARWAL",ARWAL,ARWAL
85040,"L N MISHRA HIGH SCHOOL DARIYAPUR, ARWAL",ARWAL,ARWAL
85041,HIGH SCHOOL ITWAN ARWAL,ARWAL,ARWAL
85042,DR. BHIMRAO AMBEDKAR GIRLS ARWAL,ARWAL,ARWAL
85301,"UTKRAMIT MADHYAMIK SCHOOL KHAJURI, KARPI, ARWAL",ARWAL,ARWAL
85302,"UTKRAMIT MADHYAMIK SCHOOL ANDHARACHAK, KARPI, ARWAL",ARWAL,ARWAL
85303,"UTKRAMIT MADHYAMIK SCHOOL USARI, KALER, ARWAL",ARWAL,ARWAL
85304,"UTKRAMIT MADHYAMIK SCHOOL WALIDAD, KALER, ARWAL",ARWAL,ARWAL
85305,"UTKRAMIT MADHYAMIK SCHOOL  KAITHALODIPUR KURTHA, ARWAL",ARWAL,ARWAL
85306,"U M S PONDIL, SONEBHADRA VANSI SURYAPUR, ARWAL",ARWAL,ARWAL
85307,"UTKRAMIT M S RAMPUR CHOURAM, ARWAL",ARWAL,ARWAL
85308,"UTKARMIT MADHYA VIDYALAYA,SHERPUR,SONDHADRA BANSHI SURYAPUR, ARWAL",ARWAL,ARWAL
85309,"UTKARMIT MADHYAMIK VIDYALAYA, MURARI , KARPI, ARWAL",ARWAL,ARWAL
85310,U.H.S.BELAW,ARWAL,ARWAL
85311,U.H.S.BENIPUR,ARWAL,ARWAL
85501,"SAHDEO PRASAD YADAV GIRL'S H S MUBARAKPUR KUR, ARWAL",ARWAL,ARWAL
85502,"PRAGATISHIL H S KHARASIN BANSI, ARWAL",ARWAL,ARWAL
85503,"SAHDEO PRASAD YADAV H S MANIKPUR KURTHA, ARWAL",ARWAL,ARWAL
85504,"SHYAM SUNDER H S AKRAUNJA BANSI, ARWAL",ARWAL,ARWAL
85505,"KHADERAN SINGH H S RAMLAGAN BIGHA, ARWAL",ARWAL,ARWAL
85506,"H S RAMNAGAR KOCHAHASA KARPI, ARWAL",ARWAL,ARWAL
85507,"TERIHARI H S TERI, ARWAL",ARWAL,ARWAL
85508,"YADUNANDAN SHARMA H S MANJHIYAWAN KURTHA, ARWAL",ARWAL,ARWAL
85509,"S I G H RES PRA SHA UCHA VIDHAYA KEMDARCHAK, ARWAL",ARWAL,ARWAL
85510,"SRI RAMPRAPANNA CHARYA H/S BELSAR, ARWAL",ARWAL,ARWAL
85511,"HIGH SCHOOL RAMPURWAINA, ARWAL",ARWAL,ARWAL
85702,"K P SINGH YADAV +2 COLLEGE KARPI, ARWAL",ARWAL,ARWAL
85703,"SARDAR PATEL +2 H/S 12-MILE PARIYARI BAZAR, ARWAL",ARWAL,ARWAL
85707,DR. RAM NARAYAN PRASAD +2 H/S ARWAL,ARWAL,ARWAL
91001,"ZILA SCHOOL CHAPRA, SARAN",SARAN,MASHRAKH
