School Code,School Name,District Name,Block Name
26075,"DURGA HIGH SCHOOL MEGHAUL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26076,"PROJECT GIRLS HIGH SCHOOL MEGHAUL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26077,"HIGH SCHOOL CHHAURAHI MATIHANI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26078,"KISHAN HIGH SCHOOL TARABARIYARPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26079,"A P S HIGH SCHOOL NAOKOTHI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26080,"B S HIGH SCHOOL PAHSARA BABHANGAMA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26081,"R K S SIYALAKHAN HIGH SCHOOL SAMSA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26082,"RAJKIYA KRIT HIGH SCHOOL PARIHARA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26083,"S N PROJECT GIRLS H/S BAKHRI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26084,"S L U N HIGH SCHOOL SHAKARPURA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26085,"A R K HIGH SCHOOL KUMHARSON, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26086,"RAJKIYA KRIT HIGH SCHOOL GARHPURA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26087,"PROJ R N S BALIKA+2 HIGH SCHOOL GARHPURA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26088,"DR LOHIYA HIGH SCHOOL MORTAR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26089,"L N HIGH SCHOOL MALIPUR MUSEPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26301,"UTKRAMIT M S FATEHA BACHWARA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26303,"UTKRAMIT M S SAKARVASA CHHERIYA BARIYARPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26304,"UTKRAMIT M S JAGATPURA RAMDIRI MATIHANI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26305,"UTKRAMIT M S VISHANUPUR AAHOK SAHEBPUR KAMAL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26306,"UTKRAMIT M S MASUDANPUR BHAGWANANDPUR BALIYA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26307,"UTKRAMIT M S GAURA TEGHRA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26308,"UTKRAMIT M S BATHAULI BARAUNI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26309,"UTKRAMIT M S DADUPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26310,"UTKRAMIT M S CHHABILAPUR SATHA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26311,"UTKRAMIT M S GUDAR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26312,"UTKRAMIT M S KATARMALA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26313,"UTKRAMIT M S GHAGHARA BAKHARI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26314,"UTKRAMIT M S BHARRA SUJA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26315,"UTKRAMIT M S BASUDEOPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26316,"UTKRAMIT M S PANSALLA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26317,"UTKRAMIT M S SIHAMA CHHOURAHI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26318,"UTKRAMIT M S BEGAMPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26319,"UTKRAMIT M S RICHIYAHI NAYARTOL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26320,"UTKRAMIT M S RAJAKPUR NAWAKOTHI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26321,"UTKRAMIT M S RAJOURA BISHUNPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26322,"UTKRAMIT M S HEERA TOL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26323,"UTKRAMIT M S AKAHA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26324,"UTKRAMIT M S LAUCHHE, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26325,"UTKRAMIT M S MAKDAMPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26326,"UTKRAMIT M S KHARMAULI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26327,"UTTKRAMIT M S PARRA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26328,"UTKRAMIT M S MOKHTIYARPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26329,"UTKRAMIT M S KUSMAUT, BEGUSARIA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26330,"UTKRAMIT M S AKAHA RAMPUR, TEGHARA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26331,"UTKRAMIT M S CHACKMUZAFFAR, NAVKOTHI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26332,"UTKRAMIT M S OJHA TOLA, TEGHARA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26333,"UTKRAMIT MADHYAMIK SCHOOL MCHARAHA RAJOUR, GARDHPURA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26334,"UTKRAMIT M S NAYA TOLA KALYANPUR, DANDARI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26336,"UTKRAMIT M S TAJPUR, BHAGWANPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26337,"UTKRAMIT M S BAKHARI, BAKHARI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26338,"UTKRAMIT MADHYAMIK SCHOOL CHAKHAMID NADAIL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26339,"UTKRAMIT MADHYAMIK SCHOOL RAJOPUR, DANDARI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26340,"UTKRAMIT M S KORIYAMA, GARDHPURA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26341,"UTKRAMIT M S MIRJAPUR CHAND, BARAUNI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26342,"UTKRAMIT M S PIDHAULI, TEGHARA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26343,"UTKRAMIT M S SAADPUR, SAHEBPUR KAMAL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26344,"UTKRAMIT M S BHAWANGAMA, BARAUNI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26345,"UTKRAMIT M S SISAUNI, DANDARI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26346,"UTKRAMIT M S RAHUA, SAHEBPUR KAMAL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26347,"UTKRAMIT M S CHAKIA PUNARWAS, BARAUNI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26348,"UTKRAMIT M S MASURAJ, KHODAWANTPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26349,"UTKRAMIT M S MUSAHARI, KHODAWANTPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26350,"UTKRAMIT M S ASURARI, BARAUNI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26351,"UTKRAMIT MADHYAMIK SCHOOL PRANPUR HINDI, GARDHPURA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26352,"UTKRAMIT MADHYAMIK SCHOOL RASALPUR, SAHEBPUR KAMAL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26353,"UTKRAMIT M S DARIAPUR, MATIHANI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26354,"UTKRAMIT M S KESHAVE, BARAUNI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26355,"UTKRAMIT M S GODARGAMA, MATIHANI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26356,"UTKRAMIT M S DIHA, SAHEBPUR KAMAL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26357,"UTKRAMIT M S RAGHUNATHPUR, SAHEBPUR KAMAL, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26358,"UTKRAMIT M S PAPRAUR, BARAUNI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26360,"UTKRAMIT M S AKAHA RANIAUNA, NAVAKATHI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26361,"UTKRAMIT URDU MADHYAMIK SCHOOL, NURULLAHPUR, KHODAWANDPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26362,"UTKRAMIT M S GAOURI DIH, CHAUDAHI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26363,"UTKRAMIT MADHYAMIK SCHOOL, BAHDARPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26364,"UTKRAMIT MADHYAMIK SCHOOL, EJANI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26365,"UTKRAMIT MADHYAMIK SCHOOL, MEHA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26366,"UTKRAMIT MADHYAMIK SCHOOL, KAURAY, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26367,"UTKRAMIT MADHYAMIK SCHOOL, AMARPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26369,"UTKRAMIT MADHYAMIK SCHOOL, AMARI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26370,"UTKRAMIT MADHYAMIK SCHOOL, SHAHPUR PATLA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26371,"UTKRAMIT MADHYAMIK SCHOOL, MAHAJI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26372,"UTKRAMIT MADHYAMIK SCHOOL, DUNAHI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26373,"UTKRAMIT MADHYAMIK SCHOOL, INIYAR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26375,"UTKRMIT MADHYAMIK SCHOOL, NAIPUR BAHRAMPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26376,"UTKRAMIT MADHYAMIK SCHOOL, BANK, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26377,"UTKRAMIT MADHYAMIK SCHOOL, SINHMA DIYARA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26379,"UTKARMIT MADHYAMIC VIDYALAYA, JAHANPUR BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26380,"UTKARMIT MADHYAMIC VIDYALAYA, LAKHO, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26381,"UTKARMIT MADHYAMIC VIDYALAYA, PALIDIH, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26382,"U.M.S CHAKIYA ,CHIRANJIVIPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26383,"UTKRAMIT H/S SANJAT, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26501,"SHIVAM BALIKA H/S RAGHUNATHPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26502,"SHREE FEKAN MAHTO H/S BARBIGHI BALLIA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26503,"HARIHAR MAHTO H/S AMARI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26504,"JANTA HIGH SCHOOL SADPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26505,"JANTA H/S CHOUKI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26506,"SRI SARASWATI H/S KUMBHI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26507,"MAHANTH NARAYAN DAS H/S RAHATPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26508,"HIGH SCHOOL BIKARAMPUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26509,"KARPURI THAKUR H/S LAKHO, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26510,"C M HIGH SCHOOL CHHITRAUR, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26511,"RADHA BHUNESHWARI H/S AMARI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26701,INDRA JYOTI H/S PAKTAUL KIJIHCHAK BEGUSARAI,BEGUSARAI,KHODAWANDPUR
26702,"BHARTHOBHARAT M S PIPRADEWAS BARAUNI BEGUSARA, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26703,GANGOTRI NARESH M S MADHURAPUR BEGUSARAI,BEGUSARAI,KHODAWANDPUR
26704,"AYODHAYA KARPURICHARAN M S DHABAULI, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26705,"SRI SRI 108 MAHANT RAMJIVAN DAS INTER COLLEGE, BEGUSARAI",BEGUSARAI,KHODAWANDPUR
26706,S V N H/S LOHIYANAGAR BEGUSARAI,BEGUSARAI,KHODAWANDPUR
26707,S D M GIRL'S H/S TEGHRA BEGUSARAI,BEGUSARAI,KHODAWANDPUR
31001,ZILA SCHOOL BHAGALPUR,BHAGALPUR,NARAYANPUR
31002,NAV STHAPIT ZILA SCHOOL BHAGALPUR,BHAGALPUR,NARAYANPUR
31003,GOVT GIRLS HIGH SCHOOL BHAGALPUR,BHAGALPUR,NARAYANPUR
31004,GVT SC RES H/S COMPANYBAG BHAGALPUR,BHAGALPUR,NARAYANPUR
31005,T N B COLLEGIATE INTER SC BHAGALPUR,BHAGALPUR,NARAYANPUR
31006,INTER MARWARI PATHSHALA BHAGALPUR,BHAGALPUR,NARAYANPUR
31007,S S VIDYA NIKETAN BHAGALPUR,BHAGALPUR,NARAYANPUR
31008,S H P A H/S CHANDIPATTI BHAGALPUR,BHAGALPUR,NARAYANPUR
31009,MIRJANHAT HIGH SCHOOL BHAGALPUR,BHAGALPUR,NARAYANPUR
31010,"S M LAL GIRLS HIGH SCHOOL MIRJANHAT, BHAGALPUR",BHAGALPUR,NARAYANPUR
31011,J ADARSH GIRLS HIGH SCHOOL BHAGALPUR,BHAGALPUR,NARAYANPUR
31012,MOKSHDA GIRLS INTER SCH BHAGALPUR,BHAGALPUR,NARAYANPUR
31013,M L GIRLS H/S NAYABAZAR BHAGALPUR,BHAGALPUR,NARAYANPUR
31014,JAGLAL H/S COMPANYBAGH BHAGALPUR,BHAGALPUR,NARAYANPUR
31015,"S R HIGH SCHOOL NATH NAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31016,"S S GIRLS HIGH SCHOOL NATH NAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31017,"GURUKUL HIGH SCHOOL NATH NAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31018,"R H M T B HIGH SCHOOL BARARI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31019,"L N HIGH SCHOOL JAGDISHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31020,"P JHA HIGH SCHOOL BAIJANI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31021,HIGH SCHOOL SHAHKUND BHAGALPUR,BHAGALPUR,NARAYANPUR
31022,"M N HIGH SCHOOL AMBA SHAHKUND, BHAGALPUR",BHAGALPUR,NARAYANPUR
31023,"HIGH SCHOOL MANIKPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31024,"K L HIGH SCHOOL NARAYANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31025,"HIGH SCHOOL RAMPURDIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31026,"HIGH SCHOOL SAJOUR FATEHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31027,"S C R HIGH SCHOOL SULTANGANJ, BHAGALPUR",BHAGALPUR,NARAYANPUR
31028,"K N S M HIGH SCHOOL SULTANGANJ, BHAGALPUR",BHAGALPUR,NARAYANPUR
31029,"SMT P D M GIRLS H/S SULTANGANJ, BHAGALPUR",BHAGALPUR,NARAYANPUR
31030,"D P M HIGH SCHOOL KARHARIA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31031,HIGH SCHOOL KHERAIHIYA BHAGALPUR,BHAGALPUR,NARAYANPUR
31032,HIGH SCHOOL KUMAITHA BHAGALPUR,BHAGALPUR,NARAYANPUR
31033,"HIGH SCHOOL TILAKPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31034,"HIGH SCHOOL KHANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31035,"A S HIGH SCHOOL BELARI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31036,"ADARSH HIGH SCHOOL NAYAGAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31037,"HIGH SCHOOL KATHAHARA KUMARPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31038,N M HIGH SCHOOL PAIN BHAGALPUR,BHAGALPUR,NARAYANPUR
31039,"N G A H/S DUDHAILA BAIKUNTHAPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31040,"HIGH SCHOOL RANNUCHAK MAKANDPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31041,HIGH SCHOOL SHAHPUR BHAGALPUR,BHAGALPUR,NARAYANPUR
31042,"HIGH SCHOOL NOORPUR NATH NAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31043,HIGH SCHOOL KAJRAILI BHAGALPUR,BHAGALPUR,NARAYANPUR
31044,HIGH SCHOOL SABOUR BHAGALPUR,BHAGALPUR,NARAYANPUR
31045,"GIRLS HIGH SCHOOL SABOUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31046,"HIGH SCHOOL BAHADURPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31047,"HIGH SCHOOL MAMALKHA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31048,PRASHSTDIH SIMRO H/S BHAGALPUR,BHAGALPUR,NARAYANPUR
31049,"GANDHI HIGH SCHOOL JAMIN MURHANHAT, BHAGALPUR",BHAGALPUR,NARAYANPUR
31050,"BARI ADARSH HIGH SCHOOL SANHOULA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31051,HIGH SCHOOL TARAR BHAGALPUR,BHAGALPUR,NARAYANPUR
31052,"GIRLS HIGH SCHOOL TARAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31053,"S C M L K P H/S ARAR DHUABAI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31054,"R HIGH SCHOOL SANOKHAR HAT, BHAGALPUR",BHAGALPUR,NARAYANPUR
31055,"PROJECT GIRLS H/S JAGDISHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31056,"PROJECT GIRLS H/S SAHKUND, BHAGALPUR",BHAGALPUR,NARAYANPUR
31057,C M S HIGH SCHOOL ADAMPUR BHAGALPUR,BHAGALPUR,NARAYANPUR
31058,DURGACHARAN HIGH SCHOOL BHAGALPUR,BHAGALPUR,NARAYANPUR
31059,MUSLIM HIGH SCHOOL BHAGALPUR,BHAGALPUR,NARAYANPUR
31060,C C GIRLS HIGH SCHOOL BHAGALPUR,BHAGALPUR,NARAYANPUR
31061,"URDU GIRLS HIGH SCHOOL ASANANDPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31062,GOVT OBC GIRLS RES. HIGH SCH BHAGALPUR,BHAGALPUR,NARAYANPUR
31063,"SHARDA PATHSHALA H S KHALGHAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31064,"GANPAT SINGH HIGH SCHOOL KAHALGAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31065,"S S GIRLS HIGH SCHOOL KAHALGAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31066,"HIGH SCHOOL AKBARPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31067,"J L HIGH SCHOOL DHANOURA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31068,HIGH SCHOOL EKCHARI BHAGALPUR,BHAGALPUR,NARAYANPUR
31069,"SRI SANT HIGH SCHOOL GHOGHA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31070,"G M VIKRAM SHILA H/S ANTICHAK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31071,"HIGH SCHOOL BUDHUCHAK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31072,"S HIGH SCHOOL SHOBHANATHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31073,HIGH SCHOOL MATHURAPUR BHAGALPUR,BHAGALPUR,NARAYANPUR
31074,"RAM SUNDER HIGH SCHOOL RAMPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31075,"C K K HIGH SCHOOL KAIRIA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31076,"SHERMARI HIGH SCHOOL PIRPAINTI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31077,"HIGH SCHOOL, ISHIPUR BHAGALPUR",BHAGALPUR,NARAYANPUR
31078,"S R HIGH SCHOOL KHAWASPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31079,"R D P HIGH SCHOOL DUBAULI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31080,"L N HIGH SCHOOL MALIKPUR PIRPAINTI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31081,"C D GIRLS HIGH SCHOOL SHERMARI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31082,"S D HIGH SCHOOL RAMNAGAR GOVINDPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31083,"ST MICHAEL'S GIRLS +2 HIGH SCHOOL GOKHLA, MIRZA CHAUKI ,BHAGALPUR",BHAGALPUR,NARAYANPUR
31084,"INTER HIGH SCHOOL NAVGACHIYA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31085,"RUNGTA GIRLS HIGH SCHOOL NAVGACHIYA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31086,"S HIGH SCHOOL SAHUPARBATTA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31087,HIGH SCHOOL KHARIK BHAGALPUR,BHAGALPUR,NARAYANPUR
31088,"M HIGH SCHOOL TULSHIPUR YAMUNIYA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31089,"R D HIGH SCHOOL TETRIPAKRA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31090,"M M HIGH SCHOOL ATHGAMA RAGHOPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31091,"HIGH SCHOOL BHAWANPURA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31092,"HIGH SCHOOL BAHATRA RAGHOPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31093,"ADARSH HIGH SCHOOL KADWA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31094,"NEHRU HIGH SCHOOL DHOL BAZZA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31095,"HIGH SCHOOL PUNAMA PRATAP NAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31096,"N K HIGH SCHOOL NAGRAH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31097,"M S HIGH SCHOOL BIHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31098,"N K HIGH SCHOOL JHANDAPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31099,"HIGH SCHOOL JAIRAMPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31100,HIGH SCHOOL BABHANGAMA BHAGALPUR,BHAGALPUR,NARAYANPUR
31101,"S S HIGH SCHOOL MZMA GANAUL, BHAGALPUR",BHAGALPUR,NARAYANPUR
31102,"HIGH SCHOOL NARAYANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31103,"KANYA HIGH SCHOOL SONBARSA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31104,"L N M GIRLS HIGH SCHOOL BHRAMARPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31105,"BAPU HIGH SCHOOL DAYALPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31106,"HIGH SCHOOL GOURIPUR LATTIPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31107,"HIGH SCHOOL SAIDPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31108,"M S M HIGH SCHOOL CHAPARHAT, BHAGALPUR",BHAGALPUR,NARAYANPUR
31109,"T N HIGH SCHOOL RANGRA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31110,"S B C HIGH SCHOOL LATTIPAKAR DHARHRA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31111,HIGH SCHOOL KAMLAKUND BHAGALPUR,BHAGALPUR,NARAYANPUR
31112,"S R N D L Y H/S LATTRA NAVTOLIYA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31113,"PROJECT GIRLS HIGH SCHOOL SAIDPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31114,"NAGAR H/S PAHARPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31301,"UTKRAMIT M S DADPUR DHODHIYA DADPUR KHARIF, BHAGALPUR",BHAGALPUR,NARAYANPUR
31302,"UTKRAMIT M S KAHARPUR HARIYO MAHESHPUR BIHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31303,"UTKRAMIT M S LAXMIPUR NARAYANPUR ISHMAIELPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31304,"UTKRAMIT M S MADARGANJ SANHAULI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31305,"UTKRAMIT M S PANNUCHAK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31306,"UTKRAMIT M S GADHAUTIYA TAGARPUR GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31307,"U M S AJMERI B RATIPUR BAIRIYA NATHNAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31308,"U M S MUHAMMADPUR P TOLA SONUCHAK JAGDISHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31309,"UTKRAMIT M S SHIVAYDIH SABOUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31310,"UTKRAMIT M S DILAURI SRIMATPUR HUJURNAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31311,"UTKRAMIT M S DINDAYALPUR SHAHKUND, BHAGALPUR",BHAGALPUR,NARAYANPUR
31312,"UTKRAMIT M S UDHADIH BHIRKHUND SULTANGANJ, BHAGALPUR",BHAGALPUR,NARAYANPUR
31313,"UTKRAMIT M S MURLIRANGRA CHOWK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31314,"U M S KALENDI NAGAR DUMARIYA CHAPARGHAT, BHAGALPUR",BHAGALPUR,NARAYANPUR
31315,"U M S BASUDEVPUR BHALUYA KERIYA KHALGAWN, BHAGALPUR",BHAGALPUR,NARAYANPUR
31316,"UTKRAMIT M S MAHESHAMUNDA KAHALGAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31317,"UTKRAMIT M S EKDARA KHALGAWN, BHAGALPUR",BHAGALPUR,NARAYANPUR
31318,"UTKRAMIT M S BIRNOUDH GAURADIH GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31319,"UTKRAMIT M S AGARPUR MANJHIPUR GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31320,"UTKRAMIT M S DANDA BAZAR SARATH GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31321,"UTKRAMIT M S SAUR KERIYA KHALGAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31322,"UTKRAMIT M S FATHEHPUR BHUWALPUR NATHNAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31323,"GOVT UTKRAMIT M S KURPAT BAIJALPUR SABAUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31324,"UTKRAMIT M S MAHUADHIH RAJAGAON PIRPAITI, BHAGALPUR",BHAGALPUR,NARAYANPUR
