School Code,School Name,District Code
23310,"UTTKRAMIT M S BIHRAURA, LAKHISARAI",23
23311,"UTTKRAMIT M S NONGADH, LAKHISARAI",23
23312,"UTTKRAMIT M S SURARI, LAKHISARAI",23
23313,"UTTKRAMIT M S POKHRAMA, LAKHISARAI",23
23314,"UTTKRAMIT M S GHOSHI KUNDI, LAKHISARAI",23
23315,"UTKRAMIT M S SINGHAUL TETARIAYA, LAKHISARAI",23
23316,"UTKRAMIT M S PIPARIYA DIYARA, PIPARIA, LAKHISARAI",23
23317,"UTKRAMIT M S KUNDAR, CHANAN, LAKHISARAI",23
23318,"UTKRAMIT M S RASULPUR, SURYGARDHA, LAKHISARAI",23
23319,"UTKRAMIT M S KANIMOAH, SURYGARDHA, LAKHISARAI",23
23320,"UTKRAMIT M S PRATAPPUR, BARHIA, LAKHISARAI",23
23321,"UTKRAMIT M S TITAYACHAK, CHANAN LAKHISARAI",23
23322,"UTKRAMIT M S BHANDAR, CHANAN, LAKHISARAI",23
23323,"UTKRAMIT M S G B S GARHA KAJARA SHIKSHANCHAL, LAKHISARAI",23
23324,"UTKRAMIT M S NAVKADIH URAIN, S.GARHA KAJARA, LAKHISARAI",23
23325,"UTKRAMIT M S KAJARA, S GARHA, LAKHISARAI",23
23326,"UTKRAMIT M S BANNUBAGICHA CHANAN,LAKHISARAI",23
23327,"UTKRAMIT M S BASUACHACK, CHACHAN, LAKHISARAI",23
23328,"UTKRAMIT M S LAXMIPUR SAHJADPUR, BARAHIA, LAKHISARAI",23
23329,"UTKRAMIT M S KHAGAUR, LAKHISARAI",23
23330,"UTKRAMIT UCHCH MADHYAMIK VIDYALAYA, HUSAINA, SURYGARDHA, LAKHISARAI",23
23331,"U M S LOSHDHANI, SURYAGADHA, LAKHISARAI",23
23332,"UPGRADED SR. SECONDARY SCHOOL, DHEERA, HALSI, LAKHISARAI",23
23333,UTKRAMIT.UCHCH.MADHYAMIK.VIDYALAY.BILAURI.LAKHISARAI,23
23334,"SR. SECONDARY SCHOOL, MOHANPUR, PIPARIYA, LAKHISARAI",23
23335,"UPGRADED H/S GADHI VISHANPUR, LAKHISARAI",23
23336,UTKARMIT MADHMIK VIDYALAYA SABIKPUR ,23
23337,"UPGRADED SECONDARY SCHOOL, SHAHNAGAR, RAMGARH CHAUK, LAKHISARAI",23
23339,UPGRADED HIGH SCHOOL GANGASARAI BARAHIYA LAKHISARAI,23
23340,UPGRADED HIGHER SECONDARY SCHOOL BHANPUR AIJNI GHAT BARAHIYA LAKHISARAI,23
23341,UCHCH MADHYMIK VIDYALAY BICHHWAY CHANAN LAKHISARAI,23
23342,UTKARMIT UCHCH MADHYMIK VIDYALAY JANKIDIH BELDARIYA CHANAN LAKHISARAI,23
23343,UTKARMIT HIGH SCHOOL DIRA HAREWA HALSI LAKHISARAI,23
23344,UTKRAMIT UCHCH MADHYMIK VIDYALAY MAHISONA LAKHISARAI,23
23345,UTKARMIT UCHCH MADHYMIK VIDYALAY MORMA LAKHISARAI,23
23346,UTKARMIT UCHCH MADHYMIK VIDYALAY MOHAMMADPUR SURAJGARHA LAKHISARAI,23
23347,U.H.S TORALPUR KAJRA SURAJGARHA LAKHISARAI,23
23348,UTKARMIT UCHCH MADHYMIK VIDYALAY KIRANPUR SURAJGARHA LAKHISARAI,23
23349,UPGRADED HIGH SCHOOL KHAWA RAJPUR,23
23350,UPGRADED HIGH SCHOOL BANSHIPUR,23
23351,UTKARMIT UCHCH MADHYMIK VIDYALAY MAHESHPUR KAJRA SURAJGRAHA LAKHISARAI,23
23352,UTKRAMIT HIGHER SECONDARY SCHOOL ARMA,23
23353,UTKARMIT HIGH SCHOOL MANUCHAK SURAJGARHA LAKHISARAI,23
23354,U.H.S KANKAR SALEMPUR SURAJGARHA LAKHISARAI,23
23355,U.H.S. NANDPUR SURYAGARHA LAKHISARAI,23
23356,U H S DIGHARI BHAWANIPUR,23
23357,U.H.S HIMACHALDIH HALSI,23
23358,UPGRADED HIGH SCHOOL TALBANSHIPUR,23
23501,SMT INDRAGANDHI H/S BHAWANIPUR LAKHISARAI,23
23502,DR CHANDRA DEV YADAV H/S BILOURI LAKHISARAI,23
23503,SRI RAJO SINGH SHRADHA H/S AUREY LAKHISARAI,23
23504,BINDESHWARI SINGH H/S BAHRAWA LAKHISARAI,23
23505,RUDRA PARWATI H/S BHUPAL PURI LAKHISARAI,23
23506,HIGH SCHOOL NANDNAMA LAKHISARAI,23
23508,HIGH SCHOOL PAHARPUR LAKHISARAI,23
23509,B N M D HIGH SCHOOL LAKHISARAI,23
23510,HIGH SCHOOL REHUA LAKHISARAI,23
23511,KISAN HIGH SCHOOL DAMODARPUR LAKHISARAI,23
23512,"GAURI SHANKAR H/S KATEHAR, LAKHISARAI",23
23513,HIGH SCHOOL PATNER LAKHISARAI,23
23514,"RAJO SHARDA H/S RAMNAGAR, LAKHISARAI",23
23701,K B U M V PATNER LAKHISARAI,23
23702,"DR.C D YADAV S.HS ABGIL SURAJGARHA,LAKHISARAI",23
23507,SRI RAM JANKI H/S JHAPANI KIRANPUR LAKHISARAI,23
43001,S N P M INTER HIGH SCHOOL MADHEPURA,43
43002,RAS BIHARI HIGH SCHOOL MADHEPURA,43
43003,T P COLLEGIATE MADHEPURA,43
43004,R K GIRLS HIGH SCHOOL MADHEPURA,43
43005,"S A HIGH SCHOOL BHANTEKTHI, MADHEPURA",43
43006,"SRI DURGA HIGH SCHOOL GHAILARD, MADHEPURA",43
43007,A HIGH SCHOOL SUKHASAN CHAKLA MADHEPURA,43
43008,"S B B HIGH SCHOOL GODHAILA, MADHEPURA",43
43009,"YOGENDRA HIGH SCHOOL MURHO, MADHEPURA",43
43010,"B L INTER SCHOOL MURLIGANJ, MADHEPURA",43
43011,"B MURHO HIGH SCHOOL MURLIGANJ, MADHEPURA",43
43012,"A P C HIGH SCHOOL MURLIGANJ, MADHEPURA",43
43013,"ADARSH HIGH SCHOOL BABHANGAMA, MADHEPURA",43
43014,"R S HIGH SCHOOL TAMOUT PARSA, MADHEPURA",43
43015,"GOVT HIGH SCHOOL AMARI, MADHEPURA",43
43016,"M D HIGH SCHOOL SINGHESHWAR, MADHEPURA",43
43017,"D S SUKHASAN MANHARA, MADHEPURA",43
43018,"KARI ANANTA H/S MADHAILI BAZAR, MADHEPURA",43
43019,"PARASMANI HIGH SCHOOL BABHANI, MADHEPURA",43
43020,"H R HIGH SCHOOL LALPUR SAROPATTI, MADHEPURA",43
43021,"SIYARAM HIGH SCHOOL JAGBANI, MADHEPURA",43
43022,"SRI GORELAL HIGH SCHOOL KABIYAHI, MADHEPURA",43
43023,"M H HIGH SCHOOL RANI POKHAR, MADHEPURA",43
43024,"M M HIGH SCHOOL KUMAR KHAND, MADHEPURA",43
43025,"JAWAHAR HIGH SCHOOL RAMNAGARBELA, MADHEPURA",43
43026,"D N HIGH SCHOOL RANI PATTISUKHASAN, MADHEPURA",43
43027,"MAHABIR (R) H/S TIKULIYA BISANPUR SUNDAR, MADHEPURA",43
43028,"PROJECT GIRLS H/S SINGHESHWAR, MADHEPURA",43
43029,"PROJECT GIRLS H/S KUMARKHAND, MADHEPURA",43
43030,"N K M H S SHAH ALAMNAGAR, MADHEPURA",43
43031,"HIGH SCHOOL KHAPUR, MADHEPURA",43
43032,"JAI LAL HIGH SCHOOL SAPARDAH, MADHEPURA",43
43033,"S N P M HIGH SCHOOL KHURHAN, MADHEPURA",43
43034,"JANTA HIGH SCHOOL CHOUSA, MADHEPURA",43
43035,"SRI BASUDEO HIGH SCHOOL NAYATOLA, MADHEPURA",43
43036,"GANDHI HIGH SCHOOL ARAJPUR, MADHEPURA",43
43037,"R V M HIGH SCHOOL KALASAN, MADHEPURA",43
43038,"S B J S H/S UDA KISHANGANJ, MADHEPURA",43
43039,"HIGH SCHOOL BIHARIGANJ, MADHEPURA",43
43040,"J J GIRLS HIGH SCHOOL BIHARIGANJ, MADHEPURA",43
43041,"P A HIGH SCHOOL GAMAIL, MADHEPURA",43
43042,"MADHU RAM HIGH SCHOOL GOALPARA, MADHEPURA",43
43043,"K P N HIGH SCHOOL PIPRAKARAUTI, MADHEPURA",43
43044,"S S HIGH SCHOOL KHARA, MADHEPURA",43
43045,"HIGH SCHOOL SHAHJADPUR, MADHEPURA",43
43046,"B S V M H/S HATHIONDHA BIHARIGANJ, MADHEPURA",43
43047,"J M K L M HIGH SCHOOL PHULAUT, MADHEPURA",43
43048,"V S PROJECT GIRLS H/S ALAM NAGAR, MADHEPURA",43
43049,"S R J S K HIGH SCHOOL TULSIA, MADHEPURA",43
43050,"RAM HANS HIGH SCHOOL CHATRA, MADHEPURA",43
43051,"G C J R H/S LAXMIPUR KUSHTHAN, MADHEPURA",43
43052,"PROJECT KANYA H S MURLIGANJ, MADHEPURA",43
43053,"GOVT. SC. GIRLS R H/S MURLIGANG, MADHEPURA",43
43301,"UTKRAMIT M S BARGAON ALAMNAGAR(W) ALAMNAGAR, MADHEPURA",43
43302,"UTKRAMIT M S LAOAA LAGAN CHAUSA, MADHEPURA",43
43303,"UTKRAMIT M S BARATAINI LASKARI UDAKISHANGANJ, MADHEPURA",43
43304,UTKRAMIT M S BHARAHI BAZAR MADANPUR MADHEPURA,43
43305,"UTKRAMIT M S PARWA NAWTOL MURALIGANJ, MADHEPURA",43
43306,"UTKRAMIT M S KARUVAILI BAISADH KUMARKHAND, MADHEPURA",43
43307,"U M S SINGYON DOLAR PIPARAHI SINGHESWAR, MADHEPURA",43
43308,"UTKRAMIT M S BARHARI BARHARI SINGHESHWAR, MADHEPURA",43
43309,"UTKRAMIT M S CHINKNOTWA SRINAGAR GHAILARH, MADHEPURA",43
43310,"UTKRAMIT M S RAHTA KUMARKHAND, MADHEPURA",43
43311,"UTKRAMIT UCHCHA MADHYAMIK SCHOOL, SONBARSHA, SHANKARPUR, MADHEPURA",43
43312,"UTKRAMIT MADHYAMIK SCHOOL BHELVA,, MADHEPURA",43
43313,"UTKRAMIT MADHYAMIK SCHOOL GADHIYA, BIHARIGANJ, MADHEPURA",43
43314,"UTKRAMIT MADHYAMIK SCHOOL UDA, MURLIGANJ, MADHEPURA",43
43315,"UTKRAMIT MADHYAMIK SCHOOL RAHI, MURLIGANJ, MADHEPURA",43
43316,"UTKRAMIT M S BRINDAWAN, MURLIGANJ, MADHEPURA",43
43317,"UTKRAMIT M S PARMANANDPUR, KUMARKHAND, MADHEPURA",43
43318,"UTKRAMIT M S KATHAUTIA, BIHARIGANJ, MADHEPURA",43
43319,"UTKRAMIT M S TINKONAMA, MURLIGANJ, MADHEPURA",43
43320,"UTKRAMIT M S RAJANI MILLIK, MURLIGANJ, MADHEPURA",43
43321,"UTKRAMIT MADHYAMIK SCH BELARI,KUMARKHAND, MADHEPURA",43
43322,"UTKRAMIT M S RAGHUNIA, KUMARKHAND, MADHEPURA",43
43323,"UTKRAMIT MADHYAMIK SCHOOL SHAHPUR,GWALPARA, MADHEPURA",43
43324,"UTKRAMIT MADHYAMIK SCHOOL RITA, SINGESHWER, MADHEPURA",43
43325,"UTKRAMIT M S RATANPATTI BHELAHI, MURLIGANJ, MADHEPURA",43
43326,"UTKRAMIT MADHYAMIK SCH LAXMIPUR,BIHARIGANJ, MADHEPURA",43
43327,"UTKRAMIT H S KHUTHA RAJAI,KUMARKHAND, MADHEPURA",43
43328,"UTKRAMIT M S TARHA DANDARI, SINGHESHWAR, MADHEPURA",43
43329,"UTKRAMIT MADHYAMIK SCHOOL SABAILA,SINGHESHWER, MADHEPURA",43
43330,"UTKRAMIT M S JITAPUR,MURLIGANJ, MADHEPURA",43
43331,"UTKRAMIT M S BISHPATTI, BIHARIGANJ, MADHEPURA",43
43332,"UTKRAMIT MADHYAMIK SCHOOL MAANPUR, KUMARKHAND, MADHEPURA",43
43333,"UTKRAMIT M S TEMABHELA, UDAKISHUNGANJ, MADHEPURA",43
43334,"UTKRAMIT MADHYAMIK SCH PATORI,SINGHESHWAR, MADHEPURA",43
43335,"KABIR GANGA U M S BIRIRANPAL,UDAKISHUNGANJ, MADHEPURA",43
43336,"UTKRAMIT MADHYAMIK SCH RAMGANJ, BIHARIGANJ, MADHEPURA",43
43337,"UTKRAMIT M S ISRAIEN GOATH,KUMARKHAND, MADHEPURA",43
43338,"UTKRAMIT M S MAJAOURA, UDAKISHUNGANJ, MADHEPURA",43
43339,"UTKRAMIT MADHYAMIK SCHOOL HARIHARPUR BAJRAHA, MADHEPURA",43
43340,"UTKRAMIT M S KHOKHSI BARA RAMGANJ, MADHEPURA",43
43341,"TANUKLAL YADAV NAV UTKRAMIT MADHYAMIK SCHOOL , KAPSIA, MADHEPURA",43
43342,"UTKRAMIT MADHYAMIK SCHOOL DIGGHI, MADHEPURA",43
43343,"UTKRAMIT MADHYAMIK SCHOOL SUNDERNAGAR (ST), MADHEPURA",43
43344,"UTKRAMIT KAMESHWAR UCHH MADHYAMIK SCHOOL, PARMANANDPUR, GHAILADH, MADHEPURA",43
43345,"UTKRAMIT UCHH MADHYAMIK SCHOOL, SHRINAGAR, GHAILADH, MADHEPURA",43
43346,"UTKRAMIT UCHH MADHYAMIK SCHOOL, KARARIYA, PURAINI, KUMARKHAND, MADHEPURA",43
43347,"UTKRAMIT UCHH MADHYAMIK SCHOOL, KEWATGAMA, KUMARKHAND, MADHEPURA",43
43348,"UTKRAMIT UCHH MADHYAMIK SCHOOL, PARMANANDPUR, KUMARKHAND, MADHEPURA",43
43349,"UTKRAMIT UCHH MADHYAMIK SCHOOL, MALIYA, MADHEPURA",43
43350,"UTKRAMIT UCHH MADHYAMIK SCHOOL, BHADOL, MADHEPURA",43
43351,"UTKRAMIT UCHH MADHYAMIK SCHOOL, SAHUGARH, MADHEPURA",43
43352,"UTKRAMIT UCHH MADHYAMIK SCHOOL, KHOPAITI, MADHEPURA",43
43353,"UTKRAMIT UCHH MADHYAMIK SCHOOL, HASANPUR, MADHEPURA",43
43354,"UTKRAMIT UCHH MADHYAMIK SCHOOL, NAHALPATTI, MADHEPURA",43
43355,"UTKRAMIT UCHH MADHYAMIK SCHOOL, BIRAILI BAZAR, MADHEPURA, MADHEPURA",43
43356,"UTKRAMIT UCHH MADHYAMIK SCHOOL, BELOKALA, MUTLIGANJ, MADHEPURA",43
43357,"UTKRAMIT UCHH MADHYAMIK SCHOOL, GANGOY, BIHARIGANJ, MADHEPURA",43
43358,"UTKRAMIT UCHH MADHYAMIK SCHOOL, ITAHARI, SINHESHWAR, MADHEPURA",43
43359,"UTKRAMIT UCHH MADHYAMIK SCHOOL, DURGAPUR, PURAINI, MADHEPURA",43
43360,"UTKRAMIT UCHH MADHYAMIK SCHOOL, CHATNAMA, PURAINI, MADHEPURA",43
43361,"UTKRAMIT UCHH MADHYAMIK SCHOOL, SINGARPUR, UDAKISHUNGANJ, MADHEPURA",43
43362,"UTKRAMIT UCHH MADHYAMIK SCHOOL, MORSANDA, CHAUSA, MADHEPURA",43
43363,"UTKRAMIT URDU UCHH MADHYAMIK SCHOOL, PAINA, CHAUSA, MADHEPURA",43
43364,"UTKRAMIT BHIKHA KANYA UCHH MADHYAMIK SCHOOL, GAMHARIYA, MADHEPURA",43
43365,"UTKRAMIT UCHH MADHYAMIK SCHOOL, SARAUNI, GWALPARA, MADHEPURA",43
43366,"UTKRAMIT UCHH MADHYAMIK SCHOOL, TARUNESHWARPUR, GWALPARA, MADHEPURA",43
43367,"UTKRAMIT UCHH MADHYAMIK SCHOOL, JHARKAHA NO-1, SHANKARPUR, MADHEPURA",43
43368,"UTKRAMIT UCHH MADHYAMIK SCHOOL, BASANTPUR, SHANKARPUR, MADHEPURA",43
43369,"UTKRAMIT UCHH MADHYAMIK SCHOOL, GARHA, SHANKARPUR, MADHEPURA",43
43370,"UTKRAMIT UCHH MADHYAMIK SCHOOL, HASANPURA, SHANKARPUR, MADHEPURA",43
43371,"UTKRAMIT UCHH MADHYAMIK SCHOOL, BEHRARI, SHANKARPUR, MADHEPURA",43
43372,"UTKRAMIT UCHH MADHYAMIK SCHOOL, BATHAN PARSA, SHANKARPUR, MADHEPURA",43
43373,"UTKRAMIT UCHH MADHYAMIK SCHOOL, BHELWARA WARD NO-4. GAMHARIYA, MADHEPURA",43
43374,"UMS PIRNAGAR, GWALPARA, MADHEPURA",43
43375,"UMS LAXMINIA, CHOUSA, MADHEPURA",43
43376,"UMS CHAMGARH, MURLIGANJ, MADHEPURA",43
43377,"UMS KHURHANMAL, ALAMNAGAR, MADHEPURA",43
43378,"UPGRADE HIGH SCHOOL GANGAPUR BAGESHWARI, ALAMNAGAR",43
43379,"UMS TILAKPUR, ALAMNAGAR, MADHEPURA",43
43380,"UMS BHAWANIPUR, SINGHESWAR, MADHEPURA",43
43381,"UMS PURAINI, MADHEPURA",43
43382,"UMS DUMRAIL, PURAINI, MADHEPURA",43
43383,"UMS MAKDAMPUR, PURAINI, MADHEPURA",43
43384,"UMS RATANPURA, NORTH WEST, GHAILADH, MADHEPURA",43
43385,"UMS KUPARI, KUMARKHAND, MADHEPURA",43
43386,"UMS KARUWAILI, KUMARKHAND, MADHEPURA",43
43387,"UMS TENGRAHA (WEST) KUMARKHAND, MADHEPURA",43
43388,"UMS KORLAHI, KUMARKHAND, MADHEPURA",43
43389,"UMS BARHAKURWA, KUMARKHAND, MADHEPURA",43
43390,"UMS MADHUBAN, MADHEPURA",43
43391,"UMS KATHARWA, MADHEPURA",43
43392,"UMS NARSINGHBAGH, MADHEPURA",43
43393,"UMS MATHAHI, MADHEPURA",43
43394,"UMS BISHHARIA, UDAKISHUNGANJ, MADHEPURA",43
43395,"UMS AJGABIA, CHOUSHA, MADHEPURA",43
43396,"UPGRADE HIGH SCHOOL PIPRAHI NO-02 SINGHESHWAR, MADHEPURA",43
43397,"UTKRAMIT MADHYAMIK VIDYALAY BHAGWANPUR PACHIM SAHUGARH-02, MADHEPURA",43
43398,U H S MADHUBANI,43
43399,"UPGRADE HIGH SCHOOL JORGAMA, MURLIGANJ, MADHEPURA",43
43400,UTKRAMIT UCHCH MADYAMIK SCHOOL BHALNI GANGAPUR,43
43401,UPGRADE HIGH SCHOOL TIYAR TOLA PHULAUT PASCHIMI,43
43402,UPGRADE HIGH SCHOOL FATORIA ALAMNAGAR DAKSHNI,43
43403,"UPGRADE HIGH SCHOOL RESHNA, GWALPARA",43
43404,U.M.S JHALARI GWALPARA,43
43405,UPGRADE HIGHER SECONDARY SCHOOL JHITKIYA GHAILADH,43
43406,UPGRADE HIGHER SECONDARY SCHOOL MAHUA,43
43407,UPGRADED HIGH SCHOOL GOTH BARDAHA GHAILADH MADHEPURA,43
43408,HIGH SCHOOL SURYAGANJ,43
43409,UPGRADED LAKSHMI SWCOUNDARY SCHOOL JIVCHHPUR,43
43410,HIGH SCHOOL PREMLAL TOLA GAMHARIYA,43
43411,UTKRAMIT HIGH SCHOOL RAMPATTI SINGHESHWAR MADHEPURA,43
43412,UTKRAMIT UCHCH MADHYAMIK SCHOOL KOLHAYPATTI,43
43413,UTKRAMIT UCHCH MADHYAMIK SCHOOL RAMPUR MURLIGANJ MADHEPURA,43
43414,GOVT.BASIC UPGRADED HIGH SCHOOL MADHUKARCHAK,43
43415,UMS KUSHTHAN,43
43416,UTKRAMIT ADARSH MADHYAMIK SCHOOL AURAY PURAINI MADHEPURA,43
43417,UPGRADED GIRLS HIGH SCHOOL RAUTA,43
43418,UPGRADED HIGH SCHOOL JOTAILI,43
43419,UPGRADE HIGH SCHOOL KOSHI COLONY UDAKISHUNGANJ MADHEPURA,43
43420,UPGRADE HIGH SCHOOL UJANI RAHTA UDAKISHUNGANJ,43
43421,UPGRADED HIGH SCHOOL BUDHAMA,43
43422,U.H.S.S. LAXMIPUR UDAKISHUNGANJ MADHEPURA,43
43423,U.H.S KUMARGANJ UDAKISHUNGANJ,43
43424,UTKRAMIT UCHCH MADHYAMIK SCHOOL PHULAUT PURVI CHAUSA MADHEPURA,43
43425,U.H.S.S GHOSHAI,43
43426,U.U.M.S. TULSIPUR LOUWALAGAN,43
43427,"U.H.S.S CHANDSURI TOLA ARAJPUR WEST CHOUSA ,MADHEPURA",43
43428,UPGRADE HIGH SCHOOL BHAGIPUR ALAMNAGAR MADHEPURA,43
43429,UTKRAMIT MADHYMIK SCHOOL ITAHARI ALAMNAGAR MADHEPURA,43
43430,"UPGRADED HIGHER SECONDARY SCHOOL SUKHASAN,GWALPARA",43
43431,SENIOR SECONDARY SCHOOL VISHWARI RAJPUR SARSANDI,43
43501,"HAJARIMAL SURAJMAL PATWARI H/S PRAINI, MADHEPURA",43
43502,"KARAMWATI SMARAK GIRL'S H/S MADHUBAN, MADHEPURA",43
43503,"RAJNANDAN PRASAD H/S PRATAP NAGAR MURLIGANJ, MADHEPURA",43
43504,SHIYANAND KANTA GIRL'S H/S KHURHAN MADHEPURA,43
43505,"SHRI SITARAM SHALIGRAM H/S DHURGOAN, MADHEPURA",43
43506,"DR RAM MANOHAR LOHIYA H/S HIGH SHAHGARH, MADHEPURA",43
43507,"K P A K HIGH SCHOOL UDAKISHUNGANJ BASGARAHA, MADHEPURA",43
43508,"YOGMAYA HIGH SCHOOL JHALARI, MADHEPURA",43
43509,PALESHWAR JHA H/S GOTH BARDAHA MADHEPURA,43
43510,"SHRIMATI DAMAYANTI BALIKA H/S UDAKISHUNGANJ, MADHEPURA",43
43511,PRASTAVIT H/S GAMHARIA MADHEPURA,43
43512,GOKHUL BHAGAT H/S BHATGAMA MADHEPURA,43
43513,"ATMA SAMARPAN AWASIYA H S BHOKRAHA, MADHEPURA",43
43701,"GEETA RAMJOT BHAGAT VIDYA MANDIR GOPALPUR, MADHEPURA",43
43702,RADHESHYAM P S S SCHOOL M M NAGAR MADHEPURA,43
43703,M S SR. SECONDARY SCHOOL MADHEPURA,43
43704,"PAA MSLL CHAINTOLA, MADHEPURA",43
43705,D.D.M.S.S. SCHOOL DORIK NAGAR TURKAHI MADHEPURA,43
43706,J S S S SCHOOL ITAHARI SINGHESHWAR MADHEPURA,43
43708,"NPY SS SCHOOL RATANPURA, MADHEPURA",43
43709,"MAHANAND PRASAD H/S GANGAPUR, MURLIGANG, MADHEPURA",43
43710,"GURUKUL S S SCHOOL PATORI, SINGESHWAR, MADHEPURA",43
62001,S N S D N G HIGH SCHOOL MADHUBANI,62
62002,G M S S HIGH SCHOOL MADHUBANI,62
62003,SHIV GANGA GIRLS HIGH SCHOOL MADHUBANI,62
62004,"GOVT AMB RESIDENTIAL HIGH SCHOOL RAMNAGAR, MADHUBANI",62
62005,"AMARNATH HIGH SCHOOL SHANKARPUR, MADHUBANI",62
62006,"RAMESHWAR HIGH SCHOOL RAJNAGAR, MADHUBANI",62
62007,"M G S HIGH SCHOOL KHAJAULI, MADHUBANI",62
62008,"B S J GIRLS HIGH SCHOOL KHAJAULI, MADHUBANI",62
62009,"M Y N HIGH SCHOOL SHAMBHUAR, MADHUBANI",62
62010,"HIGH SCHOOL RAHIKA, MADHUBANI",62
62011,"S B L Y HIGH SCHOOL EKDARA, MADHUBANI",62
62012,"LAKSHMISHWAR ACADEMY SARISAB, MADHUBANI",62
62013,"J B N S HIGH SCHOOL MADNESHWARSTHAN, MADHUBANI",62
62014,"J N HIGH SCHOOL BABUBARHI, MADHUBANI",62
62015,"MANMOHAN HIGH SCHOOL RAMPATTI, MADHUBANI",62
62016,"SAMAJ HIGH SCHOOL GHONGHOUR, MADHUBANI",62
62017,"HIGH SCHOOL KOILAKH, MADHUBANI",62
62018,"GOVT AMB RES HIGH SCHOOL BALIRAJPUR, MADHUBANI",62
62019,"T N HIGH SCHOOL KALUAHI, MADHUBANI",62
62020,"JANTA HIGH SCHOOL BELHWAR, MADHUBANI",62
62021,"R P D J HIGH SCHOOL JITWARPUR, MADHUBANI",62
62022,"V S B HIGH SCHOOL BELAHI, MADHUBANI",62
62023,"TEK NATH H S KAPILESHWAR STHAN, MADHUBANI",62
62024,"L S HIGH SCHOOL BHALNI KAPARIYA, MADHUBANI",62
62025,"V S M HIGH SCHOOL NARAR, MADHUBANI",62
62026,"RAJDEO JANTA HIGH SCHOOL NAVNAGAR, MADHUBANI",62
62028,"ANUPLAL PRO GIRLS HIGH SCHOOL BRAHMOTTRA, MADHUBANI",62
62029,"S B J M PRO GIRLS HIGH SCHOOL BHUPATTI, MADHUBANI",62
62030,GOVT AMB RES GIRLS HIGH SCHOOL MADHUBANI,62
62031,"NAGENDRA JHA GIRLS HIGH SCHOOL BALAT, MADHUBANI",62
62032,"L N G R S PRO GIRLS HIGH SCHOOL RAJNAGAR, MADHUBANI",62
62033,"M P T HIGH SCHOOL JHANJHARPUR, MADHUBANI",62
62034,"KEJARIWAL HIGH SCHOOL JHANJHARPUR, MADHUBANI",62
62035,"P L K HIGH SCHOOL JHANJHARPUR, MADHUBANI",62
62036,"S K HIGH SCHOOL PANDAUL, MADHUBANI",62
62037,"V G HIGH SCHOOL BHITH BHAGWANPUR, MADHUBANI",62
62038,"JAWAHAR HIGH SCHOOL MADHEPUR, MADHUBANI",62
62039,"CHANDESHWAR HIGH SCHOOL HARARI, MADHUBANI",62
62040,"SONELAL MAHTO HIGH SCHOOL JORLA, MADHUBANI",62
62041,"B D A HIGH SCHOOL NANAUR, MADHUBANI",62
62042,"S K HIGH SCHOOL KALIKAPUR, MADHUBANI",62
62043,"M R G HIGH SCHOOL ANDHARATHARHI, MADHUBANI",62
62044,"ANANT HIGH SCHOOL KAITHAHI, MADHUBANI",62
62045,"G C S H S JAYANTIGRAM SANTNAGAR, MADHUBANI",62
62046,"ANOOP HIGH SCHOOL BHATSIMARI, MADHUBANI",62
62047,"S N HIGH SCHOOL NARPATINAGAR, MADHUBANI",62
62048,"GOPAL NARAYAN HIGH SCHOOL KOTHIA, MADHUBANI",62
62049,"DAYARAM HIGH SCHOOL BHEJA, MADHUBANI",62
62050,"K S HIGH SCHOOL RAMAULI, MADHUBANI",62
62051,"M S R C D HIGH SCHOOL CHANOURAGANJ, MADHUBANI",62
62052,"DHARAWATI HIGH SCHOOL LAKHNAUR, MADHUBANI",62
62053,"D N P HIGH SCHOOL BHARAM, MADHUBANI",62
62054,"B J HIGH SCHOOL DALDAL KHAJURI, MADHUBANI",62
62055,"G S J HIGH SCHOOL TIRHUTA, MADHUBANI",62
62056,"B Y J H S PAHARAJ ASTHAN KHAIRA, MADHUBANI",62
62057,"J H D HIGH SCHOOL GOURGAMA, MADHUBANI",62
62058,"SHISHUPAL HIGH SCHOOL EKAMMA, MADHUBANI",62
62059,"MUKTESHWAR JANTA HIGH SCHOOL DEOHAR, MADHUBANI",62
62060,"J D S HIGH SCHOOL BARIARBA, MADHUBANI",62
62061,"PROJECT GIRLS HIGH SCHOOL LAKHNOUR, MADHUBANI",62
62062,"B S P S K P PRO GIRLS HIGH SCHOOL MANSAPUR, MADHUBANI",62
62063,"PROJECT GIRLS H S ANDHRA THARHI, MADHUBANI",62
62064,"SRI LILADHAR HIGH SCHOOL BENIPATTI, MADHUBANI",62
62065,"S L M L HIGH SCHOOL GANDHI NAGAR SIMARI, MADHUBANI",62
62066,"HIGH SCHOOL KHIRHAR, MADHUBANI",62
62067,"HIGH SCHOOL UTTARA, MADHUBANI",62
62068,"J S C S H S PARSAUNI MURLIYACHAK, MADHUBANI",62
62069,"SRI JAGDISH HIGH SCHOOL DHAKAJARI, MADHUBANI",62
62070,"SARYUG ANANT HIGH SCHOOL JAFRA, MADHUBANI",62
62071,"PALTU LORIK HIGH SCHOOL TISIYAHI, MADHUBANI",62
62072,"N M HIGH SCHOOL GANGAUR, MADHUBANI",62
62073,"HIGH SCHOOL SONAI, MADHUBANI",62
62074,"HIGH SCHOOL NAHAS KHANGRAITHA, MADHUBANI",62
62075,"B J J HIGH SCHOOL ARER, MADHUBANI",62
