School Code,School Name,District Code
31366,"UTKRAMIT M S BHANDARWAN, SAHKUNAD, BHAGALPUR",31
31367,"UTKRAMIT MADHYAMIK SCHOOL MUKTAPUR, GORADIH, BHAGALPUR",31
31368,"UTKRAMIT MADHYAMIK SCHOOL RAMNAGAR, ISMAILPUR, BHAGALPUR",31
31369,"U M SCH MOTI TOLA, ISMAILPUR, BHAGALPUR",31
31370,"UTKRAMIT MADHYAMIK SCHOOL AULIYAWAD, BIHPUR, BHAGALPUR",31
31371,"UTKRAMIT MADHYAMIK SCHOOL KASHIL, GORADIH, BHAGALPUR",31
31373,"UTKRAMIT MADHYAMIK SCHOOL PASURAMPUR, PIRPATI, BHAGALPUR",31
31374,"UTKRAMIT MADHYAMIK SCHOOL DIMHA, GOPALPUR, BHAGALPUR",31
31375,"U.M.S. LOKMANPUR, KHARIK, BHAGALPUR",31
31377,"U.M.S. SHALEMPUR SAINI, KAHALGAON, BHAGALPUR",31
31378,"U.M.S. TIRASHI, GOPALPUR, BHAGALPUR",31
31379,"U.M.S. VIRBNNA, NARAYANPUR, BHAGALPUR",31
31380,UTKARMIT HIGHER SECONDRY SCHOOL MIRJAPUR NARAYANPUR,31
31381,"U.M.S. ENGLISH, SABOUR, BHAGALPUR",31
31382,"U.M.S. BASKOLA KHALGOUN, BHAGALPUR",31
31383,"U.M.S. MADHUVAN TOLA, PIRPAINTI, BHAGALPUR",31
31384,U.H.S.KANJHUYA  NATHNAGAR,31
31385,UTKARMIT HIGHER SCHOOL DUDHAILA NARAYANPUR,31
31386,"U.M.S. KRISHANDASPUR, KAHALGAON, BHAGALPUR",31
31387,"U.M.S. ISMAILPUR, BHAGALPUR",31
31388,"U.M.S. LAGMAHAT, KAHALGAON, BHAGALPUR",31
31389,"U.M.S. TELGHI BALAK, KHARIK, BHAGALPUR",31
31390,UTKARMIT UCCH MADHYMIK SCHOOL MANIYARPUR NATHNAGAR BHAGALPUR,31
31391,U.M.S.SRINAGAR,31
31392,"U.M.S. ROSHANPUR,BHAGALPUR",31
31393,"U.M.S. MATHURAPUR, NATHNAGAR, BHAGALPUR",31
31394,"U.M.S. DHRUVGANJ, KHARIK, BHAGALPUR",31
31395,"U.M.S. BALAHA, NARAYANPUR, BHAGALPUR",31
31396,"U.M.S. KHAIRPUR, KHARIK, BHAGALPUR",31
31397,"U.M.S. DHANPALTOLA, PIRPAINTI, BHAGALPUR",31
31399,"U.M.S TELWARA,SANHAULA,BHAGALPUR",31
31402,U.M.S.DHAURI,31
31405,"U.M.S. AMMAPALI PIRPAITI, BHAGALPUR",31
31406,"U.M.S. RAMASHI, SANHAULA, BHAGALPUR",31
31407,"U.M.S. PURAINI, JAGDISHPUR, BHAGALPUR",31
31408,"U.M.S. AGARPUR, BIHPUR, BHAGALPUR",31
31409,U.H. S.MAKANDPUR SHKUD,31
31410,UCHCHA MADHYAMIK VIDYALAYA ABJUGANJ,31
31411,U.M.S MARWA WEST,31
31412,"UCHCH MADHYAMIK VIDYALAY, BIHPUR MADHYA, BIHPUR, BHAGALPUR",31
31413,HIGHER SECONDARY SCHOOL BIHPUR PURAB BIHPUR BHAGALPUR,31
31414,"U .M. S TINTANGA KARARI, GOPALPUR BHAGALPUR",31
31415,U.M.S.BABUTOLA KAMLAKUND GOPALPUR BHAGALPUR,31
31416,U H S PITHNA GORADIH,31
31417,UCHCH MADHYAMIK VIDYALAYA KHUTAHA GORADIH BHAGALPUR,31
31418,U.M.S. 519 TOLA ISMAILPUR PURBI BHATTHA ISMAILPUR BHAGALPUR,31
31419,UTKARMIT RMS KHARIK BAZAR,31
31420,M.S.USMANPUR KHARIK,31
31421,UTKRAMIT MADHYAMIK SCHOOL JAYPUR CHUHAR PASCHIM ASHATOL NARAYANPUR BHAGALPUR,31
31422,UCHCHA MADHYAMIK VIDYALAY TETRI NAUGACHIA,31
31423,MIDDLE SCHOOL SAHORA GADDI,31
31424,U M S BHIMDAS TOLA TINTANGA DIARA UTTAR,31
31425,UTKRAMIT MADHYAMIK SCHOOL HARWA BHAWANIPUR DESHRI JAGDISHPUR BHAGALPUR,31
31426,HIGH SCHOOL CHANDPUR,31
31427,UTKARMIT M S DEENNAGAR PURAINI NORTH JAGDISHPUR BHAGALPUR,31
31428,UTKRAMIT M S BALUACHAK PURANI,31
31429,UTKARMIT M.S. GANGTI DAUDWAT JAMNI,31
31430,UCHHA MADHYAMIK VIDYALAYA KOYARI TOLA HABIBPUR,31
31431,UTKRAMIT MADHYAMIK VIDYALAYA HABIBPUR BALAK IMAMPUR,31
31432,UTKRAMIT MADHYAMIK SCHOOL MOHIUDDINPUR SHAHJANGI,31
31433,UTKRAMIT M.S. MUKHERIYA,31
31434,UTKARMIT M S SHANKARPUR BIND TOLA SHANKARPUR NATHNAGAR BHAGALPUR,31
31435,UTKRAMIT MADHYAMIK VIDYALAYA BAHADURPUR GAURACHOWKI NATHNAGAR,31
31436,U.M.S MANOHARPUR NISF AMBEY NATHNAGAR BHAGALPUR,31
31437,U.M.S. CHANDHERI,31
31438,"UCHCH MADHYAMIK VIDYALAYA FATEHPUR, SABOUR BHAGALPUR",31
31439,UCHCHA MADHYAMIK SCHOOL LODIPUR,31
31440,U.M.S SARDHO,31
31441,"UCHCH MADHYAMIK VIDYALAYA, KHANKITTA",31
31442,MIDDLE SCHOOL RAJANDIPUR SABOUR,31
31443,UCHCH MADHYAMIK VIDYALAYA SHANKARPUR ATHGAMA,31
31444,UCHCHA MADHAYAMIK VIDYALAYA KISHANPUR AMKHORIYA,31
31445,HIGH SCHOOL HAJIPUR,31
31446,U.S.H. SCHOOL BELTHU KAPSOUNA,31
31448,UTKARMIT UCCHYE VIDHALAYA SAMSTIPUR HARNATH,31
31449,UCCHA MADHYAMIK VIDYALAYA DARIYAPUR,31
31450,UCHCHA MADHAMIK VIDHALAY KAMARGANJ,31
31451,UCHCHA MADHAYAMIK VIDYALAY ENGLISH CHICHROUN,31
31452,UCHH MADHYAMIK VIDHYLAY MIRHATTI,31
31453,UCCH MADHYAMIK VIDYALAYA MASDI,31
31454,UCCH MADHYMIK VIDYALAY AKBARNAGAR SULTANGANJ,31
31456,UTKARMIT RBS GOPALPUR KAHALGAON BHAGALPUR,31
31457,UTKARMIT M S SADHOPUR JANIDIH,31
31458,UCHCHA MADHYAMIK VIDYALAYA BHOLSAR,31
31459,UCHCH MADHYAMIK VIDYALAY OGARI,31
31460,HIGHER SECONDARY SCHOOL PAKKISARAY AMAPUR KAHALGAON,31
31461,U.M.S. ORIUP KAHALGAON BHAGALPUR,31
31462,U.M.S.RAMJANIPUR,31
31463,UCHH MADHYAMIK VIDYALAY RANIDIYARA,31
31464,U.M.S RAJGAON ARAJI PIRPAINTI  BHAGALPUR,31
31465,UMS HARDEOCHAK,31
31466,U.M.S. PYALAPUR,31
31467,U.M.S TIWARI TOLA BAKHARPUR PIRPAINTI BHAGALPUR,31
31468,UTKARMIT MADHMIK SCHOOL TANAKMAS,31
31469,UTKARMIT MADHYAMIK VIDHYALAY MAHIYAMA,31
31470,UTKARMIT UCHCH VIDYALAYA BARINAKI,31
31471,UTKARMIT M S PATHAKDIH,31
31472,UTKRAMIT HIGH SCHOOL SILHAN,31
31473,UTKARMIT HIGHER SECONDARY SCHOOL HARIO BIHPUR BHAGALPUR,31
31474,UCHCH MADHYAMIK VIDYALAYA YAMUNIA BHAGALPUR,31
31475,UMS JAHANGIRPUR BAISI RANGRA CHOWK BHAGALPUR,31
31476,HIGHER SECONDARY SCHOOL MADROUNI,31
31477,HIGHER SECONDARY SCHOOL SAINO,31
31478,U.M.S BIHARIPUR NATHNAGAR BHAGALPUR,31
31479,U.M.S LAILAKH,31
31480,U.M.VIDIYALAY PIRPAINTI BAZAR PIRPAINTI,31
31481,UTKRAMIT UCHCH MADYMIK VIDYALAY SIMANPUR PIRPAINTI BHAGALPUR,31
31482,UCCH MADHYAMI VIDYALAYA MASUDANPUR,31
31501,HIGH SCHOOL HAZIPUR BHAGALPUR,31
31502,"RAMREKH TIWARI H/S BAKHARPUR PIRPANTI, BHAGALPUR",31
31503,"NUNUWATI MAYA GIRLS H/S SINGHIYA MAKANDPUR, BHAGALPUR",31
31504,"SRI BHAGWAT SINGH H/S PANCHRUKHI BAZAR, BHAGALPUR",31
31505,"HIGH SCHOOL BAHADURPUR, BHAGALPUR",31
31506,"N K SINGH BHAGWATI DEVI GIRLS H/S BHALSAR, BHAGALPUR",31
31507,"MAHRAJA H/S SADIPUR, BHAGALPUR",31
31508,"SRI CHANDRADAYAL THAKUR GIRLS'S H/S SANHOULA, BHAGALPUR",31
31509,TILKA MANJHI GIRL'S H/S BHAGALPUR,31
31510,VISHWA VIDYALAYA BAL NIKETAN BHAGALPUR,31
31511,"PRABHU NARAYAN RABINDRA H/S AVARASIDPUR, BHAGALPUR",31
31514,"KANYA UCHCH VIDYALAYA MANOHARPUR NATHNAGAR, BHAGALPUR",31
31515,"SINGHU MANDAL GIRL'S H/S GHOGHA, BHAGALPUR",31
31516,"SANT VINOBA H/S TINTANGA DIARA, BHAGALPUR",31
31518,"SATYA NARAYAN H/S POTHIA, BHAGALPUR",31
31519,"BALIKA HIGH SCHOOL TELGHI, BHAGALPUR",31
31398,UTKARMIT UCCH MADHYMIK SCHOOL DAKHLI TOLA,31
31400,UTKARMIT HIGH SCHOOL DOVHI,31
31404,UTKARMIT URDU HIGH SCHOOL CHAKDARIYA,31
31447,M S PAIRDOMINIYA MILKI SHAKHUND,31
31455,UCHCH MADHYAMIK VIDYALAY GANGANIA SULTANGANJ,31
31483,HIGH SCHOOL DHUABAI SANHOULA BHAGALPUR,31
73001,"ZILA SCHOOL ARRAH, BHOJPUR",73
73002,H N K HIGH SCHOOL ARRAH BHOJPUR,73
73003,TOWN HIGH SCHOOL ARRAH BHOJPUR,73
73004,"H P D JAIN HIGH SCHOOL ARRAH, BHOJPUR",73
73005,"SHRI JAIN KANYA PATHSHALA H/S ARRAH, BHOJPUR",73
73006,"JAINBALA VISHRAM GIRLS H/S ARRAH, BHOJPUR",73
73007,"DR N C S GIRLS HIGH SCHOOL ARRAH, BHOJPUR",73
73008,"AMIRCHAND GIRLS HIGH SCHOOL ARRAH, BHOJPUR",73
73009,GOVT GIRLS H/S ARRAH BHOJPUR,73
73010,"GOVT SC RESIDENTIAL GIRLS H/S ARRAH, BHOJPUR",73
73011,"GOVT SC RESIDENTIAL H/S MAULABAGH, BHOJPUR",73
73012,R N PANDEY H/S ARRAH BHOJPUR,73
73013,MODEL INSTITUTE ARRAH BHOJPUR,73
73014,"CATHOLIC HIGH SCHOOL ARRAH, BHOJPUR",73
73015,S B HIGH SCHOOL ARRAH BHOJPUR,73
73016,"YADAV VIDYAPITH H/S MAULABAGH, BHOJPUR",73
73017,"S N LAL HIGH SCHOOL AKHAGAON, BHOJPUR",73
73018,M S H/S EKAWANA KUIYAN BHOJPUR,73
73019,S R S R D GIRLS H/S ASANI BHOJPUR,73
73020,S J S HIGH SCHOOL ASANI BHOJPUR,73
73021,S S D & A S H/S BALUA BHOJPUR,73
73022,"HIGH SCHOOL BAKHARIYAN, BHOJPUR",73
73023,"R C S HIGH SCHOOL BIRAHIMPUR KARJA, BHOJPUR",73
73024,R N HIGH SCHOOL BIRAMPUR BHOJPUR,73
73025,"B R B H/S KRISHNABAG BABHANAULI, BHOJPUR",73
73026,HIGH SCHOOL BABURA BHOJPUR,73
73027,"S J C HIGH SCHOOL BELAUR, BHOJPUR",73
73028,G R P V H/S BHATOULI BHOJPUR,73
73029,"K V M HIGH SCHOOL CHHOTA SASARAM, BHOJPUR",73
73030,HARBANSH H/S CHANDI BHOJPUR,73
73031,B K HIGH SCHOOL DULARPUR BHOJPUR,73
73032,HIGH SCHOOL DHANDIHA BHOJPUR,73
73033,"T A J HIGH SCHOOL DHAMAR, BHOJPUR",73
73034,GIRLS HIGH SCHOOL DHANDIHA BHOJPUR,73
73035,R D M HIGH SCHOOL GADHANI BHOJPUR,73
73036,HIGH SCHOOL GAZIAPUR BHOJPUR,73
73037,HIGH SCHOOL JOGTA BHOJPUR,73
73038,HIGH SCHOOL KARARI BHOJPUR,73
73039,T M B S HIGH SCHOOL KOILWAR BHOJPUR,73
73040,M B HIGH SCHOOL KULHARIYA BHOJPUR,73
73041,HIGH SCHOOL KHAWASPUR BHOJPUR,73
73042,D N K HIGH SCHOOL KUSARE BHOJPUR,73
73043,S B S B HIGH SCHOOL KASAP BHOJPUR,73
73044,"HIGH SCHOOL KALYANPUR, BHOJPUR",73
73045,"T S HIGH SCHOOL MATUKPUR, BHOJPUR",73
73046,HIGH SCHOOL MASARH BHOJPUR,73
73047,R K S HIGH SCHOOL PAWNA BHOJPUR,73
73048,SARVODAYA H/S PIRAUTA BHOJPUR,73
73049,"M J HIGH SCHOOL RAJAPUR, BHOJPUR",73
73050,PROJECT GIRLS H/S RAMSHAHAR BHOJPUR,73
73051,S S S HIGH SCHOOL SARAIYA BHOJPUR,73
73052,S S HIGH SCHOOL SANDESH BHOJPUR,73
73053,HIGH SCHOOL SARATHUA BHOJPUR,73
73054,R J H/S UDWANT NAGAR BHOJPUR,73
73055,"KANYA H S KULHARIA, BHOJPUR",73
73056,"SRI HARKHEN KUMAR JAIN GYAN STHALI ARA, BHOJPUR",73
73057,"N S HIGH SCHOOL ARAILA, BHOJPUR",73
73058,HIGH SCHOOL AYER BHOJPUR,73
73059,HIGH SCHOOL BHARAULI BHOJPUR,73
73060,M M D J HIGH SCHOOL BARNAON BHOJPUR,73
73061,HIGH SCHOOL BEHEA BHOJPUR,73
73062,"KASTURBA GIRLS HIGH SCHOOL BEHEA, BHOJPUR",73
73063,R N HIGH SCHOOL BILAUTI BHOJPUR,73
73064,JANTA HIGH SCHOOL BALIGAON BHOJPUR,73
73065,HIGH SCHOOL BARISWAN BHOJPUR,73
73066,M HIGH SCHOOL BARA BHOJPUR,73
73067,H D R H/S BIHIYAN CHAURASTA BHOJPUR,73
73068,V HIGH SCHOOL DALIPPUR BHOJPUR,73
73069,HIGH SCHOOL HARADIA BHOJPUR,73
73070,"S S GIRLS HIGH SCHOOL JAGDISHPUR, BHOJPUR",73
73071,S S HIGH SCHOOL JAGDISHPUR BHOJPUR,73
73072,"HIGH SCHOOL JADOPUR, BHOJPUR",73
73073,HIGH SCHOOL JHAWAN BENWALIA BHOJPUR,73
73074,"D N HIGH SCHOOL KAHATHU MASURHI, BHOJPUR",73
73075,D HIGH SCHOOL KARNAMEPUR BHOJPUR,73
73076,HIGH SCHOOL KAURA BHOJPUR,73
73077,HIGH SCHOOL PAHARPUR BHOJPUR,73
73078,HIGH SCHOOL SAHJAULI BHOJPUR,73
73079,S G VIDYALAYA SONBARSA BHOJPUR,73
73080,H N H/S SHAHPURPATTI BHOJPUR,73
73081,"S G S PROJECT GIRLS H/S SHAHPUR PATTI, BHOJPUR",73
73083,HIGH SCHOOL AGIAON BAZAR BHOJPUR,73
73084,"SARVODAY HIGH SCHOOL AGIAON, BHOJPUR",73
73085,SAMTA HIGH SCHOOL AMORJA BHOJPUR,73
73086,HIGH SCHOOL EKWARI BHOJPUR,73
73087,HIGH SCHOOL BARKAGAON BHOJPUR,73
73088,HIGH SCHOOL BAGHI BHOJPUR,73
73089,S B K HIGH SCHOOL BARGAON BHOJPUR,73
73090,HIGH SCHOOL BIHTA BHOJPUR,73
73091,LAKHA HIGH SCHOOL BARNI BHOJPUR,73
73092,"HIGH SCHOOL CHANDI, BHOJPUR",73
73093,L M GIRLS H/S CHHAWARAHI BHOJPUR,73
73094,HIGH SCHOOL CHAURI BHOJPUR,73
73095,S G HIGH SCHOOL CHILHAR BHOJPUR,73
73096,"PROJECT GIRLS HIGH SCHOOL CHARPOKHARI, BHOJPUR",73
73097,HIGH SCHOOL DHRUBDIHAN BHOJPUR,73
73098,"HIGH SCHOL DHANCHHUHAN, BHOJPUR",73
73099,"D N HIGH SCHOOL GORPA, BHOJPUR",73
73100,S S N HIGH SCHOOL HANSWADIH BHOJPUR,73
73101,HIGH SCHOOL ITIMHA BHOJPUR,73
73102,HIGH SCHOOL JAMUAON BHOJPUR,73
73103,R D Y HIGH SCHOOL JITAURA BHOJPUR,73
73104,"K K HIGH SCHOOL JAMORHI, BHOJPUR",73
73105,"R B S HIGH SCHOL KHANANIKALAN, BHOJPUR",73
73106,HIGH SCHOOL KATAR BHOJPUR,73
73107,S R C U V MANDIR LAHTHAN BHOJPUR,73
73108,"R P R HIGH SCHOOL MAJHIAON, BHOJPUR",73
73109,HIGH SCHOOL MALAUR BHOJPUR,73
73110,"HIGH SCHOOL PIRO, BHOJPUR",73
73111,"TULSI HIGH SCHOOL PANWARI, BHOJPUR",73
73112,"SMT TETARA H/S RANNI DUMARIYAN, BHOJPUR",73
73113,SARYU VIDYAMANDIR SEMRAON BHOJPUR,73
73114,N P HIGH SCHOOL SIKRAUL BHOJPUR,73
73115,HIGH SCHOOL SAHAR BHOJPUR,73
73116,"R P M HIGH SCHOOL SIKARAHATA, BHOJPUR",73
73117,"HIGH SCHOOL SEDAHAN, BHOJPUR",73
73118,"PROJECT GIRLS HIGH SCHOOL SAHAR, BHOJPUR",73
73119,"PUSHPA H S PIRO, BHOJPUR",73
73120,"PROJECT INDIRA GANDHI (+2) GIRLS H/S PHULARI, BHOJPUR",73
73121,"SIR SHIVSAGAR RAM GULAM GOVT H/S HARIGAON, BHOJPUR",73
73122,"PROJECT GIRLS HIGH SCHOOL JITAURA, BHOJPUR",73
73123,"SMT.S.S.DUBEY +2 PR.GIRLS H/S MAHUON, BHOJPUR",73
73301,"UTKRAMIT M S GUNDI EAST BARHARA, BHOJPUR",73
73302,"UTKRAMIT M S JANGALDANA CHKAMA JAGDISHPUR, BHOJPUR",73
73303,"UTKRAMIT M S NARAYANPUR AGIAW, BHOJPUR",73
73304,"UTKRAMIT M S TAAR PIRO, BHOJPUR",73
73305,"UTKRAMIT M S DEVCHANDA TILATH PIRO, BHOJPUR",73
73306,"UTKRAMIT M S RUDRANAGAR BIHIYA, BHOJPUR",73
73307,"UTKRAMIT M S LALOO DERA SHAHPUR, BHOJPUR",73
73308,"UTKRAMIT M S VISHUNPURA, BHOJPUR",73
73309,"UTKRAMIT M S KESHOPUR BAKARI, BHOJPUR",73
73310,"UTKRAMIT M S KHUTHAWA MAPKALA TARARI, BHOJPUR",73
73311,"UTKRAMIT M S BERATH RATNARH, BHOJPUR",73
73312,"UTKRAMIT M S MUKUNDPUR, BHOJPUR",73
73313,"UTKRAMIT M S KUMHAILA, BHOJPUR",73
73314,"UTKRAMIT M S SONBARSA, BHOJPUR",73
73315,"UTKRAMIT M S LASARHI, BHOJPUR",73
73316,"UTKRAMIT M S ASLAN, BHOJPUR",73
73317,"UTKRAMIT M S KAUP GARHANI, BHOJPUR",73
73318,"HARIVANSH BEDAMO UMS SHALIGRAM SINGH TOLA,BARHARA, BHOJPUR",73
73319,"UTKRAMIT M S PAKRI BARHARA, BHOJPUR",73
73320,"UPGRAEDED M S DHANGAI, BASOUNI, JAGDISHPUR, BHOJPUR",73
73321,"UTKRAMIT M S KAKILA, BHOJPUR",73
73322,"UPGRAEDED M S ISARHI BIMBA, BHOJPUR",73
73323,"UTKRAMIT M S RANISAGAR, BHOJPUR",73
73324,"UTKRAMIT M S SIKARIYA TIYAR, BHOJPUR",73
73325,"UTKRAMIT M S KOURIYA, BHOJPUR",73
73326,"UTKRAMIT MADHYAMIK SCHOOL, KEHESARIHIYAN, KOILWAR, BHOJPUR",73
73327,"UTKRAMIT M S KHANGAONW, BHOJPUR",73
73328,"UPGRAEDED M S NASRATPUR, BHOJPUR",73
73329,"UTKRAMIT M S KARISATH, BHOJPUR",73
73330,"UTKRAMIT M S NAWADA BEN, BHOJPUR",73
73331,"UPGRAEDED M S CHOURAI, BHOJPUR",73
73332,"UTKRAMIT M S JAWAINIYA, BHOJPUR",73
73333,"UTKRAMIT M S SUHIYA SHAHPUR, BHOJPUR",73
73334,"UTKRAMIT M S JETHWAR TARARI, BHOJPUR",73
73335,"UTKRAMIT M S GAHRUAN, BHOJPUR",73
73336,"UTKRAMIT M S KURMURI TARARI, BHOJPUR",73
73337,"UTKRAMIT M S BARUHI SAHAR, BHOJPUR",73
73338,"UTKRAMIT M S TARARI (HEAD, BHOJPUR",73
73339,"UTKRAMIT M S KARTHA TARARI, BHOJPUR",73
73340,"UTKRAMIT M S BAGAR TARARI, BHOJPUR",73
73342,"UTKRAMIT M S CHAKIYA TARARI, BHOJPUR",73
73343,"UPGRAEDED M S HETAMPUR, BHOJPUR",73
73344,"UTKRAMIT M S BASANTPUR ARA, BHOJPUR",73
73345,"UTKRAMIT M S NAWADA BARUHI, BHOJPUR",73
73346,"NAV UTTKRAMIT M S KUDARIYA, BHOJPUR",73
73347,"NAV UTTKRAMIT M S PAIGA, BHOJPUR",73
73348,"NAV UTTKRAMIT M S SARA, BHOJPUR",73
73349,"NAV U M S BHAKURA,TARARI BHOJPUR,S.DIV.PIRO, BHOJPUR",73
73350,"NAV UTTKRAMIT M S NONUAR, BHOJPUR",73
73351,"NAV UTTKRAMIT MADHYAMIK SCHOOL, BARKA DUMRA, BHOJPUR",73
73352,"NAV UTTKRAMIT M S BARAULI, BHOJPUR",73
73353,"NAV UTTKRAMIT M S DHANPURA, BHOJPUR",73
73354,"NAV UTTKRAMIT M S PERHAP, BHOJPUR",73
73356,"NAV UTTKRAMIT M S HADIYABAD, BHOJPUR",73
73357,"NAV UTTKRAMIT MADHYAMIK SCHOOL, BHOPATPUR, BHOJPUR",73
73358,"UTTKRAMIT MADHYAMIK SCHOOL,BIRPUR, BIHIYA, BHOJPUR",73
73359,"PRAYOGIK UTTKRAMIT MADHYAMIK SCHOOL, BIHIYA, BHOJPUR",73
73360,"UTTKRAMIT M S LAHANG, DUMARIA, SAHPUR, BHOJPUR",73
73361,"UTTKRAMIT MADHYAMIK SCHOOL, AYAR, PIRO, BHOJPUR",73
73362,"UTTKRAMIT MADHYAMIK SCHOOL, KHALISHA, UDWANTNAGAR, BHOJPUR",73
73363,"UTTKRAMIT MADHYAMIK SCHOOL,BAMPALI, UDWANT NAGAR,BHOJPUR",73
73364,"UTTKRAMIT MADHYAMIK SCHOOL, LAHARABAD, PIRO, BHOJPUR",73
73365,"UTTKRAMIT MADHYAMIK SCHOOL, KHAJURIA, ARA, BHOJPUR",73
73366,"UTTKRAMIT MADHYAMIK SCHOOL, CHANDA, TARARI, BHOJPUR",73
73367,"UTTKRAMIT MADHYAMIK SCHOOL, DAWA, JAGDISHPUR, BHOJPUR",73
73368,"UTTKRAMIT MADHYAMIK SCHOOL LAKSHANPUR ARA, BHOJPUR",73
73369,"UTTKRAMIT MADHYAMIK SCHOOL, CHACHAR,, BHOJPUR",73
73370,"UTTKRAMIT M S BIRAMPUR, UDWANTNAGAR, BHOJPUR",73
73371,"UTTKRAMIT M S BAIRAHI, JAGDISHPUR, BHOJPUR",73
73372,"UTTKRAMIT M S NATHMALPUR, HARHARA, BHOJPUR",73
73373,"UTTKRAMIT MADHYAMIK SCHOOL, BERAI (BHOJPUR), BHOJPUR",73
73374,"UTKRAMIT MADHYAMIK SCHOOL, DEHRI, JAGDISHPUR, BHOJPUR",73
73375,"UTKRAMIT MADHYAMIK SCHOOL, KARWASIN, AGAON, BHOJPUR",73
73376,"UTKRAMIT MADHYAMIK SCHOOL, VISHUNPUR, KOILWAR, BHOJPUR",73
73377,"UTKRAMIT MADHYAMIK SCHOOL, JALPURATAPA, KOILWAR, BHOJPUR",73
73378,UPGRADE HIGH SCHOOL SHIVPUR BIHIYA BHOJPUR ,73
73379,UPGRADE HIGH SCHOOL KATEYAN BIHIYA BHOJPUR,73
73380,UTKRAMIT MADHYAMIK VIDYALAY OSSAIN BIHIA BHOJPUR,73
73381,U M V PATKHAULIYA,73
73382,UTKRAMIT MADHYAMIC VIDYALAY PANDURA,73
73383,U M S AHPURA,73
73384,UPGRADE MADHYAMIC VIDYALAYA DIHRA,73
73385,UPGRADED MADHYAMIK VIDYALYA PARARIYA,73
73386,UPGRADED MADHYAMIK VIDYALAY SAHANGI,73
73387,UTKRAMIT M S DHANAUTI BHOJPUR,73
73388,UTKRAMIT MADHYMIK VIDYALAY BABUBANDH CHARPOKHARI BHOJPUR,73
73389,UMS SUNDARPUR BARJA,73
73390,U.M.S. SALEMPUR,73
73391,UTKARMIT MADHAY VIDYALAY SEMARIA,73
73392,H.S SARANGPUR,73
73393,UPGRADE RAJKIYA BASIC HIGH SCHOOL MAHULI,73
73394,UPGRADED HIGH SCHOOL BHAKURA ARA,73
73395,UTKARMIT MADHYAMIK SCHOOL BALUAN BHOJPUR,73
73396,UCHCH MADHYAMIK VIDYALAYA HEMATPUR,73
73397,U M S GANGHAR ARA,73
73398,HIGH SECONDARY SCHOOL HASANPURA ARA MUFF. BHOJPUR,73
73399,UP GRADED HIGH SCHOOL DHAURI,73
73400,UPGRADED MADHYAMIK VIDYALAY KOSIYAR AMAHARUAN SAHAR,73
73401,UCHH MADHYAMIK SCHOOL GULJARPUR,73
73402,UPGRADE HIGH SCHOOL FATEHPUR MATHIYA SAHAR BHOJPUR,73
73403,UP GRADED GIRLS HIGH SCHOOL KORAN DIHARI,73
73404,G U M S KOLODIHARI,73
73405,UPGRADE HIGH SCHOOL SURNI,73
73406,"UPGRADED HIGH SCHOOL,  JAITPUR,  UDWANTNAGAR",73
73407,U H S KHOPIRA,73
73408,HIGH SCHOOL BARUNA,73
73409,HIGHER SECONDRY,73
73410,UCHH MADHYAMIK SCHOOL AHILE,73
73411,UPGRADED HIGH SCHOOL PAWAR,73
73412,UPGRADED HIGH SCHOOL BARAON,73
73413,UTKRAMIT MADHYAMIK VIDYALAY PASAUR TOLA CHHAWARHI,73
73414,UMS KATARIYAN,73
73415,U. H. S. KHAIRI TIWARIDIH,73
73416,UPGREDE HIGH SCHOOL BASDIHA,73
73417,UPGRADE HIGHSCHOOLTETARDIH,73
73418,UTKRAMIT MADHYAMIK VIDYALAY BACHARI,73
73419,UTKRAMIT MADHYAMIK VIDYALAY MOTHI RAJEYAN,73
73420,UTKRAMIT MADHYAMIK VIDYALAY LAHARI TIWARIDIH BHARSAR,73
73421,UTKRAMIT MADHYAMIK VIDYALAY NONAR,73
73422,UPGRADED HIGH SCHOOL DAULATPUR KOILWAR,73
73423,UPGRADED HIGH SCHOOL SAKADDI KOILWAR BHOJPUR,73
73424,UPGRADED HIGH SCHOOL,73
73425,UPGRADED HIGH SCHOOL SONGHATTA GIDHA KOILWAR BHOJPUR,73
73426,UPGRADED HIGH SCHOOL KAZICHAK CHANDA,73
73427,USM BHADWAR KOILWAR,73
73428,UTKRAMIT MADHYAMIK VIDYALAY SOHARA BHOJPUR,73
73429,UPGRADED HIGH SCHOOL LAUHARKALA BARAHARA,73
73430,UPGRADED HIGH SCHOOL UDAYBHANPUR BARAHARA,73
73431,"UPGRADE HIGH SCHOOL, BARHARA,BHOJPUR",73
73432,UPGRADED HIGH SCHOOL PHUHAN,73
73433,UTKRAMIT MADHYAMIK VIDYALAYA BANDHU CHHAPRA,73
73434,"UCHH MADHYAMIK VIDYALAY, SINHA (BADHARA),BHOJPUR",73
73435,"UPGRADE HIGH SCHOOL, CHATAR",73
73436,UPGRADED HIGH SCHOOL BABHANIAON,73
73437,UTTKRAMIT MADHYAMIK SCHOOL HATPOKHAR JAGDISHPUR BHOJPUR,73
73438,"UMS, BHARSARA V.J. MAHAL, JAGDISHPUR",73
73439,UTKRAMIT MADHYAMIK VIDYALAY DULAUR U.J.M.JAGDISHPUR BHOJPUR,73
73440,UPGRADE HIGH SCHOOL MAHUAR BAHADURI,73
73441,UTKRAMIT MADHYAMIK VIDYALAYA UMARAWGANJ SHAHPUR BHOJPUR,73
